s_129	G_20	s_163	s_133	s_252	s_201	s_245	s_228	s_142	s_158	G_18	s_205	s_172	s_222	s_145	s_248	s_226	s_231	G_31	s_168	G_22	s_215	s_138	s_199	s_240	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_237	s_196	s_183	s_164	s_178	G_2	s_213	G_27	s_136	s_246	G_14	s_241	G_10	s_182	s_156	G_5	s_144	G_16	s_239	s_243	s_220	s_203	s_250	s_187	G_25	s_184	s_154	G_21	s_131	s_124	s_159	s_254	s_233	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	G_12	s_218	G_4	s_202	s_253	s_225	s_167	s_132	s_127	s_212	s_227	s_214	s_134	s_148	s_198	s_249	s_191	s_162	s_185	G_32	s_171	s_149	s_143	s_197	s_236	s_179	G_36	G_34	s_152	s_137	s_244	G_23	s_169	s_247	s_177	s_223	s_146	s_140	G_7	s_147	s_230	s_207	s_180	G_8	s_234	G_35	s_170	s_242	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_217	s_251	s_130	s_175	s_255	s_141	G_6	G_30	G_29	s_173	s_235	G_3	s_206	s_210	s_232	s_157	s_190	s_186	G_24	s_161	s_238	G_13
s_212 0.10000000 0.00108475 0.10000000 0.10000000 0.10000000 0.00000183 0.10000000 0.00000573 0.10000000 0.10000000 0.00008239 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007445 0.00000495 0.00009774 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007267 0.00000996 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000626 0.00000860 0.00000339 0.00096506 0.00000234 0.00007215 0.10000000 0.10000000 0.00010912 0.10000000 0.10000000 0.10000000 0.10000000 0.00007550 0.10000000 0.00010935 0.10000000 0.10000000 0.10000000 0.10000000 0.00000784 0.10000000 0.00008186 0.10000000 0.10000000 0.00011636 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007133 0.00000783 0.10000000 0.00009409 0.10000000 0.00008217 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008496 0.00007605 0.10000000 0.00008373 0.00000208 0.10000000 0.00000862 0.00000522 0.10000000 0.10000000 0 0.00000862 0.00000182 0.10000000 0.10000000 0.10000000 0.10000000 0.00000469 0.10000000 0.10000000 0.00010422 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014392 0.00008012 0.10000000 0.10000000 0.10000000 0.00006920 0.00000443 0.10000000 0.00000104 0.10000000 0.10000000 0.10000000 0.00007473 0.10000000 0.00004728 0.10000000 0.10000000 0.00006923 0.10000000 0.00011082 0.00000600 0.10000000 0.00000966 0.00102175 0.10000000 0.00007689 0.00097750 0.10000000 0.10000000 0.00009177 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007612 0.00007375 0.00009317 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000235 0.10000000 0.00000234 0.00000443 0.00007951 0.10000000 0.00000239 0.00007151
s_227 0.10000000 0.00108488 0.10000000 0.10000000 0.10000000 0.00000783 0.10000000 0.00000731 0.10000000 0.10000000 0.00008499 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007756 0.00000836 0.00009812 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007548 0.00001034 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000888 0.00000386 0.00000784 0.00096567 0.00000705 0.00007525 0.10000000 0.10000000 0.00011361 0.10000000 0.10000000 0.10000000 0.10000000 0.00007781 0.10000000 0.00011117 0.10000000 0.10000000 0.10000000 0.10000000 0.00000361 0.10000000 0.00008569 0.10000000 0.10000000 0.00011873 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007302 0.00000077 0.10000000 0.00009466 0.10000000 0.00008212 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008703 0.00008007 0.10000000 0.00008708 0.00001096 0.10000000 0.00000232 0.00000783 0.10000000 0.10000000 0.00000862 0 0.00000915 0.10000000 0.10000000 0.10000000 0.10000000 0.00000783 0.10000000 0.10000000 0.00010845 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014509 0.00008325 0.10000000 0.10000000 0.10000000 0.00007043 0.00000888 0.10000000 0.00000862 0.10000000 0.10000000 0.10000000 0.00007544 0.10000000 0.00004138 0.10000000 0.10000000 0.00007310 0.10000000 0.00011350 0.00001045 0.10000000 0.00000257 0.00102222 0.10000000 0.00007867 0.00097752 0.10000000 0.10000000 0.00009327 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007821 0.00007525 0.00009736 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000575 0.10000000 0.00000601 0.00000784 0.00008158 0.10000000 0.00000692 0.00007168
s_214 0.10000000 0.00108263 0.10000000 0.10000000 0.10000000 0.00000235 0.10000000 0.00000625 0.10000000 0.10000000 0.00008243 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007446 0.00000469 0.00009645 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007373 0.00000865 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000470 0.00000731 0.00000209 0.00096508 0.00000235 0.00007374 0.10000000 0.10000000 0.00010939 0.10000000 0.10000000 0.10000000 0.10000000 0.00007446 0.10000000 0.00010804 0.10000000 0.10000000 0.10000000 0.10000000 0.00000836 0.10000000 0.00008375 0.10000000 0.10000000 0.00011532 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006950 0.00000758 0.10000000 0.00009331 0.10000000 0.00008246 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008420 0.00007555 0.10000000 0.00008428 0.00000208 0.10000000 0.00000757 0.00000522 0.10000000 0.10000000 0.00000182 0.00000915 0 0.10000000 0.10000000 0.10000000 0.10000000 0.00000287 0.10000000 0.10000000 0.00010532 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014289 0.00007959 0.10000000 0.10000000 0.10000000 0.00007053 0.00000522 0.10000000 0.00000130 0.10000000 0.10000000 0.10000000 0.00007289 0.10000000 0.00004785 0.10000000 0.10000000 0.00006890 0.10000000 0.00011301 0.00000417 0.10000000 0.00000993 0.00102204 0.10000000 0.00007718 0.00097622 0.10000000 0.10000000 0.00009154 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007509 0.00007298 0.00009345 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000209 0.10000000 0.00000287 0.00000261 0.00007847 0.10000000 0.00000106 0.00006967
s_134 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_148 0.00000291 0.10000000 0.00005953 0.10000000 0.10000000 0.10000000 0.00000869 0.10000000 0.00000447 0.00000742 0.10000000 0.10000000 0.00000875 0.00000796 0.00001004 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005577 0.10000000 0.10000000 0.10000000 0.00000869 0.10000000 0.00000874 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000869 0.10000000 0.10000000 0.10000000 0.10000000 0.00000663 0.10000000 0.00001186 0.10000000 0.10000000 0.10000000 0.00001008 0.10000000 0.10000000 0.10000000 0.10000000 0.00001062 0.00001060 0.10000000 0.00000502 0.00001132 0.00000873 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000877 0.10000000 0.00001448 0.10000000 0.10000000 0.00000264 0.00005473 0.00001327 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000898 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.00005845 0.00000663 0.10000000 0.00000871 0.10000000 0.00000500 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000930 0.10000000 0.10000000 0.10000000 0.10000000 0.00000737 0.10000000 0.00001326 0.00000921 0.00001058 0.10000000 0.00000924 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000500 0.10000000 0.10000000 0.00000951 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001405 0.10000000 0.10000000 0.00000740 0.00000822 0.10000000 0.00000869 0.10000000 0.10000000 0.10000000 0.00000743 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001122 0.10000000 0.10000000 0.10000000 0.00005413 0.10000000 0.10000000
s_198 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_249 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000294 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000455 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_191 0.10000000 0.00108560 0.10000000 0.10000000 0.10000000 0.00000287 0.10000000 0.00000704 0.10000000 0.10000000 0.00008511 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007585 0.00000678 0.00009668 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007458 0.00000760 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000574 0.00000783 0.00000104 0.00096303 0.00000261 0.00007170 0.10000000 0.10000000 0.00011107 0.10000000 0.10000000 0.10000000 0.10000000 0.00007506 0.10000000 0.00010919 0.10000000 0.10000000 0.10000000 0.10000000 0.00000888 0.10000000 0.00008379 0.10000000 0.10000000 0.00011779 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006975 0.00000757 0.10000000 0.00009230 0.10000000 0.00008332 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008585 0.00007612 0.10000000 0.00008644 0.00000469 0.10000000 0.00000627 0.00000600 0.10000000 0.10000000 0.00000469 0.00000783 0.00000287 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.00010618 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014377 0.00008099 0.10000000 0.10000000 0.10000000 0.00007032 0.00000809 0.10000000 0.00000365 0.10000000 0.10000000 0.10000000 0.00007270 0.10000000 0.00004840 0.10000000 0.10000000 0.00007166 0.10000000 0.00011146 0.00000834 0.10000000 0.00000914 0.00102312 0.10000000 0.00007619 0.00097615 0.10000000 0.10000000 0.00009344 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007432 0.00007303 0.00009590 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000130 0.10000000 0.00000209 0.00000026 0.00007880 0.10000000 0.00000133 0.00007000
s_162 0.00005777 0.10000000 0.00000393 0.10000000 0.10000000 0.10000000 0.00005264 0.10000000 0.00005748 0.00007514 0.10000000 0.10000000 0.00006892 0.00005919 0.00005081 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000682 0.10000000 0.10000000 0.10000000 0.00005389 0.10000000 0.00006643 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00004954 0.10000000 0.10000000 0.10000000 0.10000000 0.00006886 0.10000000 0.00005053 0.10000000 0.10000000 0.10000000 0.00005023 0.10000000 0.10000000 0.10000000 0.10000000 0.00006671 0.00007108 0.10000000 0.00005849 0.00005148 0.00006709 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005032 0.10000000 0.00006587 0.10000000 0.10000000 0.00004974 0.00000761 0.00006316 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00004724 0.10000000 0.10000000 0.10000000 0.10000000 0.00005845 0.10000000 0.10000000 0.10000000 0 0.00006702 0.10000000 0.00007161 0.10000000 0.00005528 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005600 0.10000000 0.10000000 0.10000000 0.10000000 0.00005447 0.10000000 0.00006645 0.00005247 0.00005195 0.10000000 0.00005279 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005154 0.10000000 0.10000000 0.00005280 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006257 0.10000000 0.10000000 0.00005767 0.00006779 0.10000000 0.00005311 0.10000000 0.10000000 0.10000000 0.00007026 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006720 0.10000000 0.10000000 0.10000000 0.00000576 0.10000000 0.10000000
s_185 0.00000667 0.10000000 0.00006812 0.10000000 0.10000000 0.10000000 0.00001010 0.10000000 0.00000983 0.00000684 0.10000000 0.10000000 0.00001026 0.00000529 0.00001040 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006873 0.10000000 0.10000000 0.10000000 0.00000743 0.10000000 0.00000342 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000956 0.10000000 0.10000000 0.10000000 0.10000000 0.00000395 0.10000000 0.00000851 0.10000000 0.10000000 0.10000000 0.00000883 0.10000000 0.10000000 0.10000000 0.10000000 0.00000578 0.00000763 0.10000000 0.00000667 0.00000877 0.00000308 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001046 0.10000000 0.00000757 0.10000000 0.10000000 0.00000479 0.00006520 0.00000763 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000985 0.10000000 0.10000000 0.10000000 0.10000000 0.00000663 0.10000000 0.10000000 0.10000000 0.00006702 0 0.10000000 0.00000612 0.10000000 0.00000612 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000876 0.10000000 0.10000000 0.10000000 0.10000000 0.00001170 0.10000000 0.00000764 0.00000875 0.00000934 0.10000000 0.00001040 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000558 0.10000000 0.10000000 0.00001014 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000658 0.10000000 0.10000000 0.00000587 0.00000868 0.10000000 0.00000877 0.10000000 0.10000000 0.10000000 0.00001000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000716 0.10000000 0.10000000 0.10000000 0.00006839 0.10000000 0.10000000
G_32 0.10000000 0.00109784 0.10000000 0.10000000 0.10000000 0.00010584 0.10000000 0.00010474 0.10000000 0.10000000 0.00009786 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008916 0.00010455 0.00011332 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008704 0.00011040 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00010465 0.00010775 0.00010425 0.00101223 0.00010555 0.00008620 0.10000000 0.10000000 0.00011821 0.10000000 0.10000000 0.10000000 0.10000000 0.00008625 0.10000000 0.00011263 0.10000000 0.10000000 0.10000000 0.10000000 0.00010690 0.10000000 0.00010045 0.10000000 0.10000000 0.00013142 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008204 0.00010636 0.10000000 0.00009746 0.10000000 0.00009604 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00009752 0.00008037 0.10000000 0.00009559 0.00010657 0.10000000 0.00010788 0.00010492 0.10000000 0.10000000 0.00010422 0.00010845 0.00010532 0.10000000 0.10000000 0.10000000 0.10000000 0.00010618 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00015562 0.00009365 0.10000000 0.10000000 0.10000000 0.00008392 0.00010514 0.10000000 0.00010500 0.10000000 0.10000000 0.10000000 0.00008610 0.10000000 0.00016012 0.10000000 0.10000000 0.00007648 0.10000000 0.00012779 0.00010585 0.10000000 0.00010734 0.00107580 0.10000000 0.00008945 0.00104324 0.10000000 0.10000000 0.00010543 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008799 0.00008902 0.00010614 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00010465 0.10000000 0.00010427 0.00010592 0.00008650 0.10000000 0.00010535 0.00008111
s_171 0.00000759 0.10000000 0.00007189 0.10000000 0.10000000 0.10000000 0.00001012 0.10000000 0.00000730 0.00000807 0.10000000 0.10000000 0.00000917 0.00000560 0.00001320 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006935 0.10000000 0.10000000 0.10000000 0.00001265 0.10000000 0.00000389 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000815 0.10000000 0.10000000 0.10000000 0.10000000 0.00000306 0.10000000 0.00001182 0.10000000 0.10000000 0.10000000 0.00001040 0.10000000 0.10000000 0.10000000 0.10000000 0.00001139 0.00001279 0.10000000 0.00000674 0.00001152 0.00000591 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001211 0.10000000 0.00000723 0.10000000 0.10000000 0.00000450 0.00006797 0.00000778 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000786 0.10000000 0.10000000 0.10000000 0.10000000 0.00000871 0.10000000 0.10000000 0.10000000 0.00007161 0.00000612 0.10000000 0 0.10000000 0.00000562 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000701 0.10000000 0.10000000 0.10000000 0.10000000 0.00000928 0.10000000 0.00000835 0.00001319 0.00001434 0.10000000 0.00001375 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000674 0.10000000 0.10000000 0.00001265 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000751 0.10000000 0.10000000 0.00001040 0.00000890 0.10000000 0.00001378 0.10000000 0.10000000 0.10000000 0.00000834 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001280 0.10000000 0.10000000 0.10000000 0.00006990 0.10000000 0.10000000
