s_2377	s_2405	F_28	s_2393	F_47	F_17	F_12	s_2384	F_53	F_35	s_2373	F_51	s_2382	F_58	F_13	s_2370	F_37	s_2366	s_2414	s_2399	s_2368	F_39	s_2344	s_2371	F_44	s_2408	s_2401	s_2364	F_64	F_31	s_2387	F_61	G_2	s_2367	F_26	F_19	s_2390	F_21	s_2337	s_2360	G_5	s_2396	F_32	s_2391	s_2349	s_2336	F_56	s_2410	F_59	s_2412	F_41	s_2379	F_27	F_54	F_15	s_2340	s_2356	F_45	s_2361	s_2389	s_2335	F_24	s_2345	s_2397	s_2354	G_9	s_2403	G_4	s_2369	F_52	F_34	s_2363	F_25	F_11	F_18	F_62	s_2404	s_2378	F_43	F_29	s_2347	s_2409	F_42	F_40	s_2406	F_14	F_60	s_2353	F_48	F_20	s_2376	F_23	F_57	s_2343	s_2372	s_2388	s_2386	s_2400	F_36	F_66	F_38	G_7	s_2385	s_2338	s_2380	F_55	s_2398	s_2413	F_67	F_46	F_65	s_2350	G_8	s_2362	s_2381	F_63	s_2395	F_16	G_1	s_2355	F_22	s_2407	s_2415	G_6	F_30	s_2392	s_2411	s_2374	s_2348	s_2394	G_3	s_2351	s_2402	F_33	F_50	s_2383	F_49	s_2359	s_2365	s_2346
F_20 0.01428649 0.01516145 0.01516748 0.01467568 0.01446734 0.01451604 0.01505164 0.01518468 0.01507152 0.01396664 0.00383379 0.01397016 0.01437176 0.01613958 0.01510113 0.01431896 0.01521579 0.01435963 0.00384791 0.01515862 0.01434603 0.01438779 0.01516263 0.01435009 0.07495221 0.01527583 0.01515896 0.00397828 0.15175505 0.01581848 0.01442129 0.01515511 0.01547599 0.01423076 0.01513038 0.01508586 0.01455494 0.01504964 0.01435368 0.01422221 0.01386988 0.01514638 0.01520261 0.01453435 0.01447569 0.01442698 0.01589025 0.01455508 0.01442155 0.01517671 0.01506855 0.01526429 0.01434752 0.01599168 0.00081036 0.00402232 0.00382513 0.01580247 0.00386072 0.01446617 0.08209916 0.00080760 0.01526759 0.01513999 0.00384798 0.01375722 0.01517212 0.01525100 0.01439759 0.01383216 0.01475409 0.00443146 0.01523007 0.00080937 0.01442823 0.16114790 0.01517823 0.07841544 0.01391544 0.01574916 0.01516297 0.01515207 0.01506575 0.01472268 0.01528194 0.01503541 0.07484083 0.00405088 0.01579314 0 0.01516111 0.01516207 0.01583844 0.01516086 0.00502868 0.01454226 0.01436820 0.01514580 0.01520629 0.01509023 0.01518095 0.01376713 0.01450605 0.01538393 0.07737688 0.01393273 0.01514829 0.01517698 0.01405779 0.01515566 0.01763502 0.01436200 0.01509782 0.00369191 0.01435610 0.01493946 0.01513470 0.01505959 0.00083815 0.00369636 0.01401755 0.01515698 0.01493765 0.01384127 0.01460705 0.01446043 0.01445607 0.00404253 0.01427146 0.01516913 0.00075742 0.05650277 0.01514427 0.01506705 0.15023869 0.01439387 0.01431085 0.01443682 0.00431194 0.01417810
s_2376 0.01470916 0.00002525 0.01466827 0.00001430 0.01474438 0.01470829 0.01258785 0.00001881 0.01257472 0.01390277 0.01582175 0.01375922 0.01474593 0.01349420 0.01354501 0.01448715 0.01364436 0.01470170 0.01578611 0.00001905 0.01468749 0.01463753 0.00001596 0.01470959 0.07602966 0.00002590 0.00002024 0.01549838 0.15211860 0.01610238 0.01482267 0.01468365 0.01341371 0.01470174 0.01398274 0.01469077 0.01478943 0.01478054 0.01448130 0.01468536 0.01374306 0.00001381 0.01262548 0.01474850 0.01466411 0.01447842 0.01234015 0.01478401 0.01464690 0.00001643 0.01484934 0.00001295 0.01469841 0.01615991 0.01500993 0.01536156 0.01584541 0.01610911 0.01569046 0.01484252 0.08230993 0.01510483 0.00002879 0.00001430 0.01582332 0.01372850 0.00001191 0.01469255 0.01469069 0.01551260 0.01328186 0.01563552 0.01476675 0.01508724 0.01466570 1.00000000 0.00002572 0.07907507 0.01378721 0.01609789 0.00001358 0.00002311 0.01261077 0.01354878 0.00001050 0.01472952 0.07603570 0.01558716 0.01628623 0.01516111 0 0.01476323 0.00004646 0.00000668 0.01455787 0.01477274 0.01474706 0.00002311 0.01477138 0.01473015 0.01348777 0.01371023 0.01469101 0.00019543 0.08082789 0.01380325 0.00002192 0.00000929 0.01372973 0.01467476 0.01525987 0.01455601 0.01309044 0.01577562 0.01467195 0.01482067 0.00001025 0.01467826 0.01533885 0.01577135 0.01376439 0.00002168 0.01482362 0.01377205 0.01565497 0.01479169 0.01479421 0.01559803 0.01456260 0.00001727 0.01501289 0.04821682 0.00002477 0.01260109 0.15165339 0.01474987 0.01460482 0.01466315 0.01558706 0.00001953
F_23 0.00020719 0.01465738 0.00003166 0.01427792 0.00008146 0.00008265 0.01386405 0.01435813 0.01387824 0.00120403 0.01379008 0.00068479 0.00021397 0.01507604 0.01397438 0.00020288 0.01420702 0.00020525 0.01369073 0.01463147 0.00020480 0.00008348 0.01465399 0.00021766 0.07538523 0.01483091 0.01462743 0.01345194 0.15227759 0.01409285 0.00021071 0.00002762 0.01427137 0.00020574 0.01448670 0.00001090 0.00020791 0.00105858 0.00020444 0.00020565 0.00068221 0.01455839 0.01383744 0.00020664 0.00020312 0.00020516 0.01533244 0.00020411 0.00020020 0.01490818 0.00001314 0.01509800 0.00004870 0.01412036 0.01552967 0.01334952 0.01374400 0.01408338 0.01369150 0.00020618 0.08363789 0.01552103 0.01510393 0.01491039 0.01366677 0.00061374 0.01476975 0.00000921 0.00025177 0.01452690 0.01376561 0.01397855 0.00000330 0.01554788 0.00004854 0.16114790 0.01470097 0.07978602 0.00106640 0.01415735 0.01476448 0.01464770 0.01384472 0.01391928 0.01481603 0.00003081 0.07536712 0.01376515 0.01409913 0.01516207 0.01476323 0 0.01486011 0.01490309 0.01445305 0.00020676 0.00022165 0.01462634 0.00004532 0.00003289 0.01452928 0.00055387 0.00021891 0.01521966 0.07896245 0.00100719 0.01476916 0.01467156 0.00063904 0.00002761 0.01623314 0.00014862 0.01426998 0.01362274 0.00021580 0.00109545 0.01479858 0.00003005 0.01585083 0.01364213 0.00060641 0.01476797 0.00099954 0.00060299 0.01390240 0.00020613 0.00023719 0.01364716 0.00020268 0.01483033 0.01538577 0.05680907 0.01455376 0.01387775 0.15197293 0.00021478 0.00021177 0.00020553 0.01377417 0.01402034
F_57 0.01463896 0.00005456 0.01480789 0.00004151 0.01493911 0.01468371 0.01263170 0.00004756 0.01260816 0.01384948 0.01580495 0.01361485 0.01488298 0.01346589 0.01366891 0.01461494 0.01353859 0.01483004 0.01579909 0.00003855 0.01481576 0.01474620 0.00004528 0.01483758 0.07571860 0.00005154 0.00004403 0.01549650 0.15177547 0.01630302 0.01475182 0.01457451 0.01302200 0.01481706 0.01413439 0.01469429 0.01491679 0.01480388 0.01460909 0.01481352 0.01374578 0.00004142 0.01254847 0.01489236 0.01459714 0.01460624 0.01247179 0.01499836 0.01452899 0.00004717 0.01486770 0.00011330 0.01473865 0.01627503 0.01498295 0.01534210 0.01582538 0.01616473 0.01567005 0.01500491 0.08230920 0.01512440 0.00005784 0.00004245 0.01580526 0.01357610 0.00004265 0.01479583 0.01481803 0.01547675 0.01344808 0.01568118 0.01482021 0.01514418 0.01478155 0.16114790 0.00006285 0.07913932 0.01363443 0.01631677 0.00005528 0.00004815 0.01256039 0.01369091 0.00004961 0.01486619 0.07587075 0.01558268 0.01624253 0.01583844 0.00004646 0.01486011 0 0.00004364 0.01456078 0.01491459 0.01487358 0.00004285 0.01479783 0.01462793 0.01360343 0.01338835 0.01466826 0.00023069 0.07750748 0.01365787 0.00004744 0.00004169 0.01372778 0.01473250 0.01535088 0.01455029 0.01267878 0.01575805 0.01466244 0.01469719 0.00003722 0.01459199 0.01531215 0.01575655 0.01383214 0.00004027 0.01475494 0.01370232 0.01578181 0.01501309 0.01492343 0.01563829 0.01468931 0.00004178 0.01507371 0.04808518 0.00004287 0.01262742 0.15097746 0.01475446 0.01449948 0.01479153 0.01562789 0.00006084
s_2343 0.01484967 0.00002433 0.01480826 0.00001169 0.01488458 0.01484816 0.01259272 0.00001669 0.01257384 0.01404852 0.01578641 0.01389670 0.01488570 0.01350235 0.01361758 0.01482444 0.01355418 0.01482259 0.01577749 0.00001740 0.01481604 0.01477760 0.00001049 0.01483226 0.07604342 0.00002299 0.00001431 0.01547518 0.15213391 0.01625586 0.01496547 0.01482425 0.01353399 0.01482199 0.01399748 0.01483067 0.01493700 0.01492091 0.01460143 0.01480545 0.01387926 0.00001264 0.01261062 0.01489603 0.01495590 0.01459828 0.01248067 0.01493125 0.01478695 0.00001049 0.01487291 0.00000734 0.01483833 0.01626036 0.01500116 0.01534603 0.01581099 0.01626447 0.01564798 0.01498529 0.08215949 0.01509568 0.00002907 0.00000954 0.01579851 0.01386475 0.00000549 0.01483234 0.01483293 0.01548105 0.01342385 0.01593287 0.01490671 0.01508007 0.01480550 1.00000000 0.00002885 0.07905978 0.01392401 0.01629127 0.00000692 0.00001598 0.01260246 0.01369500 0.00001199 0.01486966 0.07605160 0.01553015 0.01627776 0.01516086 0.00000668 0.01490309 0.00004364 0 0.01509660 0.01492037 0.01488689 0.00001598 0.01491152 0.01487031 0.01362434 0.01384645 0.01483098 0.00020150 0.08082212 0.01393786 0.00001788 0.00000429 0.01386606 0.01481474 0.01540137 0.01493316 0.01320094 0.01575778 0.01481196 0.01496098 0.00000597 0.01481825 0.01532251 0.01572847 0.01390112 0.00001527 0.01496446 0.01390838 0.01581125 0.01493929 0.01494118 0.01566936 0.01482177 0.00001680 0.01499938 0.05260923 0.00001932 0.01257424 0.15167413 0.01488970 0.01474434 0.01478415 0.01570579 0.00001574
s_2372 0.01395652 0.01451973 0.01459690 0.01462717 0.01396902 0.01398208 0.01526711 0.01445566 0.01529578 0.01437323 0.00145896 0.01427577 0.01399585 0.01530829 0.01540355 0.01441169 0.01354771 0.01440320 0.00072048 0.01456329 0.01439970 0.01391773 0.01505150 0.01441152 0.07328535 0.01460561 0.01456463 0.00119419 0.14968110 0.01571111 0.01418652 0.01459816 0.01565373 0.01440408 0.01538199 0.01439287 0.01419786 0.01465411 0.01433937 0.01446314 0.01424692 0.01454546 0.01535027 0.01419619 0.01461682 0.01440167 0.01620178 0.01419683 0.01396869 0.01453994 0.01448288 0.01463299 0.01397568 0.01571432 0.00537078 0.00160781 0.00123551 0.01572178 0.00087241 0.01419840 0.07674047 0.00561784 0.01519700 0.01454094 0.00125469 0.01420221 0.01454586 0.01438876 0.01438878 0.01457899 0.01523879 0.00206325 0.01443268 0.00561711 0.01392968 1.00000000 0.01456184 0.07069911 0.01444974 0.01593459 0.01505303 0.01451973 0.01529129 0.01540897 0.01463229 0.01460303 0.07321384 0.00039405 0.01562211 0.00502868 0.01455787 0.01445305 0.01456078 0.01509660 0 0.01418615 0.01398086 0.01453276 0.01445369 0.01459730 0.01596632 0.01420608 0.01399505 0.01543018 0.07217558 0.01445737 0.01452768 0.01455403 0.01422085 0.01459870 0.01619378 0.01441420 0.01536905 0.00121176 0.01397677 0.01454490 0.01453168 0.01460437 0.00547079 0.00121132 0.01420982 0.01451889 0.01459506 0.01420500 0.01537987 0.01420170 0.01419237 0.00127713 0.01440912 0.01454737 0.00504073 0.05263952 0.01453741 0.01532708 0.14535994 0.01400584 0.01391642 0.01449441 0.00254234 0.01431220
s_2388 0.00000512 0.01478521 0.00018306 0.01480260 0.00003259 0.00003259 0.01384286 0.01439137 0.01385903 0.00060811 0.01330039 0.00039483 0.00002010 0.01455445 0.01401950 0.00000605 0.01417566 0.00000630 0.01336291 0.01480003 0.00000702 0.00016948 0.01466554 0.00002060 0.07517149 0.01506480 0.01479712 0.01318128 0.15274774 0.01403953 0.00000408 0.00018623 0.01489236 0.00002156 0.01452858 0.00021372 0.00001920 0.00052804 0.00000412 0.00000605 0.00036809 0.01479684 0.01375050 0.00000168 0.00026989 0.00000654 0.01460011 0.00000216 0.00000726 0.01489260 0.00004535 0.01510620 0.00016853 0.01404417 0.01487610 0.01295418 0.01336412 0.01402814 0.01320074 0.00000120 0.08326098 0.01495664 0.01510306 0.01489637 0.01331913 0.00033153 0.01476561 0.00020625 0.00005679 0.01442975 0.01407119 0.01368803 0.00020637 0.01488775 0.00001591 1.00000000 0.01476028 0.07954358 0.00036531 0.01410411 0.01477371 0.01477765 0.01382444 0.01392700 0.01495756 0.00019070 0.07518748 0.01334320 0.01403313 0.01454226 0.01477274 0.00020676 0.01491459 0.01492037 0.01418615 0 0.00002809 0.01479550 0.00016580 0.00018685 0.01427612 0.00031859 0.00003954 0.01507861 0.07852038 0.00052279 0.01489250 0.01480187 0.00032117 0.00018672 0.01568491 0.00031175 0.01450266 0.01330688 0.00003802 0.00037343 0.01490857 0.00018818 0.01525213 0.01332150 0.00032382 0.01475547 0.00035549 0.00032838 0.01388174 0.00000192 0.00000216 0.01339309 0.00000267 0.01500123 0.01470444 0.05603330 0.01478983 0.01385840 0.15242432 0.00001987 0.00002349 0.00000533 0.01330550 0.01402737
s_2386 0.00002603 0.01478709 0.00020292 0.01475737 0.00002513 0.00003123 0.01386530 0.01435013 0.01389122 0.00060758 0.01333484 0.00039921 0.00000794 0.01462015 0.01398538 0.00002415 0.01424088 0.00002511 0.01339514 0.01478663 0.00002344 0.00017822 0.01463230 0.00001377 0.07541801 0.01497874 0.01478636 0.01319570 0.15276386 0.01407950 0.00002592 0.00020248 0.01455994 0.00002753 0.01452379 0.00022034 0.00002761 0.00052667 0.00002465 0.00002537 0.00037080 0.01478654 0.01378116 0.00002810 0.00002818 0.00002800 0.01461848 0.00002592 0.00002340 0.01489211 0.00006396 0.01508073 0.00018337 0.01409728 0.01490650 0.01273085 0.01339472 0.01406049 0.01323467 0.00002761 0.08327324 0.01492658 0.01507085 0.01488799 0.01335065 0.00033218 0.01476104 0.00022331 0.00007100 0.01447899 0.01377995 0.01377631 0.00022319 0.01499664 0.00002535 1.00000000 0.01477762 0.07954074 0.00036480 0.01413319 0.01474812 0.01477735 0.01375694 0.01390710 0.01495530 0.00020641 0.07537784 0.01321967 0.01407064 0.01436820 0.01474706 0.00022165 0.01487358 0.01488689 0.01398086 0.00002809 0 0.01478636 0.00018133 0.00020379 0.01434597 0.00032124 0.00000629 0.01487356 0.07847771 0.00051754 0.01488096 0.01479210 0.00031874 0.00020245 0.01570683 0.00007233 0.01455910 0.01334083 0.00000821 0.00037192 0.01490294 0.00020318 0.01520481 0.01335103 0.00032137 0.01475807 0.00035658 0.00033024 0.01394011 0.00002761 0.00002688 0.01340892 0.00002803 0.01488942 0.01473088 0.05611056 0.01478739 0.01388065 0.15235008 0.00000651 0.00003161 0.00002561 0.01338893 0.01400285
s_2400 0.01454179 0.00002810 0.01452492 0.00002259 0.01459157 0.01456472 0.01258705 0.00002187 0.01258147 0.01373784 0.01579116 0.01362078 0.01478709 0.01347637 0.01352600 0.01451776 0.01353571 0.01473172 0.01575217 0.00001974 0.01471776 0.01451860 0.00009794 0.01473822 0.07574558 0.00002001 0.00002188 0.01546681 0.15208978 0.01603187 0.01470014 0.01453974 0.01343345 0.01473204 0.01396591 0.01456310 0.01481057 0.01461028 0.01451191 0.01471567 0.01360123 0.00003092 0.01259652 0.01477222 0.01468679 0.01450903 0.01235887 0.01468185 0.01452898 0.00002239 0.01471382 0.00001884 0.01456222 0.01610677 0.01499454 0.01532939 0.01581153 0.01619066 0.01565877 0.01493860 0.08239439 0.01508468 0.00011966 0.00001932 0.01579213 0.01358971 0.00001715 0.01457260 0.01469636 0.01552607 0.01327314 0.01573812 0.01463980 0.01506906 0.01449585 1.00000000 0.00003046 0.07917332 0.01364608 0.01603869 0.00009481 0.00001882 0.01261790 0.01330483 0.00001881 0.01456929 0.07575471 0.01556485 0.01631435 0.01514580 0.00002311 0.01462634 0.00004285 0.00001598 0.01453276 0.01479550 0.01478636 0 0.01463555 0.01456993 0.01348257 0.01357494 0.01459332 0.00019362 0.07760740 0.01362623 0.00001765 0.00001525 0.01358123 0.01453123 0.01521138 0.01459166 0.01311075 0.01574685 0.01457941 0.01464974 0.00009736 0.01452576 0.01530876 0.01573785 0.01361822 0.00002429 0.01467938 0.01363223 0.01566694 0.01489514 0.01468658 0.01560410 0.01459238 0.00002018 0.01498831 0.04832665 0.00001808 0.01259714 0.15158440 0.01465933 0.01447946 0.01469345 0.01559558 0.00009699
F_36 0.00016536 0.01466606 0.00002747 0.01428750 0.00001139 0.00001191 0.01382250 0.01436700 0.01383545 0.00111594 0.01389393 0.00064029 0.00017403 0.01504046 0.01397060 0.00016278 0.01416321 0.00016349 0.01371139 0.01464041 0.00016217 0.00001557 0.01466497 0.00017737 0.07534586 0.01484079 0.01463636 0.01347126 0.15221520 0.01413403 0.00016669 0.00002690 0.01429244 0.00016528 0.01453582 0.00004266 0.00016731 0.00100751 0.00016289 0.00016384 0.00060615 0.01456731 0.01371827 0.00016595 0.00016304 0.00016341 0.01526779 0.00016331 0.00016149 0.01491898 0.00004324 0.01510752 0.00001415 0.01413320 0.01551463 0.01327980 0.01375662 0.01408648 0.01369399 0.00016403 0.08367171 0.01553593 0.01511576 0.01491866 0.01367963 0.00056825 0.01477989 0.00004567 0.00021199 0.01451201 0.01382907 0.01398446 0.00004541 0.01543760 0.00001212 0.16114790 0.01471164 0.07983254 0.00100584 0.01419173 0.01477235 0.01465665 0.01380109 0.01397107 0.01482582 0.00002868 0.07532298 0.01376796 0.01409413 0.01520629 0.01477138 0.00004532 0.01479783 0.01491152 0.01445369 0.00016580 0.00018133 0.01463555 0 0.00002764 0.01449356 0.00055177 0.00017832 0.01523226 0.07900561 0.00099538 0.01477958 0.01468028 0.00056542 0.00002546 0.01623477 0.00012067 0.01427809 0.01365002 0.00017747 0.00102107 0.01480963 0.00002721 0.01582082 0.01366092 0.00056204 0.01477786 0.00100621 0.00056487 0.01388343 0.00016568 0.00016196 0.01366445 0.00016475 0.01483993 0.01538674 0.05689425 0.01456289 0.01383767 0.15188999 0.00017468 0.00016997 0.00016399 0.01377015 0.01402853
F_66 0.00018844 0.01460118 0.00000470 0.01424423 0.00003013 0.00002965 0.01379396 0.01429813 0.01379480 0.00020569 0.01284731 0.00148152 0.00019849 0.01509374 0.01400221 0.00018666 0.01412414 0.00018739 0.01299279 0.01457217 0.00018075 0.00002813 0.01459892 0.00019585 0.07524046 0.01477020 0.01457075 0.01284665 0.15191917 0.01410830 0.00018783 0.00000611 0.01394921 0.00018907 0.01445243 0.00002722 0.00018737 0.00002304 0.00017996 0.00018715 0.00145804 0.01450147 0.01368061 0.00018599 0.00018737 0.00018707 0.01547227 0.00018549 0.00018197 0.01485151 0.00002581 0.01506502 0.00003031 0.01401512 0.01436165 0.01328474 0.01306006 0.01407531 0.01371848 0.00018595 0.08030178 0.01437310 0.01506731 0.01487539 0.01298495 0.00142000 0.01473868 0.00003101 0.00022615 0.01433670 0.01379809 0.01318877 0.00003532 0.01437015 0.00003185 0.16158285 0.01464623 0.07618850 0.00012201 0.01416217 0.01473140 0.01459097 0.01373912 0.01392321 0.01478239 0.00001034 0.07539710 0.01379136 0.01408172 0.01509023 0.01473015 0.00003289 0.01462793 0.01487031 0.01459730 0.00018685 0.00020379 0.01456993 0.00002764 0 0.01448145 0.00139613 0.00020525 0.01518699 0.07532594 0.00011758 0.01473832 0.01461209 0.00142638 0.00000681 0.01688310 0.00012881 0.01394782 0.01298636 0.00020476 0.00002691 0.01474148 0.00001338 0.01464682 0.01300017 0.00141038 0.01473427 0.00003175 0.00141516 0.01384152 0.00018590 0.00018593 0.01299213 0.00017607 0.01477150 0.01415568 0.05322374 0.01449445 0.01379326 0.15169487 0.00019820 0.00018392 0.00018744 0.01330521 0.01391233
F_38 0.01427697 0.01348089 0.01447364 0.01302804 0.01427004 0.01423249 0.01309280 0.01349414 0.01308756 0.01410561 0.01516205 0.01445443 0.01438156 0.01252119 0.01127266 0.01432113 0.01291012 0.01430132 0.01518354 0.01349155 0.01434724 0.01431746 0.01349098 0.01436055 0.07577437 0.01365999 0.01348684 0.01477368 0.15165546 0.01334396 0.01433779 0.01451415 0.01286007 0.01431280 0.01132262 0.01456757 0.01432426 0.01439216 0.01434269 0.01431526 0.01445068 0.01348827 0.01295560 0.01430260 0.01448934 0.01428841 0.01308501 0.01434513 0.01434453 0.01360615 0.01455575 0.01380487 0.01432842 0.01332751 0.01532095 0.01494471 0.01518043 0.01337054 0.01516959 0.01433381 0.08454793 0.01531665 0.01390317 0.01362670 0.01518593 0.01442274 0.01348350 0.01452368 0.01430930 0.01477646 0.01158545 0.01518773 0.01459242 0.01531521 0.01434010 0.06528452 0.01350276 0.08225195 0.01447645 0.01325616 0.01358309 0.01349185 0.01304638 0.01160452 0.01365329 0.01451702 0.07580767 0.01517188 0.01334813 0.01518095 0.01348777 0.01452928 0.01360343 0.01362434 0.01596632 0.01427612 0.01434597 0.01348257 0.01449356 0.01448145 0 0.01438043 0.01434471 0.01368008 0.08026775 0.01448469 0.01362072 0.01349331 0.01443214 0.01450825 0.01288745 0.01438601 0.01285863 0.01517458 0.01435048 0.01439165 0.01361827 0.01448119 0.01530547 0.01517394 0.01448548 0.01348052 0.01444221 0.01442513 0.01494650 0.01435716 0.01429537 0.01500933 0.01435124 0.01361473 0.01525460 0.05595221 0.01349088 0.01309030 0.15123653 0.01438431 0.01433819 0.01430257 0.01514354 0.01286815
G_7 0.00030539 0.01357996 0.00139163 0.01329858 0.00014275 0.00014371 0.01373493 0.01334633 0.01373434 0.00133345 0.01446340 0.00001972 0.00031577 0.01497027 0.01391927 0.00030499 0.01404483 0.00030160 0.01443437 0.01361986 0.00030473 0.00014391 0.01357726 0.00031954 0.07449238 0.01369034 0.01358341 0.01399997 0.15019857 0.01384812 0.00032142 0.00139190 0.01399511 0.00029950 0.01438611 0.00055386 0.00031710 0.00124584 0.00030955 0.00030104 0.00002312 0.01350980 0.01364923 0.00031799 0.00036542 0.00030731 0.01479368 0.00031673 0.00029283 0.01387065 0.00057097 0.01401534 0.00014166 0.01396764 0.01426793 0.01326515 0.01440010 0.01385607 0.01369651 0.00031654 0.08312000 0.01428584 0.01402839 0.01389271 0.01441129 0.00001648 0.01371531 0.00056865 0.00025896 0.01437727 0.01369216 0.01507566 0.00055535 0.01427986 0.00014420 0.03222958 0.01363733 0.07934865 0.00125214 0.01406593 0.01371146 0.01357751 0.01360432 0.01380837 0.01373737 0.00132535 0.07447933 0.01376137 0.01386868 0.01376713 0.01371023 0.00055387 0.01338835 0.01384645 0.01420608 0.00031859 0.00032124 0.01357494 0.00055177 0.00139613 0.01438043 0 0.00031612 0.01385927 0.07840620 0.00122308 0.01371399 0.01362914 0.00000825 0.00139144 0.01520839 0.00044574 0.01418402 0.01433716 0.00031475 0.00125903 0.01375313 0.00139116 0.01486249 0.01436451 0.00001171 0.01376064 0.00131844 0.00001501 0.01378787 0.00031862 0.00032029 0.01438044 0.00028983 0.01378133 0.01442613 0.05589234 0.01354380 0.01373552 0.14913483 0.00031582 0.00031098 0.00030257 0.01432182 0.01305054
s_2385 0.00003778 0.01459303 0.00019971 0.01456304 0.00007131 0.00007180 0.01385830 0.01429252 0.01388386 0.00059969 0.01334793 0.00039439 0.00000363 0.01459208 0.01398653 0.00001864 0.01419177 0.00001888 0.01340496 0.01459304 0.00001742 0.00017936 0.01457553 0.00000774 0.07522932 0.01477095 0.01459277 0.01320695 0.15221083 0.01406753 0.00001937 0.00019753 0.01450701 0.00002101 0.01451714 0.00021740 0.00002155 0.00052121 0.00001960 0.00003727 0.00036499 0.01459276 0.01377212 0.00002209 0.00003929 0.00003895 0.01460694 0.00002087 0.00001762 0.01469815 0.00010652 0.01501549 0.00017817 0.01409016 0.01497470 0.01274510 0.01340718 0.01405592 0.01324749 0.00002110 0.08326888 0.01498856 0.01500365 0.01469454 0.01336273 0.00032585 0.01456717 0.00022081 0.00006579 0.01444725 0.01384287 0.01371715 0.00022023 0.01498482 0.00007051 0.16114790 0.01458351 0.07952461 0.00035795 0.01412774 0.01469198 0.01458297 0.01375035 0.01397333 0.01474745 0.00020301 0.07522986 0.01330890 0.01405396 0.01450605 0.01469101 0.00021891 0.01466826 0.01483098 0.01399505 0.00003954 0.00000629 0.01459332 0.00017832 0.00020525 0.01434471 0.00031612 0 0.01488213 0.07846054 0.00051525 0.01468748 0.01459789 0.00032018 0.00019778 0.01570856 0.00006300 0.01449940 0.01335284 0.00000290 0.00036435 0.01470949 0.00019876 0.01528989 0.01336214 0.00032357 0.01455656 0.00035118 0.00032440 0.01392039 0.00003954 0.00003809 0.01342081 0.00002203 0.01469727 0.01471240 0.05604787 0.01459277 0.01387300 0.15187435 0.00000048 0.00003283 0.00001985 0.01331709 0.01394734
s_2338 0.01501049 0.00020337 0.01512550 0.00019857 0.01511321 0.01506994 0.01270457 0.00019585 0.01269127 0.01426732 0.01611307 0.01388179 0.01489251 0.01366516 0.01371707 0.01498075 0.01353975 0.01497871 0.01611485 0.00020550 0.01488046 0.01500075 0.00019339 0.01489859 0.07553725 0.00020676 0.00019742 0.01573867 0.15230925 0.01623242 0.01503617 0.01513905 0.01320117 0.01497864 0.01420971 0.01505995 0.01500604 0.01514901 0.01503360 0.01496114 0.01387622 0.00019135 0.01273502 0.01505414 0.01494671 0.01502818 0.01249972 0.01499986 0.01494518 0.00020256 0.01509505 0.00019612 0.01506430 0.01635912 0.01525137 0.01557776 0.01613392 0.01653551 0.01597668 0.01514862 0.08281052 0.01532491 0.00015797 0.00018855 0.01615013 0.01393003 0.00019060 0.01515037 0.01499568 0.01568534 0.01355891 0.01616499 0.01513479 0.01531134 0.01493416 1.00000000 0.00019330 0.07862852 0.01400587 0.01613681 0.00019314 0.00019570 0.01268871 0.01384911 0.00019266 0.01519074 0.07554905 0.01589202 0.01638418 0.01538393 0.00019543 0.01521966 0.00023069 0.00020150 0.01543018 0.01507861 0.01487356 0.00019362 0.01523226 0.01518699 0.01368008 0.01385927 0.01488213 0 0.08066835 0.01412062 0.00019664 0.00019518 0.01394008 0.01513664 0.01562995 0.01504856 0.01285597 0.01608310 0.01487604 0.01500836 0.00019090 0.01513798 0.01559767 0.01607340 0.01388595 0.00019087 0.01510671 0.01398549 0.01561218 0.01500896 0.01508798 0.01593102 0.01488805 0.00020504 0.01525382 0.05222182 0.00019571 0.01270841 0.15160035 0.01489693 0.01489161 0.01493866 0.01604225 0.00019980
