s_3356	s_3441	s_3349	s_3444	s_3331	s_3382	s_3436	s_3377	s_3277	s_3280	s_3402	s_3378	s_3328	s_3287	s_3410	s_3254	s_3428	s_3393	s_3386	s_3417	s_3415	s_3326	s_3395	s_3301	s_3274	s_3351	s_3421	s_3256	s_3358	s_3297	s_3425	s_3304	s_3357	s_3264	s_3338	s_3342	s_3353	s_3325	s_3368	s_3335	s_3303	s_3432	s_3292	s_3257	s_3266	s_3366	s_3306	s_3409	s_3355	s_3334	s_3399	s_3375	s_3265	s_3253	s_3288	s_3413	s_3345	s_3341	s_3299	s_3282	s_3319	s_3380	s_3397	s_3339	s_3259	s_3284	s_3435	s_3330	s_3423	s_3261	s_3446	s_3437	s_3384	s_3285	s_3448	s_3445	s_3329	s_3360	s_3369	s_3315	s_3309	s_3343	s_3383	s_3405	s_3258	s_3348	s_3294	s_3305	s_3296	s_3313	s_3450	s_3317	s_3359	s_3376	s_3262	s_3416	s_3362	s_3276	s_3332	s_3286	s_3401	s_3324	s_3278	s_3260	s_3350	s_3281	s_3321	s_3424	s_3293	s_3307	s_3403	s_3255	s_3269	s_3340	s_3316	s_3388	s_3336	s_3252	s_3279	s_3344	s_3396	s_3434	s_3352	s_3419	s_3298	s_3365	s_3320	s_3373	s_3354	s_3367	s_3438	s_3291	s_3300	s_3447	s_3308	s_3346	s_3404	s_3318	s_3295	s_3412	s_3272	s_3379	s_3433	s_3385	s_3333	s_3398	s_3374	s_3431	s_3314	s_3311	s_3449	s_3408
s_3359 0.00025409 0.00008490 0.00017522 0.00009713 0.00371286 0.00416415 0.00381428 0.00383780 0.00389802 0.00389603 0.00225078 0.00380501 0.00008954 0.00374188 0.00031662 0.00008683 0.00417921 0.00360206 0.00013463 0.00008491 0.00371476 0.00387273 0.00414243 0.00303151 0.00359241 0.00007012 0.00008826 0.00007724 0.00006685 0.00029309 0.00402086 0.00023695 0.00006591 0.00370003 0.00008609 0.00032776 0.00008767 0.00385909 0.00007717 0.00430928 0.00016409 0.00008274 0.00395749 0.00007752 0.00417806 0.00493632 0.00378503 0.00412591 0.00006915 0.00455958 0.00231764 0.00006061 0.00007714 0.00007763 0.00386629 0.00391802 0.00015522 0.00016034 0.00011490 0.00412209 0.00380236 0.00378359 0.00372655 0.00008848 0.00008199 0.00370407 0.00008210 0.00383466 0.00010267 0.00007548 0.00013672 0.00225243 0.00014080 0.00386863 0.00514607 0.00008409 0.00351626 0.00011797 0.00425831 0.00026168 0.00365175 0.00014748 0.00414081 0.00426038 0.00007775 0.00491033 0.00210618 0.00012875 0.00212550 0.00369883 0.00371866 0.00019909 0 0.00381514 0.00008160 0.00014196 0.00007882 0.00367891 0.00386679 0.00384459 0.00358417 0.00024422 0.00370320 0.00007811 0.00400121 0.00406279 0.00384546 0.00381094 0.00373899 0.00378068 0.00390852 0.00007575 0.00009324 0.00008499 0.00011720 0.00007727 0.00009105 0.00012747 0.00396602 0.00393882 0.00414929 0.00018460 0.00008526 0.00008458 0.00017981 0.00493563 0.00379787 0.00036433 0.00008676 0.00496963 0.00337847 0.00389212 0.00020690 0.00008334 0.00377978 0.00014032 0.00389440 0.00357482 0.00205389 0.00008731 0.00402555 0.00381069 0.00008516 0.00014987 0.00352532 0.00384418 0.00022086 0.00008626 0.00366364 0.00383790 0.00011489 0.00008634
s_3376 0.00359551 0.00407215 0.00370104 0.00404448 0.00376802 0.00443072 0.00394451 0.00003111 0.00404074 0.00393509 0.00408112 0.00003178 0.00382669 0.00380457 0.00363084 0.00378043 0.00442938 0.00395374 0.00392345 0.00406361 0.00397150 0.00401571 0.00438172 0.00315081 0.00375476 0.00404349 0.00398237 0.00380577 0.00393159 0.00321481 0.00413521 0.00342476 0.00382964 0.00356649 0.00365993 0.00363160 0.00400320 0.00398575 0.00400421 0.00445770 0.00361402 0.00405444 0.00386204 0.00385318 0.00404511 0.00513391 0.00393800 0.00439493 0.00390181 0.00471347 0.00416726 0.00392337 0.00386286 0.00384748 0.00392646 0.00401141 0.00363863 0.00364795 0.00377631 0.00404660 0.00386978 0.00003144 0.00382520 0.00382521 0.00386464 0.00370166 0.00403326 0.00390929 0.00395234 0.00386226 0.00383018 0.00398918 0.00383374 0.00387360 0.00530189 0.00405660 0.00351623 0.00387252 0.05922734 0.00362126 0.00369798 0.00369838 0.00438773 0.00446929 0.00383303 0.00495313 0.00388191 0.00370051 0.00388132 0.00381744 0.00395219 0.00367492 0.00381514 0 0.00379088 0.00397033 0.00393066 0.00380075 0.00390417 0.00379797 0.00392459 0.00364888 0.00373757 0.00385531 0.00410134 0.00400877 0.00387444 0.00002521 0.00379882 0.00390315 0.00398104 0.00386428 0.00379271 0.00380608 0.00370215 0.00403201 0.00384119 0.00351164 0.00399783 0.00403839 0.00432913 0.00367550 0.00399412 0.00407754 0.00347640 0.00505452 0.00386806 0.00354548 0.00399137 0.00509824 0.00372072 0.00388846 0.00339149 0.00407529 0.00395938 0.00373069 0.00424617 0.00363828 0.00376370 0.00406105 0.00386197 0.00003407 0.00404709 0.00388638 0.00363153 0.00412520 0.00373520 0.00399035 0.00380397 0.00383319 0.00392342 0.00400024
s_3262 0.00026645 0.00001987 0.00015386 0.00003995 0.00370683 0.00425128 0.00382227 0.00381106 0.00388480 0.00387310 0.00223183 0.00378530 0.00003612 0.00375282 0.00028589 0.00003157 0.00420537 0.00368526 0.00016130 0.00002174 0.00383062 0.00385016 0.00418841 0.00289832 0.00354444 0.00003425 0.00009253 0.00001960 0.00007370 0.00025113 0.00403802 0.00019786 0.00007533 0.00351353 0.00002643 0.00027701 0.00001397 0.00383486 0.00003555 0.00428648 0.00012358 0.00001801 0.00392809 0.00002204 0.00407647 0.00489425 0.00378040 0.00416304 0.00007763 0.00458818 0.00227894 0.00006721 0.00001522 0.00001946 0.00390962 0.00393170 0.00010317 0.00011652 0.00006428 0.00405770 0.00383771 0.00377339 0.00374712 0.00002393 0.00002131 0.00367716 0.00002650 0.00380552 0.00006574 0.00001722 0.00008122 0.00224905 0.00016241 0.00385108 0.00513134 0.00001897 0.00336480 0.00009889 0.00316187 0.00023058 0.00371912 0.00009595 0.00417564 0.00428850 0.00002358 0.00478373 0.00211613 0.00007200 0.00211043 0.00369810 0.00376452 0.00016302 0.00008160 0.00379088 0 0.00008856 0.00003849 0.00363067 0.00384749 0.00382179 0.00368527 0.00018811 0.00360438 0.00001685 0.00394889 0.00400819 0.00383512 0.00379186 0.00378619 0.00377276 0.00393197 0.00001502 0.00003921 0.00002642 0.00007674 0.00004816 0.00002800 0.00007431 0.00395138 0.00389511 0.00417461 0.00014784 0.00001153 0.00002142 0.00013771 0.00489359 0.00377143 0.00033463 0.00002392 0.00495129 0.00347705 0.00384225 0.00016585 0.00002112 0.00381688 0.00008630 0.00388630 0.00347531 0.00207325 0.00002928 0.00392330 0.00378642 0.00002741 0.00016831 0.00361269 0.00388043 0.00018683 0.00003950 0.00365716 0.00378785 0.00005410 0.00003031
s_3416 0.00028926 0.00009353 0.00020878 0.00010482 0.00376563 0.00441071 0.00383662 0.00403298 0.00389817 0.00393069 0.00226043 0.00385087 0.00010241 0.00377397 0.00028378 0.00009585 0.00427745 0.00382230 0.00022739 0.00009414 0.00401813 0.00393717 0.00441143 0.00298321 0.00358908 0.00009889 0.00014252 0.00008232 0.00014228 0.00028732 0.00418500 0.00014372 0.00013950 0.00365474 0.00009222 0.00022885 0.00009677 0.00390229 0.00010365 0.00436325 0.00006367 0.00009232 0.00398413 0.00008492 0.00421827 0.00506420 0.00384156 0.00439443 0.00014633 0.00461724 0.00234988 0.00013042 0.00008511 0.00008533 0.00391331 0.00412364 0.00005293 0.00006748 0.00007303 0.00413877 0.00384156 0.00393514 0.00383952 0.00009582 0.00008711 0.00366517 0.00009418 0.00389312 0.00012982 0.00008829 0.00014722 0.00231385 0.00021802 0.00385559 0.00534249 0.00008929 0.00354473 0.00015985 0.05754460 0.00022200 0.00368484 0.00004784 0.00443531 0.00439952 0.00009126 0.00494168 0.00211909 0.00002357 0.00212526 0.00369519 0.00367178 0.00016914 0.00014196 0.00397033 0.00008856 0 0.00011500 0.00366900 0.00393624 0.00378490 0.00384776 0.00025896 0.00374379 0.00008287 0.00408438 0.00410596 0.00389542 0.00379081 0.00376788 0.00383111 0.00411344 0.00008408 0.00010554 0.00009456 0.00008751 0.00011716 0.00010103 0.00013108 0.00401561 0.00395381 0.00433497 0.00021373 0.00009580 0.00009816 0.00013050 0.00505605 0.00383475 0.00045217 0.00009857 0.00506920 0.00336436 0.00390723 0.00016291 0.00009383 0.00382901 0.00004882 0.00411309 0.00362270 0.00208120 0.00009424 0.00398758 0.00395041 0.00010060 0.00022413 0.00360507 0.00410818 0.00025811 0.00010227 0.00365645 0.00382868 0.00012637 0.00010543
s_3362 0.00026388 0.00004890 0.00018077 0.00006197 0.00369356 0.00440452 0.00394513 0.00394978 0.00397764 0.00398434 0.00230974 0.00392691 0.00005395 0.00378823 0.00028889 0.00004993 0.00439578 0.00379788 0.00017393 0.00006424 0.00384376 0.00395150 0.00437297 0.00304136 0.00367231 0.00004203 0.00008747 0.00004074 0.00008455 0.00027254 0.00422259 0.00020026 0.00008057 0.00368270 0.00004639 0.00028404 0.00005020 0.00394332 0.00004896 0.00436397 0.00012414 0.00004642 0.00400963 0.00004185 0.00424756 0.00508368 0.00386417 0.00433279 0.00007392 0.00461097 0.00238704 0.00007134 0.00003928 0.00004396 0.00392579 0.00411561 0.00011866 0.00012341 0.00007947 0.00419765 0.00379923 0.00389425 0.00384381 0.00003997 0.00004388 0.00377983 0.00005033 0.00384603 0.00006289 0.00003878 0.00011085 0.00229349 0.00016887 0.00394637 0.00531781 0.00004865 0.00352916 0.00009813 0.05180203 0.00024848 0.00370901 0.00011656 0.00438871 0.00446839 0.00004022 0.00496575 0.00213076 0.00008154 0.00214213 0.00375863 0.00389432 0.00016254 0.00007882 0.00393066 0.00003849 0.00011500 0 0.00377192 0.00393040 0.00390569 0.00378895 0.00021169 0.00376607 0.00003865 0.00406501 0.00414867 0.00387860 0.00393677 0.00378615 0.00386294 0.00412618 0.00004066 0.00006027 0.00004881 0.00008792 0.00006307 0.00005294 0.00009410 0.00403679 0.00401765 0.00436427 0.00016428 0.00004878 0.00004983 0.00013456 0.00505413 0.00377889 0.00034620 0.00005061 0.00512430 0.00357303 0.00394583 0.00017931 0.00004485 0.00387807 0.00009757 0.00405178 0.00363458 0.00206447 0.00004841 0.00409492 0.00391669 0.00005528 0.00016351 0.00359103 0.00406080 0.00019645 0.00005894 0.00374151 0.00384414 0.00008597 0.00005514
s_3276 0.00346925 0.00379195 0.00366467 0.00377890 0.00125689 0.00270328 0.00369706 0.00380984 0.00008322 0.00239187 0.00381416 0.00379290 0.00370432 0.00363938 0.00355311 0.00363501 0.00263181 0.00019628 0.00363684 0.00376228 0.00126909 0.00014448 0.00272980 0.00027701 0.00014843 0.00380925 0.00369740 0.00366078 0.00369672 0.00304037 0.00346807 0.00329994 0.00367562 0.00308951 0.00372339 0.00347921 0.00379739 0.00014145 0.00377829 0.00418011 0.00348854 0.00376978 0.00338146 0.00368567 0.00343591 0.00464810 0.00013898 0.00267577 0.00370975 0.00445322 0.00387043 0.00370426 0.00370099 0.00369442 0.00374279 0.00340495 0.00356204 0.00360376 0.00368602 0.00347804 0.00129174 0.00380172 0.00365153 0.00374953 0.00368615 0.00232825 0.00375507 0.00125420 0.00374329 0.00366937 0.00363746 0.00377541 0.00358751 0.00241196 0.00486495 0.00379218 0.00122225 0.00368253 0.06056227 0.00355832 0.00343841 0.00363880 0.00269287 0.00276461 0.00368106 0.00460126 0.00365871 0.00359272 0.00367513 0.00018515 0.00011745 0.00359533 0.00367891 0.00380075 0.00363067 0.00366900 0.00377192 0 0.00127387 0.00237823 0.00030443 0.00356749 0.00229177 0.00370442 0.00247916 0.00345704 0.00129645 0.00382141 0.00364679 0.00012968 0.00338981 0.00370522 0.00361269 0.00370573 0.00371039 0.00378244 0.00372268 0.00344884 0.00245242 0.00012862 0.00278512 0.00354394 0.00378354 0.00380295 0.00339012 0.00465397 0.00130059 0.00347725 0.00378491 0.00469094 0.00026543 0.00237174 0.00332755 0.00378968 0.00011204 0.00359822 0.00369661 0.00149129 0.00365011 0.00377369 0.00333111 0.00379973 0.00378537 0.00362244 0.00132727 0.00268614 0.00353878 0.00373226 0.00023494 0.00323712 0.00371360 0.00373958
s_3332 0.00359577 0.00400375 0.00391479 0.00400915 0.00006325 0.00443102 0.00352596 0.00394127 0.00133203 0.00400750 0.00381637 0.00388953 0.00397061 0.00348947 0.00363098 0.00383278 0.00438029 0.00135836 0.00380071 0.00399584 0.00005531 0.00132902 0.00432687 0.00117832 0.00127363 0.00400616 0.00386600 0.00388218 0.00388182 0.00338543 0.00408785 0.00342754 0.00387824 0.00354067 0.00407597 0.00380021 0.00401965 0.00132015 0.00401478 0.00453623 0.00372739 0.00401560 0.00394810 0.00394416 0.00397262 0.00490048 0.00129202 0.00439158 0.00389018 0.00487904 0.00387275 0.00390960 0.00392679 0.00391710 0.00359240 0.00397655 0.00392237 0.00392211 0.00392285 0.00409951 0.00008012 0.00389166 0.00345427 0.00409441 0.00393830 0.00380322 0.00400174 0.00005206 0.00391764 0.00390122 0.00386010 0.00372582 0.00377461 0.00399862 0.00510415 0.00398773 0.00033692 0.00386774 0.06850951 0.00371058 0.00343286 0.00401609 0.00437922 0.00438031 0.00392284 0.00477666 0.00372030 0.00383025 0.00372828 0.00130867 0.00127964 0.00377042 0.00386679 0.00390417 0.00384749 0.00393624 0.00393040 0.00127387 0 0.00392862 0.00142864 0.00379120 0.00378615 0.00394471 0.00410898 0.00403778 0.00008158 0.00389901 0.00351393 0.00130756 0.00398397 0.00395613 0.00380369 0.00404836 0.00384128 0.00402619 0.00407144 0.00362779 0.00404777 0.00134602 0.00435204 0.00367083 0.00400207 0.00401093 0.00363804 0.00487467 0.00013918 0.00364538 0.00400853 0.00491890 0.00150692 0.00404714 0.00353078 0.00401467 0.00127785 0.00393758 0.00367859 0.00048892 0.00366174 0.00399172 0.00384431 0.00392166 0.00398546 0.00379014 0.00022622 0.00417719 0.00374817 0.00395790 0.00132235 0.00391245 0.00391306 0.00395077
s_3286 0.00356297 0.00392512 0.00388061 0.00393322 0.00381127 0.00019453 0.00377422 0.00381439 0.00244756 0.00014621 0.00393257 0.00376272 0.00389422 0.00378436 0.00359289 0.00378828 0.00015674 0.00239442 0.00375457 0.00391557 0.00387220 0.00240730 0.00021108 0.00199583 0.00232156 0.00394308 0.00382195 0.00382643 0.00388064 0.00309562 0.00316310 0.00341240 0.00383321 0.00299944 0.00389679 0.00361512 0.00392974 0.00241695 0.00393317 0.00405959 0.00360838 0.00392330 0.00307631 0.00391289 0.00317878 0.00440614 0.00238673 0.00019576 0.00386272 0.00435084 0.00391710 0.00386624 0.00387219 0.00386796 0.00386374 0.00306456 0.00374101 0.00371482 0.00382466 0.00319162 0.00391855 0.00378982 0.00369462 0.00391403 0.00387044 0.00015317 0.00392240 0.00388725 0.00385785 0.00389403 0.00373111 0.00383876 0.00375993 0.00012520 0.00446190 0.00391411 0.00351240 0.00384163 0.06319213 0.00367208 0.00386041 0.00381431 0.00015657 0.00015622 0.00388012 0.00436492 0.00383679 0.00379377 0.00387860 0.00232923 0.00234606 0.00368727 0.00384459 0.00379797 0.00382179 0.00378490 0.00390569 0.00237823 0.00392862 0 0.00233149 0.00372389 0.00020931 0.00390103 0.00035741 0.00317747 0.00392855 0.00382231 0.00377622 0.00239005 0.00306870 0.00389698 0.00374695 0.00390194 0.00384420 0.00393601 0.00390460 0.00362665 0.00012609 0.00239987 0.00021336 0.00362752 0.00391860 0.00393334 0.00349798 0.00437132 0.00386299 0.00350810 0.00391935 0.00442639 0.00209344 0.00012509 0.00343933 0.00394264 0.00239575 0.00379328 0.00367358 0.00359856 0.00378076 0.00391975 0.00306268 0.00380256 0.00391533 0.00376121 0.00359335 0.00034021 0.00370209 0.00387286 0.00237584 0.00279432 0.00386985 0.00387224
s_3401 0.00343637 0.00393370 0.00347963 0.00392279 0.00138857 0.00279889 0.00383347 0.00396324 0.00028179 0.00240855 0.00392602 0.00375971 0.00372596 0.00366423 0.00365284 0.00366469 0.00281683 0.00039837 0.00374318 0.00392361 0.00143722 0.00029100 0.00281099 0.00037626 0.00032274 0.00391044 0.00380952 0.00369952 0.00371220 0.00317082 0.00358557 0.00331503 0.00361745 0.00316557 0.00356962 0.00349994 0.00383248 0.00029881 0.00390600 0.00427805 0.00351632 0.00391668 0.00341769 0.00372578 0.00349507 0.00477736 0.00028248 0.00281165 0.00368177 0.00446119 0.00394416 0.00371156 0.00374599 0.00372916 0.00380532 0.00350702 0.00353361 0.00351240 0.00368950 0.00349189 0.00143401 0.00386866 0.00379247 0.00372672 0.00371834 0.00228555 0.00389249 0.00141598 0.00385771 0.00370077 0.00375321 0.00383500 0.00362984 0.00240569 0.00500769 0.00391934 0.00136790 0.00373016 0.05714391 0.00357373 0.00345272 0.00354997 0.00278199 0.00282913 0.00373088 0.00471745 0.00373907 0.00356278 0.00371503 0.00032429 0.00036475 0.00356733 0.00358417 0.00392459 0.00368527 0.00384776 0.00378895 0.00030443 0.00142864 0.00233149 0 0.00363544 0.00231915 0.00374543 0.00264392 0.00350530 0.00142511 0.00394935 0.00370883 0.00027566 0.00351628 0.00375477 0.00366579 0.00368977 0.00363333 0.00381394 0.00374765 0.00346173 0.00243865 0.00029030 0.00281794 0.00367400 0.00382892 0.00392918 0.00348380 0.00480104 0.00145628 0.00356836 0.00382587 0.00480869 0.00039588 0.00237485 0.00338048 0.00393109 0.00027570 0.00361229 0.00382120 0.00161842 0.00368427 0.00391436 0.00336750 0.00391026 0.00391931 0.00375141 0.00146040 0.00273245 0.00363874 0.00387047 0.00038767 0.00320511 0.00383698 0.00389556
s_3324 0.00039678 0.00019336 0.00031548 0.00020206 0.00365086 0.00412563 0.00372668 0.00367445 0.00366226 0.00375857 0.00225335 0.00368402 0.00020739 0.00367744 0.00042633 0.00019861 0.00408054 0.00359611 0.00031262 0.00019178 0.00372083 0.00379894 0.00408110 0.00305422 0.00352485 0.00019983 0.00025160 0.00018523 0.00023860 0.00040704 0.00392338 0.00032629 0.00023886 0.00356070 0.00021644 0.00040875 0.00019214 0.00376146 0.00020317 0.00420618 0.00027809 0.00018801 0.00388942 0.00018424 0.00384429 0.00465178 0.00376315 0.00407486 0.00024082 0.00442582 0.00226334 0.00022946 0.00018696 0.00018979 0.00375005 0.00386837 0.00027421 0.00029704 0.00023766 0.00372664 0.00379557 0.00363305 0.00366090 0.00019149 0.00018725 0.00361464 0.00019604 0.00375551 0.00023894 0.00018791 0.00023788 0.00222706 0.00031679 0.00377286 0.00485304 0.00019116 0.00339877 0.00026658 0.05105282 0.00036881 0.00359093 0.00026828 0.00407370 0.00419056 0.00018622 0.00456913 0.00214579 0.00025289 0.00215147 0.00365909 0.00361538 0.00032195 0.00024422 0.00364888 0.00018811 0.00025896 0.00021169 0.00356749 0.00379120 0.00372389 0.00363544 0 0.00361743 0.00018314 0.00388235 0.00369052 0.00365821 0.00365824 0.00364780 0.00373780 0.00390955 0.00018242 0.00019943 0.00020113 0.00023945 0.00022157 0.00020935 0.00022840 0.00381336 0.00379560 0.00409124 0.00029342 0.00019415 0.00019137 0.00027962 0.00468095 0.00374885 0.00045532 0.00019536 0.00470998 0.00343691 0.00381487 0.00031045 0.00019077 0.00379771 0.00026520 0.00377743 0.00355457 0.00210198 0.00019650 0.00388436 0.00365162 0.00019997 0.00032343 0.00356090 0.00387032 0.00034517 0.00020101 0.00367763 0.00373258 0.00021322 0.00019294
s_3278 0.00345681 0.00378730 0.00371215 0.00378431 0.00370789 0.00024127 0.00366324 0.00373915 0.00238774 0.00017412 0.00380077 0.00369289 0.00372731 0.00362754 0.00353993 0.00362111 0.00022513 0.00234981 0.00366005 0.00380402 0.00376427 0.00237124 0.00023698 0.00198772 0.00223793 0.00381928 0.00370503 0.00362404 0.00372722 0.00305947 0.00301943 0.00335028 0.00371669 0.00288992 0.00375651 0.00355717 0.00379338 0.00238367 0.00379253 0.00391464 0.00357604 0.00378393 0.00295349 0.00368911 0.00301053 0.00425651 0.00234513 0.00024761 0.00372765 0.00415068 0.00389076 0.00372672 0.00366784 0.00366551 0.00372760 0.00296388 0.00364961 0.00362035 0.00373662 0.00304389 0.00378222 0.00374307 0.00360826 0.00376229 0.00365967 0.00023808 0.00376357 0.00373991 0.00371635 0.00369168 0.00360532 0.00373761 0.00362441 0.00021370 0.00431690 0.00377711 0.00344598 0.00369354 0.06035141 0.00358533 0.00371432 0.00371568 0.00020308 0.00026225 0.00368582 0.00427444 0.00369980 0.00371387 0.00375802 0.00231153 0.00234978 0.00358807 0.00370320 0.00373757 0.00360438 0.00374379 0.00376607 0.00229177 0.00378615 0.00020931 0.00231915 0.00361743 0 0.00370903 0.00039819 0.00301766 0.00373734 0.00375842 0.00364417 0.00232683 0.00295424 0.00371963 0.00357317 0.00376007 0.00372954 0.00375224 0.00376047 0.00344677 0.00016170 0.00235892 0.00030223 0.00350833 0.00378369 0.00379123 0.00342395 0.00423088 0.00373376 0.00339589 0.00377528 0.00426908 0.00208925 0.00016114 0.00337215 0.00378470 0.00236490 0.00370446 0.00351890 0.00349891 0.00368603 0.00378804 0.00295221 0.00372661 0.00379363 0.00365998 0.00351208 0.00035418 0.00359031 0.00373352 0.00229436 0.00270431 0.00370962 0.00375171
s_3260 0.00026771 0.00001653 0.00015837 0.00003195 0.00380771 0.00433810 0.00389861 0.00388559 0.00396886 0.00395576 0.00227694 0.00386663 0.00002656 0.00383953 0.00028946 0.00002999 0.00431157 0.00374566 0.00016298 0.00001652 0.00390048 0.00392576 0.00429429 0.00294851 0.00359804 0.00002843 0.00009387 0.00001431 0.00006667 0.00026093 0.00414466 0.00019910 0.00007498 0.00357587 0.00002154 0.00027935 0.00001466 0.00390422 0.00002973 0.00435491 0.00011635 0.00001684 0.00399956 0.00001511 0.00419730 0.00497089 0.00386788 0.00428208 0.00007310 0.00466662 0.00232334 0.00006368 0.00001310 0.00001098 0.00400243 0.00405293 0.00009654 0.00011406 0.00006777 0.00419928 0.00391048 0.00385900 0.00379761 0.00001872 0.00002068 0.00373578 0.00002065 0.00388684 0.00006791 0.00001310 0.00008346 0.00230035 0.00016591 0.00393963 0.00520474 0.00001842 0.00344386 0.00010022 0.00710572 0.00023183 0.00377734 0.00010082 0.00430838 0.00439945 0.00001948 0.00484349 0.00216021 0.00007357 0.00218556 0.00374717 0.00383497 0.00016275 0.00007811 0.00385531 0.00001685 0.00008287 0.00003865 0.00370442 0.00394471 0.00390103 0.00374543 0.00018314 0.00370903 0 0.00401678 0.00410518 0.00393149 0.00387390 0.00386007 0.00386326 0.00404134 0.00001282 0.00003655 0.00002183 0.00008021 0.00004995 0.00002685 0.00007295 0.00406146 0.00399242 0.00428883 0.00014344 0.00001753 0.00001933 0.00013655 0.00497023 0.00383095 0.00033100 0.00002276 0.00503212 0.00354333 0.00395497 0.00016279 0.00002026 0.00389241 0.00008505 0.00400603 0.00353679 0.00214645 0.00002470 0.00401075 0.00384897 0.00002596 0.00016798 0.00364616 0.00401067 0.00018262 0.00003529 0.00368718 0.00385548 0.00004987 0.00002824
s_3350 0.00382414 0.00412162 0.00375001 0.00409937 0.00393821 0.00046014 0.00397864 0.00412912 0.00260362 0.00034227 0.00414398 0.00410319 0.00395193 0.00389732 0.00383469 0.00389999 0.00046822 0.00258083 0.00396830 0.00407508 0.00415006 0.00262817 0.00052719 0.00221201 0.00246073 0.00409775 0.00396538 0.00393911 0.00401082 0.00329408 0.00344486 0.00354321 0.00405946 0.00325663 0.00383865 0.00379435 0.00406418 0.00260890 0.00404315 0.00411901 0.00376221 0.00406932 0.00327091 0.00397478 0.00346431 0.00459509 0.00256924 0.00047762 0.00404052 0.00426902 0.00422031 0.00405640 0.00402233 0.00397089 0.00396902 0.00340229 0.00379611 0.00379449 0.00393533 0.00342197 0.00407809 0.00414749 0.00390455 0.00396457 0.00399180 0.00037068 0.00403553 0.00409850 0.00407110 0.00393609 0.00393729 0.00410346 0.00391657 0.00037074 0.00465646 0.00408060 0.00378152 0.00400175 0.07038872 0.00372225 0.00376998 0.00385941 0.00048711 0.00053183 0.00399062 0.00468248 0.00400510 0.00382036 0.00398072 0.00255673 0.00264806 0.00374397 0.00400121 0.00410134 0.00394889 0.00408438 0.00406501 0.00247916 0.00410898 0.00035741 0.00264392 0.00388235 0.00039819 0.00401678 0 0.00332870 0.00406284 0.00415085 0.00388631 0.00255317 0.00339909 0.00394011 0.00386482 0.00397487 0.00388290 0.00407444 0.00398723 0.00369148 0.00035536 0.00260903 0.00053899 0.00391403 0.00410066 0.00409198 0.00371539 0.00456947 0.00407235 0.00373482 0.00408986 0.00460020 0.00238736 0.00035582 0.00360760 0.00410399 0.00257406 0.00391880 0.00396854 0.00388256 0.00391743 0.00407347 0.00335092 0.00409984 0.00410719 0.00394464 0.00385770 0.00058594 0.00385389 0.00402752 0.00257910 0.00301281 0.00404034 0.00406211
