s_3203	s_3356	s_3347	s_3226	s_3193	s_3277	s_3249	s_3328	s_3287	s_3254	s_3200	s_3185	s_3250	s_3224	s_3326	s_3268	s_3218	s_3227	s_3274	s_3358	s_3165	s_3181	s_3188	s_3297	s_3196	s_3164	s_3283	s_3304	s_3357	s_3174	s_3264	s_3237	s_3322	s_3342	s_3353	s_3325	s_3292	s_3190	s_3257	s_3266	s_3213	s_3191	s_3306	s_3189	s_3209	s_3355	s_3334	s_3242	s_3265	s_3253	s_3217	s_3288	s_3205	s_3345	s_3341	s_3319	s_3282	s_3337	s_3259	s_3223	s_3235	s_3284	s_3330	s_3244	s_3163	s_3220	s_3261	s_3271	s_3228	s_3167	s_3169	s_3215	s_3285	s_3251	s_3202	s_3225	s_3343	s_3258	s_3312	s_3210	s_3294	s_3238	s_3263	s_3233	s_3305	s_3313	s_3310	s_3187	s_3204	s_3275	s_3317	s_3262	s_3186	s_3171	s_3162	s_3241	s_3276	s_3332	s_3173	s_3230	s_3286	s_3240	s_3324	s_3350	s_3260	s_3278	s_3302	s_3195	s_3168	s_3321	s_3194	s_3206	s_3293	s_3247	s_3307	s_3243	s_3178	s_3255	s_3269	s_3340	s_3212	s_3245	s_3252	s_3207	s_3344	s_3183	s_3201	s_3175	s_3208	s_3267	s_3161	s_3216	s_3234	s_3354	s_3291	s_3170	s_3346	s_3308	s_3229	s_3318	s_3295	s_3166	s_3239	s_3197	s_3333	s_3222	s_3311	s_3314	s_3248	s_3214	s_3289
s_3310 0.01085617 0.01082619 0.00267959 0.01078237 0.00927076 0.01088059 0.01055366 0.01086027 0.01046673 0.01036726 0.00840881 0.00355799 0.01039904 0.01105744 0.01081119 0.01011856 0.01063894 0.00772002 0.01380267 0.01096156 0.01060325 0.01036835 0.00841253 0.01052052 0.01082321 0.01066421 0.01132949 0.00966439 0.01393681 0.01059568 0.01030587 0.01074246 0.01056082 0.01087486 0.01087677 0.01069602 0.00947406 0.01049994 0.01293121 0.01014199 0.01122273 0.01043792 0.01097691 0.00861181 0.01112454 0.01098026 0.01047722 0.00708886 0.01107111 0.00329508 0.00351903 0.01080014 0.01064069 0.01090066 0.01086958 0.01271215 0.01261286 0.00954181 0.01029215 0.00389587 0.00364149 0.01043169 0.01080032 0.01522889 0.01066756 0.00779253 0.01056473 0.01042020 0.00615121 0.01067041 0.01058528 0.00360461 0.01081617 0.01098480 0.01079823 0.01036685 0.01176471 0.01010359 0.01044448 0.00269078 0.01108460 0.00737067 0.01064120 0.01110363 0.00991398 0.01114328 0 0.00924345 0.01079150 0.01332940 0.01084928 0.01055663 0.00328266 0.01060946 0.01065804 0.00618428 0.01372072 0.01082208 0.01031230 0.00614373 0.01088289 0.00616292 0.00613920 0.01085957 0.01083324 0.05714391 0.00362927 0.00883580 0.01067864 0.01075505 0.00889164 0.01204678 0.01079249 0.01021209 0.01053000 0.01390529 0.01083292 0.01055709 0.01056929 0.01084911 0.01077424 0.01069808 0.01029051 0.01102980 0.01076444 0.00365002 0.01047701 0.01031004 0.01073692 0.01037757 0.01087607 0.00354830 0.00364610 0.01086627 0.00990555 0.01051739 0.01142791 0.01098489 0.00637790 0.00977001 0.01136382 0.01064211 0.00618931 0.01085043 0.01089037 0.00361713 0.01107283 0.00941713 0.01065670 0.01028551 0.01065864
s_3187 0.00921006 0.00920136 0.00879419 0.00942367 0.00149977 0.00929574 0.00921661 0.00922591 0.00920091 0.00921740 0.00095919 0.00650539 0.00926938 0.00970312 0.00924941 0.00906947 0.00874236 0.01072977 0.01039905 0.00935864 0.00897368 0.00798893 0.00090083 0.00909896 0.00915187 0.00905372 0.00986757 0.00133998 0.01039154 0.00894384 0.00908183 0.00923736 0.00789319 0.00923749 0.00928474 0.00915851 0.00109795 0.00773361 0.01090429 0.00905749 0.00991236 0.00773674 0.00926924 0.00096985 0.00970029 0.00934163 0.00774015 0.01018851 0.00998781 0.00613028 0.00622642 0.00929448 0.00919422 0.00915255 0.00924130 0.01111671 0.01089485 0.00113374 0.00233627 0.00682007 0.00627272 0.00917772 0.00916482 0.01156324 0.00911739 0.00864435 0.00923291 0.00907186 0.00938202 0.00903146 0.00899876 0.00625928 0.00923406 0.00970338 0.00910577 0.00919269 0.01012272 0.00937067 0.00774931 0.00885597 0.00949618 0.01071547 0.00921040 0.00972545 0.00151681 0.00906451 0.00924345 0 0.00928807 0.01023243 0.00925323 0.00923416 0.00619620 0.00890644 0.00902337 0.00939375 0.01033524 0.00918436 0.00831054 0.00930694 0.00927173 0.00943447 0.00941484 0.00922071 0.00928358 0.06035141 0.00657330 0.00121734 0.00900849 0.00918416 0.00124013 0.01018693 0.00942335 0.00926082 0.00218614 0.01043128 0.00915924 0.00923055 0.00922287 0.00922377 0.00943111 0.00925109 0.00918659 0.00953192 0.00921049 0.00659790 0.00780721 0.00780487 0.00931466 0.00911874 0.00939804 0.00615422 0.00630163 0.00921681 0.00134457 0.00902891 0.00992160 0.00966782 0.00961030 0.00130921 0.00973011 0.00909230 0.00937970 0.00908638 0.00926997 0.00653152 0.00960932 0.00121900 0.00926268 0.00915947 0.00926491
s_3204 0.00025390 0.00436194 0.01060496 0.00471814 0.00928936 0.00441818 0.00436546 0.00430635 0.00770203 0.00466816 0.00835939 0.00799024 0.00467698 0.00495873 0.00436736 0.00441422 0.00723690 0.00841321 0.01083751 0.00451063 0.00439996 0.00797985 0.00832117 0.00443208 0.00739590 0.00445453 0.00508707 0.00973365 0.01107705 0.00439126 0.00439044 0.00443790 0.00797458 0.00433996 0.00440544 0.00459461 0.00945850 0.00775661 0.00995874 0.00438178 0.00522209 0.00775120 0.00754164 0.00855085 0.00480866 0.00458225 0.00778320 0.00794015 0.00513484 0.00762659 0.00765998 0.00761547 0.00020705 0.00745078 0.00438655 0.00555504 0.00600781 0.00933375 0.01039466 0.00814726 0.00772547 0.00443253 0.00448766 0.01234928 0.00448743 0.00889905 0.00438066 0.00435143 0.00717221 0.00447900 0.00444674 0.00766406 0.00760265 0.00512688 0.00735468 0.00440493 0.00531445 0.00453269 0.00777696 0.01003859 0.00469492 0.00845148 0.00436969 0.00491350 0.01000741 0.00765583 0.01079150 0.00928807 0 0.01047905 0.00440199 0.00436621 0.00773952 0.00442298 0.00444838 0.00716966 0.01087119 0.00445978 0.00808400 0.00722870 0.00767740 0.00723936 0.00723099 0.00437664 0.00439465 0.09549643 0.00803417 0.00889315 0.00440291 0.00437337 0.00889328 0.00568575 0.00473806 0.00443155 0.01056100 0.01103498 0.00453330 0.00462228 0.00447328 0.00440992 0.00473001 0.00444303 0.00455853 0.00462239 0.00436968 0.00807334 0.00778805 0.00785938 0.00441279 0.00441782 0.00471228 0.00755658 0.00774660 0.00438459 0.01000718 0.00444884 0.00067013 0.00028982 0.00730714 0.00971162 0.00475172 0.00441619 0.00720172 0.00739801 0.00758299 0.00794916 0.00033529 0.00947721 0.00441252 0.00447446 0.00751621
s_3275 0.01058652 0.01053957 0.01324274 0.01084003 0.01017745 0.01056451 0.01041488 0.01055067 0.01059237 0.01060729 0.00943954 0.01056639 0.01051795 0.01109689 0.01055078 0.01045821 0.00936122 0.01145332 0.00078410 0.01071383 0.01055753 0.01059920 0.00945611 0.01054486 0.01035369 0.01056088 0.01110393 0.01024063 0.00072623 0.01056987 0.01055776 0.01060065 0.01063226 0.01053344 0.01058368 0.01059896 0.00990483 0.01046215 0.00453257 0.01046493 0.01109562 0.01039557 0.01044547 0.00951041 0.01063028 0.01068426 0.01046941 0.01106547 0.01133863 0.01019337 0.01013881 0.01058969 0.01038296 0.01036220 0.01056560 0.01168937 0.01219583 0.00984211 0.01133443 0.01089426 0.01037391 0.01058404 0.01065799 0.00246779 0.01065063 0.01225643 0.01052668 0.01047975 0.01009072 0.01058629 0.01057782 0.01023182 0.01057810 0.01114303 0.01031324 0.01056397 0.01087440 0.00983525 0.01049419 0.01269638 0.01086236 0.01168685 0.01049649 0.01103988 0.01050116 0.01035903 0.01332940 0.01023243 0.01047905 0 0.01055378 0.01047807 0.01034376 0.01061630 0.01060753 0.01030225 0.00070363 0.01060020 0.01061457 0.01007139 0.01058942 0.01021658 0.01027125 0.01055168 0.01059825 0.09618586 0.01063450 0.00979594 0.01059218 0.01054275 0.00980227 0.01114985 0.01078453 0.01029825 0.01124531 0.00112210 0.01063154 0.01063635 0.01066820 0.01056859 0.01072385 0.01062673 0.01061761 0.01079539 0.01049703 0.01063095 0.01042035 0.01048610 0.01052194 0.01058770 0.01084156 0.01016999 0.01037410 0.01056773 0.01026555 0.01051403 0.01129614 0.01102684 0.01047406 0.01010698 0.01094142 0.01068774 0.01026990 0.01039179 0.01056179 0.01051510 0.01096464 0.01000009 0.01048029 0.01042758 0.01048383
s_3317 0.00445734 0.00011135 0.01039681 0.00058219 0.00940802 0.00013059 0.00014805 0.00010693 0.00788893 0.00047890 0.00837562 0.00798058 0.00049593 0.00088388 0.00012806 0.00025566 0.00774843 0.00916325 0.01096373 0.00027545 0.00015698 0.00898543 0.00831940 0.00019764 0.00793832 0.00012028 0.00074034 0.00972932 0.01112618 0.00013025 0.00024287 0.00016496 0.00855308 0.00012971 0.00015929 0.00042644 0.00949826 0.00842776 0.01004020 0.00025278 0.00098429 0.00842032 0.00811374 0.00853471 0.00098461 0.00036063 0.00818229 0.00874301 0.00111632 0.00791111 0.00778475 0.00805454 0.00435204 0.00799882 0.00011672 0.00143520 0.00162933 0.00944651 0.01038468 0.00844397 0.00795716 0.00023359 0.00036601 0.01228212 0.00021076 0.00904241 0.00011979 0.00015508 0.00785390 0.00014162 0.00012713 0.00779623 0.00810750 0.00097006 0.00787412 0.00030083 0.00068719 0.00048053 0.00836372 0.01006260 0.00061707 0.00936866 0.00012216 0.00061883 0.01029560 0.00852999 0.01084928 0.00925323 0.00440199 0.01055378 0 0.00011100 0.00781058 0.00014091 0.00014394 0.00799831 0.01079877 0.00027649 0.00873317 0.00794685 0.00815729 0.00786666 0.00794306 0.00010725 0.00012481 0.05568966 0.00818065 0.00910357 0.00014089 0.00012906 0.00907331 0.00159148 0.00062826 0.00014166 0.01053613 0.01090293 0.00021389 0.00044083 0.00031772 0.00016096 0.00056666 0.00017107 0.00044108 0.00080466 0.00011555 0.00809858 0.00844615 0.00897340 0.00032020 0.00024798 0.00057082 0.00771941 0.00789352 0.00011309 0.01012774 0.00011856 0.00525149 0.00486254 0.00816974 0.00954758 0.00055870 0.00016922 0.00799879 0.00796487 0.00804944 0.00810076 0.00480152 0.00966871 0.00013819 0.00039187 0.00800551
s_3262 0.00443722 0.00005537 0.01029193 0.00050477 0.00939239 0.00008407 0.00008396 0.00005786 0.00797403 0.00041664 0.00841489 0.00799117 0.00043359 0.00082301 0.00006439 0.00021288 0.00772738 0.00910528 0.01087448 0.00020771 0.00009037 0.00894168 0.00830770 0.00014426 0.00779874 0.00005687 0.00069114 0.00956887 0.01101407 0.00006106 0.00020886 0.00009433 0.00845768 0.00006863 0.00011554 0.00034890 0.00929032 0.00844670 0.01002225 0.00019575 0.00091508 0.00840755 0.00790994 0.00852169 0.00093616 0.00030963 0.00806830 0.00876497 0.00106472 0.00786019 0.00771592 0.00795636 0.00434149 0.00784266 0.00006066 0.00136682 0.00153644 0.00937762 0.01019390 0.00840313 0.00791441 0.00017567 0.00030918 0.01224326 0.00014232 0.00901110 0.00005180 0.00011219 0.00785341 0.00008661 0.00005701 0.00775663 0.00796420 0.00091022 0.00777215 0.00023757 0.00062346 0.00041083 0.00829585 0.01000554 0.00058839 0.00936018 0.00006659 0.00057735 0.01012980 0.00843300 0.01055663 0.00923416 0.00436621 0.01047807 0.00011100 0 0.00781313 0.00006887 0.00007585 0.00796856 0.01076742 0.00021880 0.00871773 0.00796266 0.00795661 0.00787641 0.00782190 0.00005133 0.00007611 0.04859055 0.00801988 0.00908064 0.00007103 0.00007486 0.00902598 0.00160651 0.00058044 0.00007605 0.01030841 0.01081446 0.00015218 0.00039405 0.00027401 0.00010553 0.00051485 0.00010583 0.00035982 0.00076341 0.00006587 0.00807017 0.00844426 0.00895783 0.00026352 0.00019002 0.00050377 0.00771185 0.00789468 0.00005452 0.01002351 0.00006408 0.00518370 0.00484814 0.00809014 0.00961753 0.00051497 0.00009864 0.00797182 0.00783699 0.00794772 0.00806070 0.00480489 0.00957924 0.00007421 0.00033395 0.00789880
s_3186 0.00773068 0.00776204 0.00315583 0.00788441 0.00645729 0.00781270 0.00775398 0.00779328 0.00786546 0.00763495 0.00540384 0.00035653 0.00768073 0.00814108 0.00780829 0.00769178 0.00741148 0.00440817 0.01069814 0.00787764 0.00764801 0.00729063 0.00543077 0.00792522 0.00770167 0.00769445 0.00828836 0.00676686 0.01088180 0.00760051 0.00768506 0.00776134 0.00733113 0.00781014 0.00782884 0.00762532 0.00648991 0.00717828 0.00978749 0.00763078 0.00818314 0.00716176 0.00788383 0.00563764 0.00801043 0.00790810 0.00720566 0.00383948 0.00846282 0.00020651 0.00047702 0.00788831 0.00759809 0.00782088 0.00782258 0.00968160 0.00992621 0.00628625 0.00715671 0.00076396 0.00050796 0.00778628 0.00766615 0.01214246 0.00770747 0.00807099 0.00774535 0.00762530 0.00299973 0.00766808 0.00760364 0.00050051 0.00783337 0.00800180 0.00767269 0.00770321 0.00876503 0.00815882 0.00720385 0.00268790 0.00802762 0.00405845 0.00777475 0.00801183 0.00728728 0.00815241 0.00328266 0.00619620 0.00773952 0.01034376 0.00781058 0.00781313 0 0.00761106 0.00768653 0.00295354 0.01062654 0.00796632 0.00731392 0.00296514 0.00788716 0.00302313 0.00300110 0.00780458 0.00780839 0.06459151 0.00050376 0.00610558 0.00767444 0.00776763 0.00612049 0.00865097 0.00803777 0.00773310 0.00765910 0.01085916 0.00783701 0.00762957 0.00780656 0.00780890 0.00781129 0.00772656 0.00764092 0.00800104 0.00777798 0.00045185 0.00720648 0.00721226 0.00780253 0.00771527 0.00787960 0.00046288 0.00052305 0.00777770 0.00692308 0.00761328 0.00848299 0.00824547 0.00316184 0.00662342 0.00830569 0.00769174 0.00295749 0.00777864 0.00785591 0.00049904 0.00816759 0.00670526 0.00777839 0.00754503 0.00780414
s_3171 0.00445219 0.00008250 0.01023077 0.00055286 0.00920981 0.00010906 0.00012067 0.00007258 0.00792667 0.00045700 0.00810624 0.00776564 0.00048262 0.00084994 0.00007909 0.00023040 0.00774680 0.00868433 0.01099686 0.00023831 0.00012078 0.00866944 0.00810444 0.00016438 0.00779862 0.00008436 0.00071080 0.00949219 0.01115407 0.00008996 0.00023440 0.00015284 0.00837004 0.00009643 0.00014295 0.00035928 0.00916601 0.00821198 0.01002368 0.00022278 0.00096448 0.00820044 0.00796249 0.00831558 0.00095179 0.00033461 0.00799513 0.00868611 0.00109088 0.00768506 0.00758573 0.00790739 0.00434979 0.00788349 0.00006824 0.00139548 0.00159271 0.00934681 0.01017894 0.00823554 0.00768891 0.00020171 0.00033571 0.01214178 0.00017913 0.00894050 0.00005170 0.00011655 0.00774437 0.00012269 0.00010031 0.00758825 0.00792184 0.00094224 0.00778031 0.00025189 0.00066255 0.00045101 0.00816811 0.00950986 0.00061729 0.00893284 0.00008532 0.00060422 0.00999621 0.00836802 0.01060946 0.00890644 0.00442298 0.01061630 0.00014091 0.00006887 0.00761106 0 0.00010436 0.00776293 0.01090530 0.00021629 0.00842700 0.00777890 0.00791554 0.00772528 0.00780702 0.00007072 0.00010454 0.03949081 0.00795265 0.00888605 0.00010200 0.00009673 0.00884042 0.00153414 0.00061244 0.00010865 0.01017511 0.01094296 0.00018402 0.00040241 0.00029768 0.00014186 0.00054711 0.00013999 0.00040330 0.00080851 0.00009403 0.00785397 0.00819585 0.00859459 0.00029434 0.00020593 0.00055928 0.00750174 0.00765301 0.00008729 0.01003003 0.00008970 0.00526747 0.00490714 0.00793380 0.00946085 0.00054440 0.00014102 0.00776788 0.00779174 0.00789045 0.00790613 0.00482504 0.00949539 0.00010796 0.00035353 0.00784734
s_3162 0.00442510 0.00007866 0.01037544 0.00058322 0.00929709 0.00010493 0.00010030 0.00006863 0.00797343 0.00045257 0.00823497 0.00786652 0.00047687 0.00085486 0.00007710 0.00022419 0.00774529 0.00888460 0.01096679 0.00022937 0.00011548 0.00879266 0.00823334 0.00016357 0.00781203 0.00008744 0.00073259 0.00961980 0.01114456 0.00007617 0.00022135 0.00013058 0.00851717 0.00008141 0.00013749 0.00036311 0.00930939 0.00828492 0.01005660 0.00020589 0.00093638 0.00827747 0.00798536 0.00841938 0.00097060 0.00033752 0.00814104 0.00870961 0.00109519 0.00779539 0.00761214 0.00794877 0.00433133 0.00790740 0.00008086 0.00141208 0.00163401 0.00950049 0.01035267 0.00827313 0.00776999 0.00019810 0.00033734 0.01224020 0.00016667 0.00881602 0.00007301 0.00012188 0.00784403 0.00011598 0.00005642 0.00766005 0.00800038 0.00093753 0.00774596 0.00027630 0.00066933 0.00046068 0.00830798 0.00976668 0.00061883 0.00911177 0.00008841 0.00061402 0.01018871 0.00844442 0.01065804 0.00902337 0.00444838 0.01060753 0.00014394 0.00007585 0.00768653 0.00010436 0 0.00780597 0.01090472 0.00023654 0.00856476 0.00780739 0.00796544 0.00778001 0.00786962 0.00006989 0.00009395 0.04957500 0.00798147 0.00900832 0.00009026 0.00008454 0.00890437 0.00157185 0.00058473 0.00010414 0.01039193 0.01094376 0.00017493 0.00040510 0.00028498 0.00012546 0.00054588 0.00013079 0.00040440 0.00079827 0.00008587 0.00792196 0.00832575 0.00871094 0.00027713 0.00021357 0.00054829 0.00758412 0.00772403 0.00008129 0.01006537 0.00009467 0.00526271 0.00490079 0.00805172 0.00969785 0.00054636 0.00011258 0.00787282 0.00783252 0.00799088 0.00797621 0.00485143 0.00962514 0.00009780 0.00035185 0.00793528
s_3241 0.00720369 0.00796348 0.00639936 0.00795853 0.00953317 0.00804001 0.00788935 0.00797365 0.00762012 0.00784110 0.00848516 0.00319696 0.00796855 0.00817514 0.00798043 0.00790411 0.00683856 0.00167543 0.01068517 0.00807118 0.00775488 0.00807114 0.00842760 0.00802054 0.00692557 0.00779600 0.00854959 0.00987088 0.01083065 0.00773597 0.00786192 0.00783361 0.00812112 0.00793932 0.00800283 0.00779417 0.00960086 0.00797477 0.00977646 0.00775564 0.00810088 0.00793318 0.00703972 0.00872493 0.00824327 0.00818203 0.00801342 0.00094614 0.00843695 0.00293504 0.00284185 0.00762448 0.00700856 0.00694811 0.00798706 0.00896527 0.00964873 0.00971435 0.01072644 0.00344071 0.00291703 0.00783584 0.00796496 0.01243931 0.00782918 0.00883112 0.00793433 0.00784673 0.00019661 0.00781345 0.00772622 0.00290028 0.00758226 0.00830076 0.00685253 0.00743959 0.00857197 0.00829007 0.00807776 0.00552425 0.00816383 0.00156052 0.00798899 0.00832209 0.01036970 0.00729233 0.00618428 0.00939375 0.00716966 0.01030225 0.00799831 0.00796856 0.00295354 0.00776293 0.00780597 0 0.01061572 0.00796605 0.00791962 0.00017382 0.00764744 0.00022305 0.00017210 0.00796851 0.00803553 0.06850951 0.00337138 0.00914040 0.00782746 0.00793789 0.00917304 0.00935022 0.00814476 0.00794768 0.01082154 0.01119382 0.00794983 0.00774285 0.00790335 0.00801272 0.00781336 0.00792365 0.00784678 0.00815954 0.00793972 0.00332793 0.00793317 0.00796753 0.00778111 0.00777580 0.00806126 0.00289057 0.00290248 0.00796868 0.01035175 0.00774690 0.00793068 0.00770156 0.00035254 0.01004376 0.00818240 0.00775506 0.00016622 0.00689113 0.00755775 0.00318708 0.00762463 0.00975806 0.00794226 0.00739536 0.00755913
s_3276 0.01085958 0.01076388 0.01348511 0.01110871 0.01019253 0.01080024 0.01070654 0.01079696 0.01080030 0.01088027 0.00955510 0.01084558 0.01085508 0.01139130 0.01078831 0.01074937 0.00949261 0.01180061 0.00081010 0.01097243 0.01085089 0.01087025 0.00962645 0.01079006 0.01055696 0.01084256 0.01131841 0.01029327 0.00066778 0.01086434 0.01084058 0.01091547 0.01080363 0.01075435 0.01082472 0.01085292 0.01000520 0.01067873 0.00469192 0.01074382 0.01138714 0.01061960 0.01056461 0.00963684 0.01092092 0.01091877 0.01064792 0.01126355 0.01163552 0.01049435 0.01046770 0.01077736 0.01066082 0.01047341 0.01080446 0.01196506 0.01239080 0.00986123 0.01136223 0.01120299 0.01069737 0.01083019 0.01088571 0.00236429 0.01093592 0.01233191 0.01081324 0.01076687 0.01039908 0.01088771 0.01087200 0.01051892 0.01075670 0.01142603 0.01050866 0.01085396 0.01117851 0.01014703 0.01067123 0.01289801 0.01111189 0.01192359 0.01078156 0.01134652 0.01039021 0.01057813 0.01372072 0.01033524 0.01087119 0.00070363 0.01079877 0.01076742 0.01062654 0.01090530 0.01090472 0.01061572 0 0.01085193 0.01091885 0.01036408 0.01077225 0.01052442 0.01053552 0.01079254 0.01087622 0.09289253 0.01089717 0.00983991 0.01088639 0.01075440 0.00981827 0.01138415 0.01101402 0.01057473 0.01103365 0.00110537 0.01091873 0.01092660 0.01095946 0.01081048 0.01103288 0.01092097 0.01090418 0.01108601 0.01074440 0.01093901 0.01071088 0.01071634 0.01080520 0.01087006 0.01114435 0.01047711 0.01065498 0.01079586 0.01025346 0.01079517 0.01154175 0.01124173 0.01078636 0.01012209 0.01118475 0.01090691 0.01058780 0.01057893 0.01073398 0.01073852 0.01116417 0.00999434 0.01077852 0.01072007 0.01067240
s_3332 0.00449550 0.00020569 0.01018327 0.00057290 0.00965657 0.00017620 0.00024118 0.00021475 0.00794095 0.00056030 0.00828485 0.00816981 0.00054396 0.00082622 0.00018858 0.00023318 0.00778708 0.00899364 0.01098347 0.00035817 0.00024496 0.00893593 0.00829340 0.00013602 0.00776356 0.00021569 0.00079081 0.00968168 0.01112673 0.00022193 0.00021941 0.00027368 0.00863555 0.00022287 0.00026885 0.00046423 0.00941920 0.00853799 0.01005430 0.00022222 0.00104082 0.00848589 0.00795517 0.00850723 0.00105215 0.00046196 0.00818155 0.00870348 0.00105143 0.00777957 0.00767968 0.00811563 0.00440506 0.00782563 0.00021756 0.00147710 0.00158592 0.00953407 0.01055462 0.00845164 0.00790985 0.00021732 0.00028644 0.01227626 0.00029749 0.00912369 0.00021757 0.00014516 0.00783353 0.00023366 0.00021629 0.00773449 0.00806036 0.00105936 0.00764064 0.00030454 0.00073769 0.00040936 0.00842765 0.01006893 0.00051214 0.00942579 0.00021856 0.00074183 0.01051427 0.00856498 0.01082208 0.00918436 0.00445978 0.01060020 0.00027649 0.00021880 0.00796632 0.00021629 0.00023654 0.00796605 0.01085193 0 0.00880462 0.00795284 0.00819933 0.00783226 0.00810537 0.00021163 0.00016764 0.05541459 0.00828506 0.00933082 0.00022984 0.00021542 0.00932793 0.00173925 0.00046288 0.00024129 0.01041933 0.01096454 0.00030467 0.00053004 0.00030320 0.00025801 0.00064019 0.00026638 0.00049898 0.00096715 0.00021739 0.00828985 0.00848184 0.00885930 0.00039532 0.00022621 0.00064199 0.00768363 0.00789184 0.00021474 0.01002525 0.00021702 0.00526197 0.00485629 0.00813174 0.00982605 0.00051872 0.00025981 0.00795854 0.00778092 0.00794473 0.00804141 0.00486433 0.00996916 0.00023780 0.00047896 0.00795242
s_3173 0.00809524 0.00883455 0.01007167 0.00905641 0.00834779 0.00891259 0.00885730 0.00867530 0.00821293 0.00885523 0.00748029 0.00755346 0.00890012 0.00937275 0.00882671 0.00855883 0.00796703 0.00923521 0.01094082 0.00884213 0.00846246 0.00084834 0.00752451 0.00883594 0.00731102 0.00854245 0.00952781 0.00876602 0.01115224 0.00878086 0.00853026 0.00887460 0.00104629 0.00879482 0.00886581 0.00869233 0.00852639 0.00085210 0.00973876 0.00858926 0.00939978 0.00083275 0.00737898 0.00778136 0.00884109 0.00899660 0.00084124 0.00872962 0.00946497 0.00717510 0.00718252 0.00820268 0.00795484 0.00727906 0.00882366 0.01078443 0.01047155 0.00855879 0.00958955 0.00784151 0.00722005 0.00877654 0.00863773 0.01262470 0.00862318 0.00659548 0.00884211 0.00868693 0.00798321 0.00859139 0.00841765 0.00717855 0.00817756 0.00939373 0.00720190 0.00885926 0.00941921 0.00901611 0.00091342 0.00976894 0.00884528 0.00915005 0.00871210 0.00924086 0.00913758 0.00854841 0.01031230 0.00831054 0.00808400 0.01061457 0.00873317 0.00871773 0.00731392 0.00842700 0.00856476 0.00791962 0.01091885 0.00880462 0 0.00790147 0.00819611 0.00799045 0.00803648 0.00882437 0.00891597 0.05416920 0.00766291 0.00808058 0.00852324 0.00881490 0.00803946 0.00952922 0.00879707 0.00886951 0.00962882 0.01128344 0.00887839 0.00880834 0.00892008 0.00872694 0.00902724 0.00887959 0.00886154 0.00892743 0.00874661 0.00764167 0.00091029 0.00073358 0.00859032 0.00848078 0.00900685 0.00718923 0.00723579 0.00883199 0.00915314 0.00851150 0.00886091 0.00846009 0.00809909 0.00888814 0.00928956 0.00860453 0.00803687 0.00714263 0.00817670 0.00744778 0.00836854 0.00866841 0.00884008 0.00873910 0.00818821
s_3230 0.00724783 0.00791255 0.00638733 0.00798879 0.00954567 0.00799990 0.00789532 0.00795167 0.00760577 0.00785825 0.00850654 0.00321464 0.00798779 0.00820478 0.00794367 0.00789412 0.00686458 0.00169606 0.01044475 0.00803538 0.00780647 0.00814446 0.00845059 0.00801826 0.00695126 0.00785905 0.00852561 0.00983342 0.01060277 0.00781320 0.00786368 0.00798853 0.00809049 0.00791787 0.00797381 0.00778474 0.00956273 0.00799089 0.00956033 0.00771480 0.00817032 0.00795044 0.00700356 0.00875076 0.00826242 0.00817247 0.00797596 0.00097101 0.00842595 0.00296346 0.00280728 0.00759797 0.00706254 0.00692810 0.00797794 0.00897207 0.00957767 0.00965617 0.01059764 0.00347962 0.00294661 0.00780655 0.00792790 0.01236520 0.00786984 0.00873168 0.00791723 0.00778355 0.00021074 0.00785099 0.00778069 0.00293958 0.00756289 0.00825932 0.00691735 0.00748756 0.00854012 0.00827881 0.00803523 0.00557540 0.00812405 0.00158377 0.00796867 0.00812334 0.01033407 0.00728855 0.00614373 0.00930694 0.00722870 0.01007139 0.00794685 0.00796266 0.00296514 0.00777890 0.00780739 0.00017382 0.01036408 0.00795284 0.00790147 0 0.00760229 0.00024579 0.00021782 0.00793676 0.00800557 0.06732489 0.00334724 0.00916585 0.00784387 0.00791596 0.00920226 0.00939942 0.00809458 0.00795843 0.01077692 0.01097869 0.00801186 0.00775211 0.00785743 0.00798016 0.00789603 0.00792710 0.00786135 0.00814222 0.00791684 0.00333005 0.00788582 0.00792054 0.00777581 0.00776842 0.00806645 0.00293168 0.00295089 0.00794429 0.01028195 0.00778627 0.00790552 0.00768150 0.00035993 0.00995561 0.00815625 0.00783199 0.00019144 0.00692800 0.00755777 0.00323983 0.00761522 0.00973460 0.00794364 0.00748410 0.00753187
