s_1645	s_1669	F_28	s_1661	s_1633	F_47	F_17	F_12	F_53	F_35	F_51	s_1688	s_1655	s_1617	s_1630	F_58	F_13	s_1626	F_37	s_1622	s_1691	s_1658	s_1666	F_39	F_44	F_64	F_31	s_1649	F_61	G_2	F_26	s_1613	F_19	F_21	s_1653	s_1667	s_1674	G_5	s_1684	F_32	s_1641	s_1686	s_1643	F_56	s_1689	s_1672	F_59	s_1632	F_41	F_27	F_54	F_15	s_1627	F_45	s_1664	s_1624	s_1615	s_1639	F_24	s_1679	s_1612	G_9	s_1677	s_1647	G_4	s_1692	F_52	F_34	F_25	s_1650	s_1620	F_11	F_18	F_62	F_43	s_1614	s_1648	F_29	s_1657	s_1671	s_1625	s_1646	s_1656	F_42	s_1660	F_40	s_1636	s_1690	s_1687	F_14	F_60	F_48	s_1682	F_20	F_23	F_57	s_1659	s_1676	s_1680	s_1638	s_1631	s_1662	F_36	F_66	F_38	G_7	s_1644	F_55	s_1637	F_67	F_46	F_65	G_8	s_1673	F_63	F_16	G_1	s_1654	s_1681	s_1683	s_1665	F_22	s_1621	G_6	F_30	s_1628	s_1685	s_1651	s_1642	G_3	F_33	F_50	s_1675	s_1668	s_1670	s_1678	F_49	s_1640	s_1623
s_1687 0.00536954 0.00536155 0.00529660 0.00538525 0.00560834 0.00531541 0.00530965 0.00477815 0.00477678 0.00502896 0.00502186 0.00530462 0.07922318 0.00548580 0.00556972 0.00503313 0.00497348 0.00530242 0.00502466 0.00001046 0.00558960 0.00531272 0.00536784 0.00530247 0.07622450 0.15212156 0.00570829 0.00496733 0.00530072 0.00495454 0.00509734 0.00529194 0.00530403 0.00531166 0.00000858 0.00540402 0.00000572 0.00501836 0.00000586 0.00476251 0.00555946 0.00000587 0.00537651 0.00447456 0.00530208 0.00000553 0.00530173 0.00561076 0.00533272 0.00531082 0.00575420 0.00532667 0.00523385 0.00577360 0.00539086 0.00000763 0.00005836 0.00561341 0.00534232 0.00000929 0.08292682 0.00501266 0.00000906 0.00529312 0.00530558 0.00532205 0.00570082 0.00492429 0.00531555 0.00559517 0.00000740 0.00533909 0.00529913 1.00000000 0.00502541 0.00529058 0.00537595 0.00568785 0.07750522 0.00000670 0.00531002 0.00536004 0.00000563 0.00478605 0.00538930 0.00489381 0.00537108 0.00000500 0 0.00530882 0.07623233 0.00580438 0.00001191 0.00533629 0.00531490 0.00003195 0.00538665 0.00000430 0.00000905 0.00559226 0.00560399 0.00531420 0.00532084 0.00530912 0.00498413 0.00500344 0.00537592 0.00501842 0.00537092 0.00501459 0.00529904 0.00519292 0.00491831 0.00000717 0.00532065 0.00529967 0.00547288 0.00529705 0.00000691 0.00000715 0.00531399 0.00501754 0.00000977 0.00501833 0.00570425 0.05901680 0.00000524 0.00553350 0.00555558 0.00532437 0.00478191 0.15166055 0.00000693 0.00536965 0.00539058 0.00000882 0.00528793 0.00548230 0.00000786
F_14 0.00003786 0.00003808 0.00000705 0.00004884 0.00470856 0.00002394 0.00002297 0.00528363 0.00532018 0.00003782 0.00004109 0.00003816 0.07621340 0.00477080 0.00483241 0.00553134 0.00540962 0.00003705 0.00541359 0.00544830 0.00468934 0.00004896 0.00003912 0.00002563 0.07541488 0.15229954 0.00509489 0.00474664 0.00000564 0.00532486 0.00549792 0.00003960 0.00002158 0.00001815 0.00536833 0.00003840 0.00527673 0.00003553 0.00537423 0.00530400 0.00470641 0.00536934 0.00003986 0.00553174 0.00003807 0.00536795 0.00003540 0.00472740 0.00002277 0.00002322 0.00510848 0.00503496 0.00003025 0.00509333 0.00004934 0.00536913 0.00534524 0.00472569 0.00504009 0.00530227 0.08062994 0.00002984 0.00530239 0.00003913 0.00002195 0.00002868 0.00524425 0.00524059 0.00002348 0.00463849 0.00539869 0.00505509 0.00002565 0.00000000 0.00002464 0.00003744 0.00004709 0.00511376 0.07543469 0.00514411 0.00003688 0.00005484 0.00546507 0.00531573 0.00004928 0.00521241 0.00003963 0.00531348 0.00530882 0 0.07540078 0.00510234 0.00534131 0.00523857 0.00002347 0.00539699 0.00004927 0.00533827 0.00527806 0.00486543 0.00469795 0.00004908 0.00002252 0.00000752 0.00540555 0.00002474 0.00004005 0.00002390 0.00003929 0.00002620 0.00000728 0.00574652 0.00532204 0.00532960 0.00002026 0.00000681 0.00520936 0.00003932 0.00536927 0.00531260 0.00003850 0.00002745 0.00531321 0.00002934 0.00522814 0.05452664 0.00536964 0.00469856 0.00473853 0.00500435 0.00531962 0.15213514 0.00539798 0.00003907 0.00003806 0.00530221 0.00003687 0.00468901 0.00498771
F_60 0.07534759 0.07516182 0.07519301 0.07525100 0.07603617 0.07624528 0.07629014 0.07565178 0.07587409 0.07485314 0.07535473 0.07532819 0.07486771 0.07453284 0.07574813 0.07589979 0.07586927 0.07523282 0.07623983 0.07600063 0.07625033 0.07524936 0.07518748 0.07528734 0.00000192 0.15112490 0.07441838 0.07384105 0.07540755 0.07536911 0.07550903 0.07534801 0.07501422 0.07515103 0.07603570 0.07515832 0.07577311 0.07503255 0.07583088 0.07566830 0.07593482 0.07602156 0.07532736 0.07608349 0.07534120 0.07609274 0.07498109 0.07569530 0.07613958 0.07539198 0.07460178 0.07538447 0.07517861 0.07453518 0.07538141 0.07603960 0.07562882 0.07569537 0.07558579 0.07575320 0.07740545 0.07531504 0.07613403 0.07537112 0.07539807 0.07626647 0.07633228 0.07571145 0.07527219 0.07593667 0.07605160 0.07555756 0.07609427 0.00000000 0.07529672 0.07536235 0.07533884 0.07462075 0.07139583 0.07319957 0.07538954 0.07507611 0.07620454 0.07542400 0.07537657 0.07448786 0.07516986 0.07587292 0.07623233 0.07540078 0 0.07449895 0.07586432 0.07484083 0.07536712 0.07587075 0.07537689 0.07604669 0.07611775 0.07544924 0.07601514 0.07522986 0.07532298 0.07539710 0.07580767 0.07447933 0.07517428 0.07511512 0.07532905 0.07539180 0.07519423 0.07593082 0.07532965 0.07625189 0.07615022 0.07513222 0.07522139 0.07508738 0.07604288 0.07623758 0.07501443 0.07540293 0.07624093 0.07534807 0.07649277 0.06144365 0.07602994 0.07585885 0.07547163 0.07407756 0.07557209 0.15147565 0.07604578 0.07516964 0.07517456 0.07575471 0.07507060 0.07612142 0.07096570
F_48 0.00510505 0.00508614 0.00507782 0.00510601 0.00513900 0.00515660 0.00515760 0.00542018 0.00541645 0.00497069 0.00513041 0.00511472 0.08010560 0.00507605 0.00519602 0.00530825 0.00518254 0.00509373 0.00537670 0.00586650 0.00513155 0.00511429 0.00509030 0.00511399 0.07455754 0.15118085 0.00000493 0.00512388 0.00509529 0.00547966 0.00523782 0.00511242 0.00510447 0.00506944 0.00579890 0.00510654 0.00580506 0.00506077 0.00586070 0.00529370 0.00521801 0.00586551 0.00511190 0.00546041 0.00508853 0.00580662 0.00507321 0.00517649 0.00517218 0.00511641 0.00000341 0.00549548 0.00503121 0.00000543 0.00510498 0.00581624 0.00579704 0.00518520 0.00547990 0.00581073 0.08191578 0.00500598 0.00581109 0.00511202 0.00508292 0.00517442 0.00509615 0.00498709 0.00511034 0.00512675 0.00578858 0.00541429 0.00516969 0.00000000 0.00501729 0.00509703 0.00510616 0.00000292 0.07730272 0.00554127 0.00510481 0.00511630 0.00587374 0.00539961 0.00512582 0.00494076 0.00511552 0.00577906 0.00580438 0.00510234 0.07449895 0 0.00580882 0.00548126 0.00509259 0.00577791 0.00512718 0.00581063 0.00580998 0.00526146 0.00514523 0.00510163 0.00509312 0.00509894 0.00487393 0.00496863 0.00509985 0.00511358 0.00510669 0.00510480 0.00509266 0.00534367 0.00547894 0.00577549 0.00513539 0.00511730 0.00533813 0.00508522 0.00578246 0.00580356 0.00510238 0.00502626 0.00572211 0.00501041 0.00528348 0.05728259 0.00580307 0.00521169 0.00526678 0.00539318 0.00542125 0.15083399 0.00579132 0.00509648 0.00509886 0.00581008 0.00508036 0.00525571 0.00527486
s_1682 0.00537178 0.00536375 0.00533125 0.00538738 0.00561859 0.00534824 0.00534491 0.00478171 0.00478121 0.00506697 0.00505618 0.00534033 0.07910227 0.00549415 0.00557919 0.00503446 0.00493870 0.00530423 0.00502949 0.00001320 0.00559521 0.00531398 0.00536978 0.00536238 0.07585521 0.15209224 0.00577931 0.00497982 0.00533496 0.00489808 0.00509919 0.00529380 0.00533963 0.00534656 0.00001143 0.00540860 0.00001309 0.00505187 0.00001246 0.00475905 0.00556959 0.00001514 0.00537873 0.00447888 0.00533829 0.00001273 0.00533479 0.00562116 0.00536491 0.00534417 0.00578050 0.00533134 0.00524341 0.00577947 0.00539213 0.00001265 0.00006292 0.00562341 0.00534724 0.00000952 0.08297357 0.00504674 0.00001047 0.00529498 0.00534056 0.00535827 0.00570233 0.00492916 0.00535125 0.00560602 0.00001193 0.00534285 0.00533372 1.00000000 0.00505764 0.00529312 0.00537817 0.00573394 0.07755723 0.00001270 0.00531253 0.00536216 0.00001150 0.00478739 0.00539086 0.00499289 0.00537360 0.00001167 0.00001191 0.00534131 0.07586432 0.00580882 0 0.00534224 0.00534709 0.00003930 0.00538765 0.00001314 0.00000905 0.00560299 0.00561514 0.00531550 0.00535329 0.00534165 0.00499149 0.00503789 0.00537813 0.00504984 0.00537279 0.00504454 0.00533422 0.00519120 0.00486064 0.00001171 0.00535692 0.00533377 0.00547626 0.00529923 0.00001215 0.00001239 0.00531772 0.00505202 0.00001382 0.00505202 0.00570445 0.06189977 0.00001239 0.00555022 0.00557198 0.00532771 0.00478344 0.15165458 0.00001028 0.00537128 0.00539219 0.00000952 0.00532342 0.00551507 0.00000877
F_20 0.00513012 0.00511814 0.00527470 0.00513956 0.00083739 0.00514562 0.00516700 0.00564216 0.00565150 0.00490948 0.00484965 0.00517509 0.07841544 0.00080577 0.00081573 0.00579797 0.00556007 0.00515269 0.00563362 0.00536885 0.00086483 0.00513099 0.00517800 0.00513354 0.07495221 0.15175505 0.00547560 0.00085921 0.00527541 0.00558197 0.00560245 0.00517185 0.00520318 0.00526809 0.00533654 0.00509945 0.00532898 0.00480705 0.00536397 0.00566368 0.00089012 0.00536303 0.00514497 0.00571617 0.00508651 0.00534728 0.00513427 0.00081028 0.00520358 0.00513061 0.00551544 0.00009040 0.00510549 0.00548018 0.00514212 0.00533713 0.00532869 0.00081053 0.00008631 0.00533372 0.08250420 0.00471659 0.00533338 0.00509078 0.00523987 0.00523753 0.00485449 0.00548522 0.00524154 0.00083124 0.00533951 0.00008626 0.00515545 0.00000000 0.00489995 0.00515260 0.00513570 0.00541837 0.07737688 0.00511895 0.00505156 0.00515778 0.00536247 0.00564716 0.00513875 0.00547839 0.00517485 0.00533978 0.00533629 0.00523857 0.07484083 0.00548126 0.00534224 0 0.00521600 0.00543784 0.00513733 0.00535348 0.00533103 0.00079477 0.00084306 0.00516744 0.00523869 0.00524792 0.00553146 0.00474912 0.00505532 0.00492293 0.00504880 0.00487997 0.00527483 0.00588723 0.00552961 0.00533316 0.00519033 0.00516969 0.00009625 0.00507591 0.00533887 0.00533901 0.00508005 0.00487528 0.00533507 0.00479197 0.00526489 0.05782065 0.00533760 0.00087963 0.00090794 0.00007118 0.00565041 0.15023869 0.00535020 0.00517406 0.00508829 0.00533106 0.00512280 0.00094085 0.00490530
F_23 0.00003079 0.00003161 0.00002000 0.00004198 0.00483731 0.00001869 0.00001850 0.00532007 0.00532290 0.00004597 0.00004101 0.00003189 0.07978602 0.00476628 0.00488073 0.00557853 0.00539447 0.00003024 0.00541703 0.00545019 0.00481565 0.00004210 0.00003290 0.00001970 0.07538523 0.15227759 0.00508245 0.00473681 0.00001858 0.00539448 0.00548810 0.00003253 0.00000616 0.00003041 0.00537019 0.00003289 0.00528253 0.00003936 0.00537578 0.00530796 0.00482001 0.00537627 0.00003350 0.00552614 0.00003310 0.00537434 0.00002911 0.00484433 0.00001099 0.00001896 0.00509951 0.00528638 0.00002517 0.00508256 0.00004223 0.00537067 0.00534452 0.00483856 0.00527627 0.00530805 0.08388560 0.00003086 0.00530915 0.00003230 0.00000543 0.00003701 0.00524973 0.00523390 0.00000260 0.00479234 0.00540020 0.00528562 0.00001943 0.00000000 0.00003467 0.00003062 0.00004020 0.00510227 0.07896245 0.00514684 0.00003079 0.00004912 0.00546650 0.00531877 0.00004167 0.00520204 0.00003278 0.00531996 0.00531490 0.00002347 0.07536712 0.00509259 0.00534709 0.00521600 0 0.00537010 0.00004188 0.00533952 0.00528452 0.00488301 0.00482002 0.00004268 0.00001559 0.00002098 0.00538748 0.00002507 0.00003415 0.00003282 0.00003274 0.00003070 0.00001976 0.00570516 0.00539337 0.00533605 0.00003074 0.00002130 0.00542624 0.00003270 0.00537082 0.00531862 0.00003278 0.00002872 0.00531871 0.00003181 0.00522931 0.05828383 0.00537126 0.00481867 0.00485905 0.00521699 0.00532300 0.15197293 0.00540102 0.00003257 0.00003184 0.00530764 0.00003084 0.00485739 0.00499454
F_57 0.00539104 0.00539393 0.00538483 0.00540710 0.00561797 0.00540407 0.00531505 0.00478435 0.00477798 0.00502886 0.00495324 0.00542351 0.07913932 0.00549644 0.00557991 0.00502555 0.00497179 0.00530322 0.00503286 0.00003660 0.00560410 0.00532594 0.00540045 0.00537178 0.07571860 0.15177547 0.00578539 0.00497764 0.00529123 0.00479428 0.00511007 0.00531306 0.00532844 0.00536745 0.00003075 0.00542261 0.00003119 0.00501693 0.00003178 0.00473199 0.00556918 0.00003396 0.00539806 0.00449218 0.00539785 0.00003194 0.00528065 0.00562101 0.00539527 0.00536083 0.00578440 0.00532577 0.00522812 0.00572655 0.00541108 0.00003004 0.00006524 0.00562066 0.00534571 0.00003523 0.08293442 0.00494492 0.00003451 0.00531400 0.00537252 0.00533653 0.00569225 0.00497058 0.00534071 0.00560225 0.00003125 0.00534373 0.00538002 0.00000000 0.00498581 0.00531110 0.00539811 0.00579768 0.07750748 0.00003073 0.00533177 0.00538612 0.00003137 0.00475434 0.00541082 0.00501990 0.00539291 0.00002979 0.00003195 0.00539699 0.07587075 0.00577791 0.00003930 0.00543784 0.00537010 0 0.00540757 0.00003058 0.00003596 0.00560146 0.00561134 0.00532676 0.00536504 0.00530277 0.00500138 0.00489405 0.00538964 0.00499035 0.00539207 0.00501580 0.00536186 0.00520117 0.00474320 0.00002987 0.00530809 0.00530047 0.00546869 0.00531852 0.00003026 0.00003385 0.00532414 0.00503249 0.00003290 0.00497314 0.00572673 0.06122854 0.00003170 0.00554977 0.00557318 0.00533242 0.00478307 0.15097746 0.00003035 0.00539388 0.00542252 0.00003476 0.00527337 0.00549849 0.00003010
s_1659 0.00001544 0.00001622 0.00004535 0.00000145 0.00481980 0.00002242 0.00002291 0.00533784 0.00534089 0.00006759 0.00005994 0.00001622 0.07958644 0.00468391 0.00480623 0.00553776 0.00540991 0.00001518 0.00543639 0.00545800 0.00477242 0.00000072 0.00001723 0.00003844 0.07539967 0.15276869 0.00511871 0.00469238 0.00004439 0.00552537 0.00552161 0.00001813 0.00004049 0.00005245 0.00537781 0.00001720 0.00538780 0.00005496 0.00545249 0.00531978 0.00481561 0.00545669 0.00001813 0.00546745 0.00001597 0.00540959 0.00001517 0.00483746 0.00002514 0.00003796 0.00512858 0.00523793 0.00001934 0.00511372 0.00000072 0.00537860 0.00529053 0.00483784 0.00524066 0.00538986 0.08355177 0.00004836 0.00538990 0.00001741 0.00003998 0.00004417 0.00524039 0.00525471 0.00004238 0.00477563 0.00540813 0.00515761 0.00002312 1.00000000 0.00003970 0.00001573 0.00000314 0.00513646 0.07851690 0.00538216 0.00001545 0.00003308 0.00547511 0.00532076 0.00000000 0.00522761 0.00001766 0.00538842 0.00538665 0.00004927 0.07537689 0.00512718 0.00538765 0.00513733 0.00004188 0.00540757 0 0.00540379 0.00539082 0.00483903 0.00480945 0.00000145 0.00003384 0.00004587 0.00540031 0.00004518 0.00001813 0.00005339 0.00001739 0.00004566 0.00004511 0.00566361 0.00552424 0.00539660 0.00003798 0.00004560 0.00528823 0.00001774 0.00538310 0.00538910 0.00001720 0.00004816 0.00532573 0.00004934 0.00524785 0.05766345 0.00538157 0.00482142 0.00485315 0.00512580 0.00534060 0.15235540 0.00540485 0.00001648 0.00001621 0.00539047 0.00001759 0.00487763 0.00500143
s_1676 0.00538785 0.00539729 0.00532568 0.00540353 0.00561430 0.00534453 0.00533872 0.00478199 0.00477732 0.00505701 0.00504674 0.00535491 0.07904986 0.00549084 0.00557632 0.00503226 0.00497576 0.00531305 0.00502216 0.00001096 0.00559447 0.00532989 0.00540310 0.00532589 0.07603751 0.15207432 0.00573994 0.00497015 0.00532948 0.00498390 0.00510667 0.00530961 0.00532878 0.00534552 0.00000572 0.00543818 0.00000238 0.00504305 0.00000466 0.00476459 0.00556569 0.00000564 0.00539488 0.00449611 0.00535285 0.00000601 0.00532676 0.00561729 0.00533814 0.00533656 0.00576390 0.00533186 0.00522705 0.00580464 0.00540807 0.00000501 0.00005811 0.00561951 0.00534777 0.00000765 0.08278309 0.00503715 0.00000788 0.00531079 0.00532851 0.00535183 0.00570188 0.00498373 0.00534078 0.00560175 0.00000644 0.00534194 0.00533194 1.00000000 0.00505071 0.00530900 0.00539431 0.00571651 0.07732310 0.00001088 0.00532813 0.00538246 0.00000392 0.00478441 0.00540703 0.00492415 0.00538942 0.00000406 0.00000430 0.00533827 0.07604669 0.00581063 0.00001314 0.00535348 0.00533952 0.00003058 0.00540379 0 0.00000765 0.00559892 0.00561039 0.00533141 0.00534601 0.00533855 0.00500722 0.00502921 0.00539429 0.00504939 0.00538895 0.00504043 0.00532675 0.00522239 0.00493856 0.00000311 0.00535368 0.00532877 0.00547564 0.00531482 0.00000335 0.00000598 0.00534708 0.00504423 0.00000692 0.00504364 0.00573175 0.05682074 0.00000454 0.00553917 0.00556212 0.00532591 0.00478120 0.15161918 0.00000406 0.00540491 0.00542595 0.00000765 0.00531261 0.00548940 0.00000809
s_1680 0.00537405 0.00536749 0.00527239 0.00538964 0.00560889 0.00528674 0.00528568 0.00478815 0.00478985 0.00499747 0.00499712 0.00528515 0.07917367 0.00548413 0.00557085 0.00502786 0.00495273 0.00530518 0.00503226 0.00001621 0.00558284 0.00531682 0.00537410 0.00530099 0.07610927 0.15208748 0.00571021 0.00496835 0.00527681 0.00487927 0.00508420 0.00529601 0.00527983 0.00528754 0.00001048 0.00540653 0.00001118 0.00499399 0.00000881 0.00478105 0.00556028 0.00001123 0.00538103 0.00447230 0.00528300 0.00000961 0.00527800 0.00561150 0.00530178 0.00528073 0.00568727 0.00532344 0.00524471 0.00577557 0.00539500 0.00001050 0.00005938 0.00561409 0.00533900 0.00000547 0.08295518 0.00498901 0.00000880 0.00529719 0.00528000 0.00529938 0.00570280 0.00492601 0.00528979 0.00559654 0.00000954 0.00533519 0.00527523 1.00000000 0.00500179 0.00529537 0.00538115 0.00568772 0.07753234 0.00000970 0.00531477 0.00536443 0.00000808 0.00479288 0.00539347 0.00489662 0.00537586 0.00000929 0.00000905 0.00527806 0.07611775 0.00580998 0.00000905 0.00533103 0.00528452 0.00003596 0.00539082 0.00000765 0 0.00559370 0.00560467 0.00531828 0.00529013 0.00527841 0.00498470 0.00499430 0.00538040 0.00499115 0.00537540 0.00498714 0.00527402 0.00518242 0.00484734 0.00000908 0.00529596 0.00527197 0.00546521 0.00530145 0.00000977 0.00001143 0.00531622 0.00499388 0.00001217 0.00499483 0.00570664 0.06367566 0.00001072 0.00553450 0.00555457 0.00531723 0.00478464 0.15159489 0.00000813 0.00537560 0.00539650 0.00000595 0.00526258 0.00548344 0.00000990
s_1638 0.00483213 0.00483082 0.00486071 0.00484013 0.00001440 0.00482902 0.00483124 0.00559909 0.00559856 0.00472628 0.00485892 0.00483310 0.07989328 0.00000218 0.00000074 0.00551834 0.00547826 0.00479309 0.00472714 0.00560740 0.00001443 0.00483512 0.00482805 0.00482743 0.07531421 0.15209143 0.00525629 0.00000813 0.00487052 0.00544697 0.00550390 0.00482626 0.00488094 0.00489759 0.00559956 0.00483202 0.00559586 0.00484141 0.00562710 0.00560171 0.00001280 0.00562138 0.00483124 0.00563961 0.00483228 0.00559324 0.00482876 0.00001277 0.00488597 0.00483089 0.00527029 0.00083648 0.00470492 0.00526263 0.00484039 0.00558998 0.00559279 0.00001528 0.00083177 0.00559789 0.08391207 0.00483401 0.00559660 0.00483102 0.00487953 0.00481801 0.00502412 0.00538042 0.00488638 0.00001811 0.00558933 0.00083146 0.00483416 1.00000000 0.00485809 0.00481188 0.00483550 0.00532534 0.08224728 0.00559180 0.00482413 0.00482669 0.00562328 0.00559719 0.00483672 0.00544535 0.00482917 0.00560079 0.00559226 0.00486543 0.07544924 0.00526146 0.00560299 0.00079477 0.00488301 0.00560146 0.00483903 0.00559892 0.00559370 0 0.00001352 0.00483920 0.00488340 0.00487401 0.00551732 0.00482863 0.00483209 0.00485890 0.00482667 0.00483214 0.00487187 0.00547992 0.00544710 0.00559756 0.00482160 0.00487455 0.00085694 0.00482621 0.00560097 0.00559319 0.00482979 0.00483947 0.00559003 0.00483448 0.00536086 0.05931066 0.00559613 0.00002514 0.00006121 0.00080225 0.00559644 0.14834407 0.00560072 0.00483027 0.00483313 0.00559366 0.00482059 0.00011255 0.00514725
s_1631 0.00480498 0.00480021 0.00469343 0.00481050 0.00000250 0.00479836 0.00480148 0.00559075 0.00559056 0.00466690 0.00491915 0.00480260 0.07536291 0.00005636 0.00001451 0.00550628 0.00545815 0.00477141 0.00480630 0.00562449 0.00000310 0.00480488 0.00479934 0.00479642 0.07599990 0.15237827 0.00520234 0.00005798 0.00469386 0.00558309 0.00550305 0.00480167 0.00479114 0.00467431 0.00561020 0.00480115 0.00560719 0.00491326 0.00563740 0.00559307 0.00000943 0.00563194 0.00480081 0.00563026 0.00480144 0.00561132 0.00479899 0.00000125 0.00479785 0.00480218 0.00515429 0.00079380 0.00468352 0.00514488 0.00481088 0.00560368 0.00561235 0.00000501 0.00077811 0.00560837 0.08089489 0.00490458 0.00560811 0.00480059 0.00479378 0.00467882 0.00496695 0.00544066 0.00482138 0.00000100 0.00560762 0.00077779 0.00480375 1.00000000 0.00471922 0.00482931 0.00480427 0.00522761 0.07756676 0.00560435 0.00480000 0.00480143 0.00563455 0.00559040 0.00480702 0.00545500 0.00480096 0.00561104 0.00560399 0.00469795 0.07601514 0.00514523 0.00561514 0.00084306 0.00482002 0.00561134 0.00480945 0.00561039 0.00560467 0.00001352 0 0.00480882 0.00481977 0.00469729 0.00548833 0.00489861 0.00480046 0.00472219 0.00479964 0.00490199 0.00469189 0.00553085 0.00558352 0.00560999 0.00468215 0.00469368 0.00081356 0.00479542 0.00561231 0.00560371 0.00480093 0.00491104 0.00560344 0.00488940 0.00533214 0.05635520 0.00560659 0.00001051 0.00005282 0.00076482 0.00558903 0.14869700 0.00561091 0.00479995 0.00480238 0.00560437 0.00479000 0.00009550 0.00514427
s_1662 0.00001501 0.00001603 0.00004538 0.00000048 0.00481920 0.00002347 0.00002396 0.00533125 0.00533534 0.00006424 0.00005973 0.00001702 0.07952461 0.00471202 0.00483586 0.00552679 0.00540925 0.00001522 0.00542706 0.00544090 0.00480244 0.00000072 0.00001774 0.00003830 0.07522932 0.15221083 0.00509549 0.00469045 0.00004441 0.00551950 0.00551136 0.00001820 0.00004154 0.00005056 0.00536494 0.00001652 0.00531560 0.00005498 0.00537589 0.00531759 0.00481527 0.00538004 0.00001722 0.00545824 0.00001651 0.00533673 0.00001472 0.00483682 0.00002863 0.00003758 0.00511150 0.00522687 0.00001816 0.00509188 0.00000121 0.00536570 0.00528800 0.00483348 0.00523162 0.00531766 0.08351866 0.00004838 0.00531770 0.00001698 0.00004126 0.00004382 0.00522763 0.00526244 0.00004318 0.00477139 0.00539525 0.00522989 0.00002540 0.00000000 0.00003753 0.00001600 0.00000218 0.00511780 0.07846054 0.00530980 0.00001501 0.00003272 0.00545982 0.00531510 0.00000048 0.00523594 0.00001722 0.00531601 0.00531420 0.00004908 0.07522986 0.00510163 0.00531550 0.00516744 0.00004268 0.00532676 0.00000145 0.00533141 0.00531828 0.00483920 0.00480882 0 0.00003417 0.00004592 0.00539324 0.00004544 0.00001718 0.00005125 0.00001768 0.00004543 0.00004490 0.00563777 0.00551091 0.00532436 0.00003556 0.00004563 0.00536533 0.00001804 0.00531094 0.00531656 0.00001598 0.00004844 0.00531213 0.00004960 0.00524135 0.05752215 0.00530943 0.00482021 0.00483506 0.00511407 0.00533389 0.15187435 0.00533319 0.00001625 0.00001723 0.00531866 0.00001811 0.00486402 0.00498819
