s_129	G_20	s_163	s_133	s_194	s_252	s_201	s_245	s_228	s_142	s_158	G_18	s_205	s_172	s_222	s_145	s_248	s_226	s_231	G_31	s_168	G_22	s_215	s_135	s_138	s_199	s_240	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_237	s_196	s_183	s_164	s_178	G_2	s_213	G_27	s_136	s_246	G_14	s_241	G_10	s_182	s_156	G_5	s_144	s_192	G_16	s_239	s_243	s_220	s_203	s_250	s_187	G_25	s_184	s_154	G_21	s_131	s_124	s_159	s_254	s_233	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	G_12	s_218	G_4	s_202	s_253	s_225	s_167	s_132	s_127	s_212	s_227	s_214	s_134	s_148	s_198	s_249	s_221	s_191	s_162	s_185	G_32	s_171	s_149	s_143	s_126	s_150	s_197	s_236	s_179	G_36	G_34	s_152	s_137	s_244	G_23	s_169	s_247	s_177	s_176	s_223	s_146	s_140	G_7	s_147	s_230	s_207	s_180	G_8	s_234	G_35	s_170	s_242	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_200	s_217	s_251	s_130	s_175	s_255	G_6	s_141	G_30	G_29	s_173	s_235	G_3	s_211	s_206	s_210	s_232	s_157	s_186	s_190	G_24	s_161	s_238	G_13
s_198 0.01888029 0.01867745 0.01847754 0.01165623 0.01820046 0.01194195 0.01815883 0.01888247 0.01813021 0.01853556 0.01887914 0.01862694 0.01816060 0.01888294 0.01885685 0.01887907 0.01877214 0.01920898 0.01838821 0.01805488 0.01810825 0.01861026 0.01997452 0.01798154 0.01945248 0.01856912 0.01811672 0.01850060 0.01814070 0.01824479 0.01815650 0.01887935 0.01560517 0.01891072 0.01995903 0.01815493 0.01812471 0.01810846 0.01815237 0.01844697 0.01811957 0.01811984 0.01873324 0.01890191 0.01819337 0.01836118 0.01921854 0.00704796 0.01888070 0.01817248 0.01888665 0.01813857 0.01816015 0.01999807 0.01826732 0.01886560 0.01995833 0.01817443 0.01107059 0.01870014 0.01887081 0.01889104 0.01819001 0.01888907 0.01888756 0.01964959 0.00987653 0.01104448 0.01835790 0.01844824 0.01817967 0.01105587 0.01817752 0.01887110 0.01809147 0.01839686 0.01816092 0.01221992 0.01883057 0.01848402 0.01888261 0.01810091 0.01804221 0.01942225 0.01811422 0.01817023 0.00982069 0.01818689 0.01814017 0.01226325 0.01888496 0.01809095 0.01818776 0.01814854 0.01979849 0.01888233 0 0.01875583 0.00815276 0.01812690 0.01847715 0.01884096 0.01820782 0.01841953 0.01166366 0.01888782 0.01838295 0.00967735 0.01815647 0.01812485 0.01113218 0.01858098 0.01848316 0.01881566 0.01872883 0.01858222 0.01812933 0.01812033 0.01888621 0.01814603 0.01974379 0.01889285 0.01888183 0.01888472 0.01811535 0.01888095 0.01812582 0.01815653 0.01459411 0.01850847 0.01464487 0.01856162 0.01817259 0.01888216 0.01815989 0.01837303 0.01887595 0.01815315 0.01830800 0.01997524 0.01946387 0.01816535 0.01888279 0.01813498 0.01873615 0.01871247 0.01889274 0.01885095 0.01402293 0.01854422 0.01888797 0.01819136 0.01817654 0.01888507 0.01135841 0.01925870 0.02050145 0.01815641 0.01835233 0.01814369 0.01885960 0.01810541 0.01815116 0.01814515 0.01847404 0.01807330 0.01814997
s_249 0.01884864 0.01964964 0.01854543 0.01949164 0.01728840 0.01880953 0.01893573 0.01887848 0.01888033 0.01852206 0.01847667 0.01894814 0.01909916 0.01850717 0.01857403 0.01875711 0.00005130 0.02052773 0.02009148 0.01878858 0.01886882 0.01894421 0.01989095 0.01855024 0.02038945 0.01911439 0.01910162 0.01866449 0.01894345 0.01893597 0.01910953 0.01882825 0.02067081 0.01856818 0.01990255 0.01900447 0.01891978 0.01883770 0.01894280 0.01933379 0.01887094 0.01886559 0.01990765 0.01883401 0.01901602 0.01971394 0.02011442 0.01940371 0.01851091 0.01891333 0.01888903 0.01727510 0.01907040 0.01995787 0.01912443 0.01875163 0.01977545 0.01891108 0.01868591 0.01902163 0.01847720 0.01851795 0.01882534 0.01886402 0.01883163 0.01904508 0.01854377 0.01885021 0.01979530 0.01873666 0.01892059 0.01803906 0.01907326 0.01876444 0.01884271 0.01833848 0.01900644 0.01897312 0.01889453 0.01856203 0.01850572 0.01882799 0.01899198 0.02040821 0.01896824 0.01893043 0.01851850 0.01890599 0.01893796 0.01901133 0.01888837 0.01878673 0.01890743 0.01892244 0.02035435 0.01879126 0.01875583 0 0.01952931 0.01886888 0.01859091 0.01849271 0.01905810 0.01837912 0.01945633 0.01880034 0.01821610 0.01897996 0.01899942 0.01900107 0.01883241 0.01891264 0.01866756 0.01849806 0.01992320 0.01915736 0.01882932 0.01886948 0.01883179 0.01893630 0.01919297 0.01852619 0.01887421 0.01884456 0.01888391 0.01877954 0.01883557 0.01910485 0.01985289 0.01905169 0.01984988 0.01898373 0.01893652 0.01879557 0.01875898 0.01911036 0.01886336 0.01884617 0.01914137 0.01990833 0.02041263 0.01898046 0.01850941 0.01940222 0.01992467 0.00005609 0.01882395 0.01851483 0.01964853 0.01888429 0.01885658 0.01888669 0.01884456 0.01854396 0.01939532 0.02008547 0.02100181 0.01911606 0.01975280 0.01889340 0.01851950 0.01893964 0.01894344 0.01889112 0.01854113 0.01866987 0.01887812
s_221 0.01820809 0.01915379 0.01816498 0.01025977 0.01611292 0.01013219 0.01835168 0.01822095 0.01845285 0.01817956 0.01788901 0.01866453 0.01764857 0.01789980 0.01802518 0.01819191 0.01959876 0.01797886 0.01815578 0.01864401 0.01839346 0.01868586 0.01942185 0.01755382 0.01836659 0.01767172 0.01771591 0.01825140 0.01865131 0.01882236 0.01763749 0.01806973 0.01342454 0.01798848 0.01948064 0.01800677 0.01833658 0.01845446 0.01833907 0.01863050 0.01833896 0.01862002 0.01698733 0.01814863 0.01874660 0.01872586 0.01962155 0.00734493 0.01788691 0.01869473 0.01820631 0.01612684 0.01875122 0.01950201 0.01780313 0.01812166 0.01951283 0.01846134 0.00734799 0.01869913 0.01789145 0.01790064 0.01874272 0.01814939 0.01812431 0.01973376 0.00774369 0.00730072 0.01878944 0.01868838 0.01841930 0.00918251 0.01876088 0.01814000 0.01865786 0.01783881 0.01799809 0.01025298 0.01817346 0.01818021 0.01789440 0.01869662 0.01872080 0.01831948 0.01869985 0.01837536 0.00781380 0.01849728 0.01826067 0.01045892 0.01810946 0.01833721 0.01849681 0.01835786 0.02036655 0.01819104 0.00815276 0.01952931 0 0.01833835 0.01816277 0.01784891 0.01869754 0.01777684 0.00041263 0.01812031 0.01743710 0.00030072 0.01800166 0.01823348 0.00737222 0.01873949 0.01868438 0.01780651 0.01696498 0.01763877 0.01864785 0.01843667 0.01815825 0.01834081 0.01837359 0.01796916 0.01811625 0.01810895 0.01865854 0.01818876 0.01850138 0.01763237 0.01318714 0.01869675 0.01325286 0.01883889 0.01836247 0.01822653 0.01843439 0.01869998 0.01812060 0.01861073 0.01854360 0.01943225 0.01831843 0.01851716 0.01788538 0.01809697 0.01701100 0.01955597 0.01813141 0.01794879 0.01062325 0.01857843 0.01812361 0.01867434 0.01866205 0.01797408 0.01034054 0.01950211 0.02020942 0.01763003 0.01878461 0.01835533 0.01788406 0.01833856 0.01834969 0.01873018 0.01815335 0.01832393 0.01851564
s_191 0.01794941 0.00259437 0.01776886 0.01883471 0.01675546 0.01813708 0.00003780 0.01804267 0.00001068 0.01763565 0.01794304 0.00030980 0.01817305 0.01791949 0.01803548 0.01799868 0.01878417 0.01908367 0.01811804 0.00028764 0.00001121 0.00031030 0.01870535 0.01801074 0.01880598 0.01816815 0.01815565 0.01791171 0.00028868 0.00008979 0.01815290 0.01803796 0.01960375 0.01802185 0.01869598 0.01780201 0.00004120 0.00001876 0.00000730 0.00345333 0.00000521 0.00028602 0.01858420 0.01798806 0.00034139 0.01862988 0.01847778 0.01929785 0.01790236 0.00031739 0.01790924 0.01673148 0.00033115 0.01869388 0.01795406 0.01802930 0.01873065 0.00001358 0.01851697 0.00030483 0.01793112 0.01790824 0.00033742 0.01802927 0.01791679 0.01762824 0.01872685 0.01860749 0.01864990 0.00031581 0.00000939 0.01778128 0.00031010 0.01796668 0.00030154 0.01786490 0.01781103 0.01830914 0.01799482 0.01778527 0.01796376 0.00029972 0.00028401 0.01876582 0.00030710 0.00000912 0.01866365 0.00004255 0.00001721 0.01831692 0.01797082 0.00000886 0.00001044 0.00002033 0.01955587 0.01793244 0.01812690 0.01886888 0.01833835 0 0.01780371 0.01798395 0.00034455 0.01777871 0.01876417 0.01794064 0.01746559 0.01807887 0.01780145 0.01780195 0.01851169 0.00049559 0.00037881 0.01798237 0.01862680 0.01819071 0.00029673 0.00001747 0.01803738 0.00000834 0.01885317 0.01800590 0.01798029 0.01801705 0.00029232 0.01791725 0.00010443 0.01816110 0.01910092 0.00028994 0.01900888 0.00034149 0.00003752 0.01797372 0.00001120 0.00365902 0.01788848 0.00028287 0.00348937 0.01867613 0.01883285 0.00030607 0.01789589 0.01815821 0.01864103 0.01874652 0.01796241 0.01792945 0.01862559 0.00037723 0.01794846 0.00031384 0.00030203 0.01801044 0.02005842 0.01846679 0.02011945 0.01814279 0.01864372 0.00000991 0.01797725 0.00001720 0.00000261 0.00029080 0.01777634 0.00001459 0.00029372
s_162 0.00046592 0.01844117 0.00002853 0.01861091 0.00074953 0.01790409 0.01780527 0.00045311 0.01781892 0.00046097 0.00077535 0.01783357 0.01813572 0.00078367 0.00048723 0.00045357 0.01855330 0.01984956 0.01898766 0.01775693 0.01782633 0.01785174 0.01945931 0.01873035 0.01951267 0.01799647 0.01813464 0.00002699 0.01778652 0.01789834 0.01812793 0.00044997 0.01928942 0.00076114 0.01942986 0.01853165 0.01783163 0.01783211 0.01782699 0.01828834 0.01780576 0.01775580 0.01935710 0.00045242 0.01802583 0.01932476 0.01915090 0.01832954 0.00076969 0.01780744 0.00045458 0.00072563 0.01813074 0.01950234 0.01790797 0.00045323 0.01942023 0.01784224 0.01755942 0.01783084 0.00077077 0.00078656 0.01782255 0.00047376 0.00046833 0.00095893 0.01771507 0.01767284 0.01934199 0.01786899 0.01784523 0.01837203 0.01805688 0.00045346 0.01772765 0.00079794 0.01854045 0.01808185 0.00044706 0.00002991 0.00076432 0.01769585 0.01802113 0.01941569 0.01779308 0.01782018 0.01774293 0.01785293 0.01784218 0.01808772 0.00043561 0.01780971 0.01783758 0.01782534 0.02033333 0.00046382 0.01847715 0.01859091 0.01816277 0.01780371 0 0.00078018 0.01792708 0.00081062 0.01842410 0.00046254 0.00044397 0.01718757 0.01850941 0.01853075 0.01756336 0.01786501 0.01773136 0.00048743 0.01941971 0.01802158 0.01766773 0.01782708 0.00046371 0.01781551 0.00095651 0.00077769 0.00045076 0.00045304 0.01774444 0.00045836 0.01673659 0.01814993 0.01864753 0.01802724 0.01866498 0.01781331 0.01781023 0.00046379 0.01784109 0.01824122 0.00047900 0.01771751 0.01815131 0.01950557 0.01951928 0.01778198 0.00076481 0.01806893 0.01933624 0.01851845 0.00047956 0.00077698 0.01839097 0.01812349 0.00047160 0.01772356 0.01772101 0.00078692 0.01943773 0.01914961 0.02014750 0.01811983 0.01929456 0.01781638 0.00076983 0.01780946 0.01780561 0.01801465 0.00001832 0.01775555 0.01774145
s_185 0.00004052 0.01863710 0.00077965 0.01866013 0.00075017 0.01795142 0.01795657 0.00004409 0.01797838 0.00004981 0.00003946 0.01836488 0.01815248 0.00004572 0.00002753 0.00005325 0.01840085 0.01986371 0.01900600 0.01787731 0.01799880 0.01827294 0.01955952 0.01899592 0.01985299 0.01825303 0.01815262 0.00080342 0.01792773 0.01796580 0.01814528 0.00004116 0.01940602 0.00002603 0.01953736 0.01859652 0.01800041 0.01800651 0.01794575 0.01849558 0.01795293 0.01788360 0.01942113 0.00005707 0.01809909 0.01932889 0.01933381 0.01864430 0.00002762 0.01794849 0.00004810 0.00073725 0.01813452 0.01962233 0.01818182 0.00004764 0.01958259 0.01802988 0.01748039 0.01840925 0.00002312 0.00003418 0.01796622 0.00004423 0.00005573 0.00001447 0.01762586 0.01755428 0.01934177 0.01827799 0.01796948 0.01842683 0.01813447 0.00006059 0.01789706 0.00003538 0.01860523 0.01812161 0.00003928 0.00078835 0.00003942 0.01784218 0.01808463 0.01979185 0.01792557 0.01794579 0.01762940 0.01801962 0.01798039 0.01813274 0.00004816 0.01794174 0.01799345 0.01795458 0.02038138 0.00004455 0.01884096 0.01849271 0.01784891 0.01798395 0.00078018 0 0.01808223 0.00004195 0.01811183 0.00004645 0.00004802 0.01697139 0.01863748 0.01859526 0.01751691 0.01831017 0.01817933 0.00004458 0.01943621 0.01827330 0.01785845 0.01800036 0.00005658 0.01795705 0.00009774 0.00004581 0.00004850 0.00005703 0.01787149 0.00005800 0.01633793 0.01816727 0.01866966 0.01844436 0.01874895 0.01841450 0.01793895 0.00004539 0.01801215 0.01839910 0.00005357 0.01786124 0.01842715 0.01961482 0.01986132 0.01792218 0.00003183 0.01849022 0.01940775 0.01848622 0.00005834 0.00003836 0.01879525 0.01843351 0.00005812 0.01791815 0.01789322 0.00004625 0.01949251 0.01934639 0.02034485 0.01813711 0.01929244 0.01797859 0.00003791 0.01795631 0.01795878 0.01805843 0.00078629 0.01789779 0.01790902
G_32 0.01798900 0.00265589 0.01795162 0.01894175 0.01664223 0.01819766 0.00032973 0.01800898 0.00034153 0.01769616 0.01796524 0.00021667 0.01816874 0.01799659 0.01805066 0.01802767 0.01906088 0.01921949 0.01818602 0.00015990 0.00034204 0.00022253 0.01877609 0.01803481 0.01887491 0.01818739 0.01816863 0.01802201 0.00015015 0.00048634 0.01815357 0.01804006 0.01992207 0.01807642 0.01872375 0.01799304 0.00033820 0.00034791 0.00033957 0.00374571 0.00032156 0.00015422 0.01868497 0.01805655 0.00017429 0.01887102 0.01855940 0.01934647 0.01797050 0.00016420 0.01798939 0.01681015 0.00016812 0.01880047 0.01797946 0.01805492 0.01873836 0.00034831 0.01866453 0.00022376 0.01804101 0.01799433 0.00021797 0.01813547 0.01802951 0.01775185 0.01887944 0.01881316 0.01886903 0.00021844 0.00036770 0.01787471 0.00014519 0.01796165 0.00017593 0.01790956 0.01796313 0.01841035 0.01807101 0.01796967 0.01804340 0.00016439 0.00013297 0.01889179 0.00013950 0.00034489 0.01887601 0.00035768 0.00034917 0.01841826 0.01801672 0.00033950 0.00037236 0.00033469 0.01952196 0.01799097 0.01820782 0.01905810 0.01869754 0.00034455 0.01792708 0.01808223 0 0.01787697 0.01895750 0.01796895 0.01749926 0.01829615 0.01796734 0.01795937 0.01867301 0.00037539 0.00026988 0.01803819 0.01872474 0.01819511 0.00014842 0.00034232 0.01801076 0.00031940 0.01904841 0.01801611 0.01807811 0.01811407 0.00015818 0.01798211 0.00057352 0.01812588 0.01930061 0.00014148 0.01928267 0.00027814 0.00033678 0.01801822 0.00037096 0.00403530 0.01798516 0.00013639 0.00380983 0.01873495 0.01890752 0.00015876 0.01796711 0.01824847 0.01870684 0.01886808 0.01805881 0.01800025 0.01891517 0.00025319 0.01800560 0.00017565 0.00015685 0.01804257 0.01915338 0.01848235 0.02043875 0.01810693 0.01886742 0.00034731 0.01797924 0.00033519 0.00033963 0.00013425 0.01794820 0.00032534 0.00016583
s_171 0.00004317 0.01846519 0.00080079 0.01864982 0.00073605 0.01795415 0.01776714 0.00005196 0.01779401 0.00005585 0.00003665 0.01773723 0.01809316 0.00003445 0.00002015 0.00004788 0.01829878 0.01970293 0.01880849 0.01771863 0.01784035 0.01779537 0.01948270 0.01899632 0.01931532 0.01813334 0.01809047 0.00080892 0.01775220 0.01786296 0.01807166 0.00005308 0.01938633 0.00001554 0.01944973 0.01867224 0.01780486 0.01787549 0.01777100 0.01832624 0.01778078 0.01772064 0.01919865 0.00004547 0.01788333 0.01929398 0.01908735 0.01848052 0.00002083 0.01775223 0.00006763 0.00070515 0.01796662 0.01952525 0.01805062 0.00004437 0.01944186 0.01783762 0.01751579 0.01776407 0.00003500 0.00004412 0.01780338 0.00002522 0.00005745 0.00003085 0.01762658 0.01758965 0.01930776 0.01780001 0.01781660 0.01835809 0.01792693 0.00004839 0.01768369 0.00002611 0.01868134 0.01809831 0.00002747 0.00080655 0.00002528 0.01768713 0.01788137 0.01930113 0.01776063 0.01781062 0.01762432 0.01784772 0.01782241 0.01809894 0.00004645 0.01779077 0.01783291 0.01776970 0.02042853 0.00003836 0.01841953 0.01837912 0.01777684 0.01777871 0.00081062 0.00004195 0.01787697 0 0.01806554 0.00004064 0.00004545 0.01696277 0.01865034 0.01867254 0.01752489 0.01781752 0.01768977 0.00002466 0.01926220 0.01815959 0.01769685 0.01784258 0.00004269 0.01777343 0.00015430 0.00002143 0.00005344 0.00007147 0.01768764 0.00004757 0.01633745 0.01810870 0.01865963 0.01786327 0.01872160 0.01777334 0.01775957 0.00003761 0.01787890 0.01824868 0.00006279 0.01768173 0.01826374 0.01952942 0.01932052 0.01778087 0.00002860 0.01831936 0.01925089 0.01836969 0.00006079 0.00004556 0.01868993 0.01790799 0.00007034 0.01777385 0.01772392 0.00003445 0.01951737 0.01912304 0.02041192 0.01806411 0.01928814 0.01779182 0.00003915 0.01776591 0.01776841 0.01789328 0.00081589 0.01773449 0.01775437
s_149 0.01819602 0.01992861 0.01842331 0.01060356 0.01628135 0.00992410 0.01879064 0.01817859 0.01884191 0.01773977 0.01810459 0.01898008 0.01795410 0.01811427 0.01806571 0.01816151 0.01950552 0.01849915 0.01897747 0.01891567 0.01883655 0.01904847 0.01977618 0.01772546 0.01881203 0.01707340 0.01796326 0.01843056 0.01892624 0.01928266 0.01797698 0.01816231 0.01095809 0.01819534 0.01978996 0.01868562 0.01878825 0.01902537 0.01881622 0.01889702 0.01876298 0.01889214 0.01760934 0.01812998 0.01900517 0.01839187 0.01999740 0.01050466 0.01808586 0.01894624 0.01820123 0.01621507 0.01902315 0.01982698 0.01712581 0.01815663 0.01981118 0.01898922 0.00825072 0.01899090 0.01811472 0.01812419 0.01900655 0.01817266 0.01811979 0.01943716 0.00923946 0.00833374 0.01853104 0.01904524 0.01906933 0.00952492 0.01897170 0.01812274 0.01897174 0.01802064 0.01871901 0.00964730 0.01809948 0.01843396 0.01811068 0.01895169 0.01894588 0.01879200 0.01896538 0.01879351 0.00932172 0.01901669 0.01879826 0.00984399 0.01813306 0.01875669 0.01901591 0.01876351 0.02022630 0.01816800 0.01166366 0.01945633 0.00041263 0.01876417 0.01842410 0.01811183 0.01895750 0.01806554 0 0.01812798 0.01754314 0.00059962 0.01868578 0.01870801 0.00841322 0.01911381 0.01905636 0.01791298 0.01755967 0.01708411 0.01891191 0.01886802 0.01813712 0.01876422 0.01867249 0.01810199 0.01815070 0.01814755 0.01896091 0.01816481 0.01903549 0.01796943 0.01134275 0.01903176 0.01134269 0.01906859 0.01886729 0.01818248 0.01901912 0.01894920 0.01811861 0.01894322 0.01883760 0.01983238 0.01877902 0.01881640 0.01808417 0.01781447 0.01766237 0.01948060 0.01815933 0.01818259 0.00899091 0.01898038 0.01815463 0.01892393 0.01894637 0.01819692 0.01073072 0.01987028 0.02142298 0.01799012 0.01853921 0.01877295 0.01806663 0.01877237 0.01877393 0.01898051 0.01842291 0.01873899 0.01879399
s_143 0.00002276 0.01865184 0.00046900 0.01866308 0.00070453 0.01797534 0.01792588 0.00003213 0.01793462 0.00001970 0.00003579 0.01831288 0.01815784 0.00005918 0.00002413 0.00004705 0.01873234 0.01997262 0.01912341 0.01786731 0.01794633 0.01827285 0.01956394 0.01899838 0.01978436 0.01824640 0.01815439 0.00047190 0.01791451 0.01796205 0.01813707 0.00002817 0.01951321 0.00003155 0.01953104 0.01866322 0.01795168 0.01799530 0.01792930 0.01847419 0.01794201 0.01789938 0.01948481 0.00003608 0.01804886 0.01936142 0.01943317 0.01863847 0.00003128 0.01794797 0.00003477 0.00069722 0.01812250 0.01960129 0.01816235 0.00004751 0.01953449 0.01797544 0.01753752 0.01837100 0.00003955 0.00003765 0.01793924 0.00002485 0.00004161 0.00009456 0.01768617 0.01760861 0.01935647 0.01826199 0.01797376 0.01850403 0.01807316 0.00004331 0.01787431 0.00005920 0.01865763 0.01812266 0.00001897 0.00047651 0.00005467 0.01785427 0.01807647 0.01972617 0.01791094 0.01794691 0.01769998 0.01796512 0.01790967 0.01815929 0.00003251 0.01793157 0.01797037 0.01791155 0.02049357 0.00003291 0.01888782 0.01880034 0.01812031 0.01794064 0.00046254 0.00004645 0.01796895 0.00004064 0.01812798 0 0.00002255 0.01726509 0.01863977 0.01866112 0.01752407 0.01831537 0.01820854 0.00004220 0.01954399 0.01827094 0.01780121 0.01794822 0.00003635 0.01791240 0.00008944 0.00004933 0.00003001 0.00003680 0.01785456 0.00004255 0.01623881 0.01817233 0.01881117 0.01839419 0.01887364 0.01837762 0.01795911 0.00002950 0.01798938 0.01837484 0.00004073 0.01784573 0.01842849 0.01960771 0.01979309 0.01791225 0.00003817 0.01846302 0.01945343 0.01875490 0.00004654 0.00003371 0.01884487 0.01838816 0.00004741 0.01787546 0.01787575 0.00005918 0.01959981 0.01944528 0.02042534 0.01813010 0.01932499 0.01792104 0.00003954 0.01792493 0.01792717 0.01803381 0.00046814 0.01788089 0.01785792
s_126 0.00002129 0.01815902 0.00044738 0.01805353 0.00075842 0.01734171 0.01749575 0.00002152 0.01741663 0.00002126 0.00003275 0.01780241 0.01749906 0.00004311 0.00002762 0.00003227 0.01814869 0.01928406 0.01852970 0.01733634 0.01743323 0.01772079 0.01891435 0.01801518 0.01900410 0.01757806 0.01749818 0.00045936 0.01738614 0.01749390 0.01749371 0.00002229 0.01886213 0.00003069 0.01887574 0.01804854 0.01747672 0.01748011 0.01750069 0.01794657 0.01748677 0.01737006 0.01882528 0.00003818 0.01751590 0.01859786 0.01876605 0.01817461 0.00003404 0.01743410 0.00002616 0.00067510 0.01755839 0.01895494 0.01753574 0.00004089 0.01893514 0.01750277 0.01697511 0.01788270 0.00002504 0.00003869 0.01740549 0.00002486 0.00003197 0.00019464 0.01726480 0.01702037 0.01863137 0.01773071 0.01754430 0.01783333 0.01757653 0.00003065 0.01734256 0.00005102 0.01804102 0.01756243 0.00001638 0.00045861 0.00004440 0.01733920 0.01752640 0.01897214 0.01744948 0.01748632 0.01735349 0.01749281 0.01746822 0.01757188 0.00002228 0.01747659 0.01754102 0.01745220 0.01990930 0.00003867 0.01838295 0.01821610 0.01743710 0.01746559 0.00044397 0.00004802 0.01749926 0.00004545 0.01754314 0.00002255 0 0.01674119 0.01804716 0.01803933 0.01701248 0.01775661 0.01764322 0.00003898 0.01882637 0.01759455 0.01727365 0.01747211 0.00002691 0.01746321 0.00007475 0.00003844 0.00002612 0.00002333 0.01734076 0.00002433 0.01589717 0.01750445 0.01816615 0.01786756 0.01823044 0.01788675 0.01749723 0.00002434 0.01751374 0.01783550 0.00002987 0.01734997 0.01781708 0.01895335 0.01901357 0.01736449 0.00003610 0.01771668 0.01883454 0.01817981 0.00004534 0.00003279 0.01828237 0.01784471 0.00003766 0.01734250 0.01737034 0.00004569 0.01887440 0.01877907 0.01973272 0.01747651 0.01858668 0.01745938 0.00003416 0.01745419 0.01747796 0.01751182 0.00044236 0.01735396 0.01732104
s_150 0.01720048 0.01875160 0.01719240 0.01011334 0.01637104 0.01007652 0.01812113 0.01728660 0.01808580 0.01692879 0.01703200 0.01817039 0.01729885 0.01703743 0.01702564 0.01721608 0.01900860 0.01700953 0.01785915 0.01814879 0.01806620 0.01818908 0.01866241 0.01718324 0.01748981 0.01641294 0.01732869 0.01720265 0.01823874 0.01859457 0.01731226 0.01724815 0.00984236 0.01703897 0.01865288 0.01744921 0.01808580 0.01835868 0.01809644 0.01802990 0.01807981 0.01806223 0.01648888 0.01729934 0.01818032 0.01763840 0.01870996 0.00906787 0.01703591 0.01814193 0.01724709 0.01634218 0.01821563 0.01866299 0.01636980 0.01726380 0.01858149 0.01836824 0.00721283 0.01816668 0.01704169 0.01703907 0.01823333 0.01724939 0.01717964 0.01808627 0.00805832 0.00727561 0.01770273 0.01804211 0.01840770 0.00777772 0.01826689 0.01728291 0.01804801 0.01696469 0.01748133 0.00935056 0.01715434 0.01720105 0.01703031 0.01817273 0.01820902 0.01754007 0.01826549 0.01811257 0.00808192 0.01840827 0.01812676 0.00938510 0.01722176 0.01808781 0.01840874 0.01808779 0.01912657 0.01723228 0.00967735 0.01897996 0.00030072 0.01807887 0.01718757 0.01697139 0.01829615 0.01696277 0.00059962 0.01726509 0.01674119 0 0.01744733 0.01747537 0.00730437 0.01826995 0.01813198 0.01696083 0.01640858 0.01643538 0.01810322 0.01811249 0.01728810 0.01807282 0.01765801 0.01703468 0.01722453 0.01721608 0.01807243 0.01722521 0.01856425 0.01731760 0.01017415 0.01818826 0.01025460 0.01822858 0.01813324 0.01729062 0.01837975 0.01800313 0.01722476 0.01807062 0.01794098 0.01866622 0.01747470 0.01823654 0.01703254 0.01734272 0.01658057 0.01896191 0.01723313 0.01704563 0.00839173 0.01796221 0.01722590 0.01821703 0.01810046 0.01703529 0.00978009 0.01866540 0.01989934 0.01730633 0.01763544 0.01809391 0.01700301 0.01807810 0.01809956 0.01819556 0.01718491 0.01801086 0.01810663
