G_20	s_263	s_194	s_252	s_201	s_245	s_228	s_341	s_274	G_18	s_205	s_222	s_248	s_226	s_231	G_31	G_22	s_261	s_215	s_296	s_240	s_224	G_33	s_326	s_208	s_336	s_343	s_219	s_257	s_279	s_237	s_196	s_183	G_2	G_27	s_321	s_304	s_246	G_14	s_286	s_288	s_269	s_241	G_10	s_265	G_5	s_282	s_323	s_192	G_16	s_239	s_344	s_220	s_243	s_203	s_250	s_187	G_25	s_297	s_330	s_184	G_21	s_299	s_338	s_329	s_254	s_349	s_233	s_209	G_28	s_300	s_313	s_188	s_308	G_19	s_347	s_216	G_17	s_229	s_314	s_195	G_9	G_12	s_275	s_218	G_4	s_202	s_253	s_225	s_337	s_227	s_214	s_291	s_339	s_346	s_273	s_260	s_249	s_221	s_191	s_311	s_185	G_32	s_293	s_332	s_280	s_284	s_320	s_236	G_36	G_34	G_23	s_306	s_316	s_223	s_262	s_322	s_325	s_287	s_328	G_7	s_256	s_350	s_230	s_207	s_310	G_8	s_234	s_303	s_258	G_35	s_242	s_281	s_324	G_1	G_26	G_11	s_204	s_307	s_295	s_305	s_298	G_15	s_217	s_251	s_264	s_285	s_315	s_193	s_255	G_6	s_289	G_30	s_266	G_29	s_302	s_235	G_3	s_290	s_211	s_206	s_232	s_210	s_292	s_186	G_24	s_348	s_238	s_270	G_13	s_340
s_337 0.02026734 0.02025970 0.01913080 0.02016203 0.02196878 0.01998471 0.01972217 0.02048247 0.00108734 0.01979998 0.00487998 0.02011433 0.02006628 0.01995907 0.01962999 0.01980196 0.02014592 0.02002343 0.02001939 0.02027191 0.02004688 0.02008485 0.01987359 0.01986915 0.02005579 0.00134635 0.02055756 0.02008195 0.01963611 0.01977223 0.01967551 0.02010346 0.02011955 0.01972880 0.01987585 0.01924079 0.02011661 0.01994378 0.01995616 0.01107604 0.01293009 0.02038902 0.01986559 0.02113729 0.02019420 0.01982870 0.02043132 0.01772097 0.02005163 0.02014742 0.01997097 0.01988739 0.02010501 0.01981014 0.01281882 0.01764368 0.02003234 0.01984100 0.01301886 0.01312166 0.02016820 0.01995650 0.02051780 0.01971662 0.01059878 0.02019899 0.01927168 0.02000564 0.02002247 0.02006984 0.02037083 0.00688081 0.01902668 0.02013037 0.01972897 0.01978883 0.02002801 0.01984803 0.01960474 0.01978869 0.01918186 0.01963935 0.01967649 0.00095350 0.01828986 0.01986522 0.02201317 0.01979179 0.02006037 0 0.02007570 0.02012141 0.02010974 0.01970409 0.02055596 0.01995994 0.02001383 0.01931602 0.01975158 0.02001994 0.02008681 0.01996153 0.01993601 0.02002072 0.01985624 0.02011157 0.01102226 0.01700428 0.01995658 0.02010819 0.01998793 0.01982560 0.01993596 0.01753279 0.01998256 0.00925520 0.02044732 0.02046710 0.01085535 0.02087894 0.01985053 0.01990611 0.01921606 0.01959406 0.02001622 0.01967281 0.02013146 0.02006058 0.02016399 0.01819925 0.01987600 0.02011032 0.02096923 0.02049317 0.01970974 0.01981456 0.01954027 0.01278607 0.01361441 0.02080063 0.01959026 0.00565696 0.01986277 0.01996780 0.01768846 0.01994315 0.01099962 0.01893010 0.01989288 0.02013038 0.02016667 0.01309320 0.01984158 0.02037468 0.01999677 0.01845451 0.01975859 0.02116695 0.02158352 0.01999483 0.00499248 0.01987029 0.02020173 0.01981689 0.02013200 0.01992024 0.01865698 0.01996177 0.02041746 0.01983190 0.01972934
s_227 0.01803272 0.00124314 0.01718519 0.01811861 0.02009660 0.01729044 0.00084957 0.01808075 0.02003107 0.01778510 0.01861073 0.00013581 0.00011800 0.00007245 0.00079764 0.01733925 0.01777728 0.01735652 0.00007342 0.00029544 0.00006559 0.00007383 0.01737247 0.01729084 0.00008317 0.02049514 0.01805633 0.00014957 0.01736758 0.01734478 0.01718797 0.01748126 0.00007042 0.01793761 0.01731948 0.00132241 0.00007871 0.01720899 0.01756371 0.01760977 0.01860014 0.01814201 0.00006688 0.01878534 0.00120628 0.01740777 0.01912858 0.00007736 0.00012014 0.01766707 0.00006273 0.01736758 0.00012222 0.00006117 0.01839414 0.02001916 0.00006880 0.01762650 0.01898376 0.01862592 0.00009733 0.01742966 0.00058157 0.00008448 0.01759588 0.00012329 0.01722911 0.01733194 0.00007238 0.01779352 0.00060888 0.01860655 0.01726510 0.01738071 0.01763887 0.01757774 0.00011951 0.01732217 0.00085277 0.01731278 0.01740095 0.01734749 0.01760153 0.01999052 0.01664384 0.01737775 0.02003208 0.01727170 0.00006886 0.02007570 0 0.00008041 0.01728370 0.00009520 0.01805685 0.01833520 0.01735661 0.01706451 0.01709572 0.00008727 0.00007051 0.00008814 0.01758991 0.01728705 0.00011258 0.01732881 0.01765845 0.01699871 0.01719503 0.01774163 0.01768940 0.01732372 0.01732973 0.02057578 0.00006856 0.01977696 0.01824087 0.01914813 0.01766154 0.01912988 0.01732000 0.01727103 0.01732403 0.00090706 0.00008614 0.01720559 0.01789796 0.01728933 0.00011566 0.01703447 0.01780506 0.00006403 0.01921875 0.01908591 0.01784542 0.01729143 0.01788544 0.01849584 0.01937161 0.01903641 0.00079380 0.01984548 0.01736259 0.00007726 0.02000655 0.00121186 0.01759890 0.01684864 0.00009292 0.00015782 0.01795442 0.01874149 0.01741084 0.01807493 0.01742364 0.01719977 0.01726935 0.01880639 0.01935701 0.00007683 0.01865788 0.01724809 0.00009268 0.01723652 0.00007807 0.01756155 0.01742977 0.01721541 0.01820347 0.01736683 0.00008972
s_214 0.01812181 0.00119741 0.01715602 0.01777440 0.02007098 0.01731802 0.00051131 0.01802572 0.02018354 0.01760395 0.01864299 0.00012395 0.00010880 0.00006326 0.00046738 0.01739136 0.01786067 0.01735122 0.00004712 0.00026164 0.00005243 0.00006481 0.01740820 0.01737079 0.00004824 0.02057956 0.01805631 0.00012696 0.01737210 0.01723203 0.01719725 0.01749147 0.00004669 0.01803140 0.01716657 0.00135575 0.00007243 0.01719731 0.01759964 0.01732928 0.01873100 0.01785796 0.00005320 0.01862584 0.00115321 0.01741874 0.01877107 0.00005819 0.00008191 0.01771272 0.00005787 0.01739846 0.00010213 0.00005372 0.01830395 0.02013236 0.00004664 0.01782511 0.01877334 0.01873540 0.00007000 0.01748022 0.00056942 0.00005179 0.01734056 0.00011201 0.01730353 0.01730532 0.00004172 0.01784549 0.00056111 0.01849827 0.01728276 0.01743453 0.01766579 0.01758529 0.00008210 0.01738251 0.00050713 0.01737400 0.01740198 0.01739564 0.01763530 0.02004004 0.01713178 0.01741599 0.02002752 0.01727007 0.00006275 0.02012141 0.00008041 0 0.01733558 0.00006621 0.01805396 0.01807826 0.01734157 0.01709272 0.01733096 0.00004190 0.00006592 0.00004992 0.01763371 0.01734247 0.00007884 0.01736448 0.01738591 0.01707691 0.01723529 0.01784495 0.01768027 0.01739352 0.01738375 0.02063257 0.00005780 0.01943666 0.01802843 0.01881192 0.01739765 0.01870631 0.01737838 0.01730037 0.01737020 0.00061253 0.00005022 0.01724412 0.01789677 0.01731535 0.00010620 0.01711653 0.01783389 0.00005814 0.01882667 0.01880691 0.01785618 0.01734055 0.01797024 0.01848034 0.01902799 0.01861034 0.00046942 0.01982090 0.01741436 0.00004866 0.02009509 0.00116253 0.01737103 0.01691642 0.00005951 0.00013692 0.01796642 0.01883860 0.01744077 0.01798299 0.01739357 0.01736075 0.01725560 0.01863989 0.01944389 0.00005264 0.01863713 0.01723085 0.00006288 0.01727030 0.00004866 0.01759324 0.01732006 0.01724715 0.01794263 0.01739869 0.00006313
s_291 0.00258330 0.01769494 0.01762887 0.01847234 0.01932772 0.00013855 0.01717066 0.01828545 0.02005668 0.00033995 0.01814142 0.01729625 0.01731358 0.01724177 0.01704341 0.00034016 0.00035095 0.00012079 0.01716152 0.01754436 0.01730639 0.01718623 0.00032512 0.00008179 0.01732839 0.02060585 0.01834778 0.01741614 0.01847934 0.00009189 0.00009215 0.00265865 0.01721705 0.00334989 0.00033899 0.01658924 0.01740772 0.00012844 0.00037032 0.01770551 0.01762569 0.01757609 0.01713344 0.01796090 0.01767980 0.00036062 0.01758371 0.01714323 0.01724786 0.00036877 0.01711604 0.00009689 0.01739440 0.01716928 0.01765970 0.01994771 0.01716508 0.00036652 0.01817554 0.01803467 0.01736293 0.00040254 0.01731673 0.01734687 0.01778371 0.01733196 0.01844233 0.00012863 0.01730380 0.00035910 0.01781492 0.01784318 0.01759002 0.00014275 0.00036211 0.00165523 0.01735689 0.00032621 0.01704333 0.00009118 0.01777621 0.00034133 0.00033104 0.01986771 0.01746945 0.00034733 0.01929183 0.00012033 0.01720636 0.02010974 0.01728370 0.01733558 0 0.01736024 0.01835162 0.01737149 0.00013178 0.01788169 0.00018684 0.01721909 0.01741916 0.01724802 0.00037483 0.00012064 0.01745053 0.00009736 0.01764851 0.01765705 0.00009463 0.00054715 0.00041297 0.00032994 0.00010695 0.02106576 0.01701179 0.02028819 0.01775091 0.01842130 0.01760618 0.01835391 0.00034560 0.00014142 0.01846672 0.01711779 0.01726276 0.00009381 0.00031748 0.00013373 0.01742479 0.01669302 0.00037455 0.01736032 0.01813470 0.01838982 0.00362473 0.00032658 0.00341012 0.01784584 0.01860003 0.01795778 0.01724541 0.01899749 0.00033825 0.01728975 0.02005605 0.01764799 0.01761255 0.01802757 0.01707283 0.01744321 0.00041447 0.01788765 0.00035591 0.01754885 0.00037311 0.01791411 0.00009043 0.01790174 0.01876430 0.01712005 0.01811631 0.00010547 0.01735777 0.00012771 0.01734176 0.00033697 0.01770327 0.00009422 0.01754598 0.00033191 0.01738948
s_339 0.01778687 0.00122326 0.01716300 0.01769198 0.02029295 0.01732391 0.00054952 0.01800619 0.01974433 0.01751155 0.01866452 0.00014912 0.00013706 0.00008622 0.00051266 0.01706753 0.01752378 0.01745970 0.00006107 0.00027764 0.00007497 0.00008109 0.01708826 0.01721447 0.00006994 0.01978390 0.01801349 0.00014265 0.01735366 0.01707581 0.01722099 0.01746309 0.00006581 0.01764479 0.01689193 0.00138721 0.00008262 0.01722822 0.01730701 0.01738076 0.01784934 0.01825986 0.00007221 0.01860531 0.00118543 0.01712685 0.01828776 0.00006742 0.00009690 0.01740543 0.00007484 0.01710034 0.00012129 0.00007845 0.01857951 0.01978020 0.00006498 0.01755968 0.01875485 0.01840730 0.00008866 0.01715961 0.00057376 0.00006681 0.01696303 0.00013594 0.01702257 0.01737148 0.00006338 0.01749956 0.00057804 0.01783528 0.01729890 0.01739855 0.01736374 0.01731944 0.00011124 0.01706053 0.00055314 0.01724857 0.01741730 0.01708895 0.01731812 0.01958921 0.01678604 0.01711648 0.02020723 0.01728725 0.00007896 0.01970409 0.00009520 0.00006621 0.01736024 0 0.01803765 0.01804260 0.01730936 0.01680363 0.01719738 0.00006070 0.00009237 0.00007261 0.01728751 0.01729660 0.00009394 0.01740236 0.01734422 0.01518276 0.01719575 0.01748715 0.01743056 0.01705887 0.01728621 0.02038674 0.00006902 0.02019786 0.01840076 0.01832618 0.01732606 0.01885864 0.01703938 0.01719733 0.01706989 0.00060442 0.00006649 0.01705830 0.01763567 0.01732939 0.00012498 0.01619965 0.01753964 0.00008377 0.01891050 0.01876401 0.01755025 0.01702012 0.01758315 0.01864603 0.01895235 0.01878499 0.00050457 0.01940098 0.01710558 0.00007082 0.01990213 0.00118773 0.01726298 0.01662917 0.00008017 0.00015984 0.01765268 0.01831245 0.01712924 0.01828198 0.01712276 0.01696952 0.01728458 0.01861794 0.01907906 0.00006577 0.01866895 0.01715063 0.00008121 0.01714058 0.00007161 0.01727407 0.01703531 0.01719796 0.01838567 0.01710806 0.00007527
s_346 0.01874954 0.01819371 0.01851290 0.01863064 0.01969740 0.01822913 0.01788097 0.00004926 0.02067307 0.01822251 0.01963840 0.01809972 0.01798137 0.01799796 0.01792188 0.01813153 0.01814724 0.01833529 0.01825883 0.01843361 0.01796170 0.01800924 0.01815173 0.01817248 0.01824355 0.02073660 0.00005406 0.01802211 0.01872741 0.01804330 0.01818916 0.01886276 0.01824338 0.01834629 0.01805656 0.01726245 0.01801848 0.01809412 0.01832659 0.01862789 0.01840257 0.01863926 0.01786314 0.01914273 0.01820955 0.01818928 0.01844922 0.01640077 0.01816750 0.01849958 0.01746512 0.01811301 0.01805368 0.01788167 0.01934179 0.02122061 0.01818421 0.01828332 0.01945825 0.01920529 0.01824188 0.01824482 0.01864863 0.01805809 0.01813997 0.01807313 0.01785759 0.01820539 0.01835720 0.01812420 0.01840961 0.01925508 0.01842237 0.01840021 0.01844213 0.01842064 0.01834237 0.01805142 0.01789402 0.01808072 0.01858834 0.01813358 0.01843084 0.02054980 0.01826208 0.01811267 0.01985041 0.01816640 0.01793443 0.02055596 0.01805685 0.01805396 0.01835162 0.01803765 0 0.01827314 0.01818177 0.01814700 0.01800660 0.01819721 0.01800007 0.01824594 0.01845365 0.01829823 0.01826264 0.01839199 0.01853630 0.01617724 0.01817191 0.01810311 0.01800404 0.01807587 0.01823867 0.02174359 0.01778821 0.02130886 0.01860920 0.01857861 0.01853858 0.01939929 0.01810901 0.01820564 0.01785727 0.01776980 0.01813753 0.01793579 0.01839387 0.01823984 0.01811184 0.01749462 0.01823040 0.01803672 0.01933606 0.01927080 0.01830898 0.01803692 0.01826879 0.01923328 0.01992598 0.01920114 0.01785465 0.02018959 0.01821232 0.01821749 0.02136850 0.01817850 0.01855847 0.01801524 0.01813273 0.01812763 0.01826558 0.01886494 0.01813721 0.01842148 0.01819308 0.01846047 0.01819595 0.01914823 0.01919584 0.01802720 0.01954662 0.01812669 0.01828160 0.01807904 0.01822468 0.01837658 0.01794671 0.01819977 0.01857739 0.01812310 0.01829716
s_273 0.01798290 0.01872506 0.01166895 0.00661285 0.01967029 0.01754090 0.01796234 0.01819321 0.01999473 0.01788965 0.01847884 0.01850848 0.01835385 0.01835939 0.01784162 0.01753706 0.01794623 0.01762472 0.01821007 0.01819904 0.01838968 0.01838173 0.01750123 0.01731788 0.01830511 0.02047398 0.01835484 0.01834964 0.01112563 0.01735507 0.01746732 0.01830366 0.01836457 0.01796573 0.01754470 0.01774612 0.01817504 0.01744599 0.01759741 0.01730088 0.01746904 0.01788595 0.01820586 0.01864258 0.01869577 0.01753164 0.01920470 0.01824017 0.01836998 0.01775776 0.01826223 0.01738388 0.01837591 0.01828893 0.01757487 0.01537091 0.01836434 0.01806594 0.01774408 0.01741178 0.01845975 0.01753747 0.01831129 0.01807455 0.01714613 0.01831401 0.00939791 0.01763080 0.01835249 0.01793775 0.01841862 0.01780199 0.01159337 0.01745577 0.01755803 0.01775355 0.01831552 0.01755217 0.01782510 0.01737240 0.01171916 0.01760034 0.01743012 0.01999034 0.01011499 0.01758036 0.01958611 0.01746585 0.01832798 0.01995994 0.01833520 0.01807826 0.01737149 0.01804260 0.01827314 0 0.01750683 0.01056005 0.01733009 0.01819057 0.01824307 0.01828047 0.01760655 0.01735137 0.01797192 0.01729569 0.01725605 0.01044625 0.01748386 0.01791868 0.01796484 0.01756901 0.01740881 0.01621134 0.01808438 0.01986940 0.01763940 0.01926413 0.01723044 0.01933724 0.01755323 0.01746989 0.00941643 0.01780675 0.01828776 0.01729477 0.01793671 0.01757778 0.01807524 0.01012551 0.01794705 0.01846263 0.01920475 0.00075622 0.01778970 0.01760137 0.01777092 0.01777335 0.01811075 0.01918659 0.01773434 0.01911003 0.01752135 0.01834400 0.01532616 0.01854374 0.01728599 0.01019547 0.01822745 0.01842177 0.01811579 0.01746399 0.01764746 0.01778156 0.01768902 0.01042338 0.01753875 0.01864570 0.01905031 0.01814052 0.01840245 0.01744573 0.01840744 0.01730535 0.01844381 0.01756173 0.01141276 0.01749808 0.01775940 0.01756199 0.01813741
s_260 0.00253552 0.01773872 0.01758685 0.01840558 0.01934411 0.00012356 0.01720773 0.01809824 0.01995927 0.00033465 0.01803244 0.01733229 0.01735473 0.01725399 0.01706522 0.00033564 0.00034985 0.00011508 0.01719196 0.01744569 0.01729214 0.01723487 0.00031800 0.00008559 0.01734451 0.02042821 0.01815611 0.01741331 0.01844717 0.00008828 0.00008514 0.00263404 0.01724273 0.00336997 0.00033144 0.01657659 0.01727997 0.00013413 0.00036081 0.01780287 0.01804305 0.01737640 0.01714131 0.01787399 0.01767243 0.00034286 0.01814004 0.01707277 0.01725448 0.00036231 0.01717341 0.00009176 0.01740552 0.01716022 0.01760732 0.01999237 0.01728275 0.00036166 0.01812962 0.01804371 0.01737260 0.00040004 0.01746242 0.01715355 0.01778481 0.01741596 0.01832631 0.00012692 0.01731855 0.00035507 0.01762942 0.01776683 0.01754556 0.00014438 0.00035215 0.00163105 0.01734354 0.00032085 0.01707516 0.00008256 0.01766066 0.00033295 0.00032890 0.01997926 0.01737085 0.00034247 0.01938450 0.00012221 0.01725580 0.02001383 0.01735661 0.01734157 0.00013178 0.01730936 0.01818177 0.01750683 0 0.01786217 0.00018030 0.01726460 0.01725928 0.01725437 0.00036832 0.00013033 0.01733458 0.00009377 0.01775229 0.01722669 0.00009348 0.00053797 0.00040442 0.00032199 0.00011931 0.02104036 0.01703524 0.01956247 0.01752451 0.01816433 0.01777551 0.01823537 0.00034154 0.00014377 0.01832141 0.01713146 0.01726983 0.00008922 0.00031170 0.00014018 0.01729431 0.01667576 0.00037596 0.01734507 0.01819206 0.01822309 0.00364249 0.00032021 0.00338465 0.01776699 0.01867547 0.01774268 0.01724944 0.01896325 0.00033069 0.01730357 0.02012074 0.01760071 0.01777261 0.01789568 0.01710368 0.01750088 0.00040538 0.01811229 0.00034787 0.01737927 0.00036688 0.01778096 0.00008597 0.01785991 0.01875015 0.01715993 0.01807423 0.00010252 0.01737348 0.00014147 0.01736205 0.00033018 0.01703743 0.00008287 0.01738151 0.00032470 0.01732755
s_249 0.01807640 0.01745004 0.01149340 0.01045033 0.01891341 0.01794169 0.01708465 0.01817583 0.01925133 0.01796263 0.01786877 0.01701479 0.01695904 0.01694888 0.01703411 0.01801382 0.01818483 0.01782235 0.01686646 0.01694900 0.01690680 0.01693124 0.01803294 0.01790612 0.01703568 0.01978318 0.01823410 0.01698897 0.00042861 0.01788269 0.01791112 0.01875630 0.01704481 0.01800473 0.01795115 0.01661597 0.01674531 0.01784401 0.01819664 0.01667916 0.01652959 0.01747733 0.01674184 0.01685209 0.01755311 0.01805948 0.01829518 0.01656799 0.01694327 0.01830390 0.01681327 0.01799059 0.01701019 0.01683351 0.01643941 0.01345475 0.01699389 0.01801368 0.01675252 0.01652293 0.01705235 0.01807877 0.01710086 0.01677664 0.01665074 0.01681477 0.00441891 0.01802579 0.01707534 0.01811464 0.01712159 0.01739551 0.01161112 0.01804219 0.01808624 0.01846689 0.01704348 0.01800229 0.01690372 0.01785029 0.01161451 0.01804480 0.01785192 0.01925650 0.00711420 0.01809791 0.01892599 0.01775512 0.01696752 0.01931602 0.01706451 0.01709272 0.01788169 0.01680363 0.01814700 0.01056005 0.01786217 0 0.01772951 0.01691256 0.01676715 0.01694315 0.01819412 0.01785742 0.01688166 0.01778934 0.01666530 0.00989454 0.01789667 0.01808479 0.01812605 0.01797886 0.01814157 0.01380498 0.01667772 0.01849973 0.01756693 0.01832228 0.01669546 0.01857218 0.01801064 0.01784751 0.00433615 0.01702484 0.01688008 0.01772102 0.01822466 0.01800991 0.01679001 0.00995647 0.01804753 0.01698522 0.01818236 0.01169517 0.01798149 0.01800031 0.01786632 0.01655664 0.01711279 0.01825648 0.01694482 0.01867317 0.01803420 0.01699298 0.01342484 0.01749658 0.01667859 0.00013697 0.01694235 0.01680059 0.01828258 0.01658365 0.01807954 0.01739816 0.01804306 0.00754087 0.01790371 0.01684296 0.01862117 0.01691374 0.01794013 0.01787437 0.01707257 0.01787437 0.01704850 0.01808880 0.01118728 0.01791456 0.01738771 0.01798264 0.01687256
s_221 0.00262548 0.01763117 0.01741383 0.01832088 0.01931174 0.00018634 0.01689082 0.01796077 0.01979953 0.00033727 0.01807271 0.01708800 0.01715184 0.01711093 0.01687943 0.00036417 0.00048084 0.00017589 0.01716372 0.01721542 0.01711203 0.01711221 0.00035415 0.00014443 0.01735967 0.02023622 0.01801663 0.01744199 0.01817314 0.00015133 0.00013144 0.00232600 0.01722878 0.00316847 0.00035723 0.01650012 0.01714791 0.00019114 0.00047372 0.01760320 0.01785695 0.01704021 0.01700167 0.01753692 0.01757373 0.00037107 0.01803687 0.01692694 0.01722370 0.00041268 0.01701960 0.00016559 0.01738407 0.01702783 0.01786444 0.01989753 0.01729925 0.00036095 0.01797952 0.01790861 0.01733507 0.00041811 0.01731826 0.01717578 0.01755726 0.01709331 0.01768635 0.00019249 0.01728694 0.00044413 0.01766332 0.01755444 0.01737725 0.00021384 0.00044939 0.00139148 0.01734510 0.00034953 0.01691202 0.00014881 0.01757414 0.00036008 0.00043284 0.01979183 0.01792230 0.00037571 0.01928656 0.00016394 0.01704633 0.01975158 0.01709572 0.01733096 0.00018684 0.01719738 0.01800660 0.01733009 0.00018030 0.01772951 0 0.01723104 0.01721428 0.01724015 0.00049477 0.00020220 0.01720123 0.00015507 0.01755449 0.01658458 0.00015210 0.00053303 0.00042262 0.00036204 0.00018647 0.02055390 0.01694119 0.01924018 0.01737958 0.01819766 0.01757225 0.01820899 0.00037385 0.00019479 0.01782536 0.01689912 0.01725700 0.00014730 0.00037776 0.00021968 0.01718151 0.01704260 0.00036783 0.01714602 0.01806042 0.01797906 0.00337397 0.00035191 0.00316483 0.01802501 0.01844121 0.01787238 0.01702789 0.01865223 0.00037268 0.01727226 0.01986160 0.01749842 0.01758815 0.01756998 0.01706922 0.01716362 0.00046102 0.01799240 0.00038399 0.01722209 0.00038597 0.01777006 0.00013146 0.01749535 0.01863695 0.01715325 0.01802068 0.00017578 0.01739234 0.00018501 0.01738991 0.00039250 0.01723938 0.00014606 0.01706293 0.00036132 0.01721885
s_191 0.01802658 0.00121523 0.01733425 0.01796256 0.02027793 0.01721295 0.00053428 0.01818643 0.02002324 0.01770897 0.01882633 0.00011780 0.00010837 0.00005022 0.00048990 0.01726505 0.01770799 0.01727842 0.00003804 0.00025582 0.00005079 0.00005953 0.01727328 0.01723643 0.00004449 0.02043994 0.01823402 0.00011639 0.01722990 0.01711846 0.01712484 0.01710463 0.00004128 0.01780855 0.01724021 0.00129775 0.00006247 0.01713286 0.01746918 0.01754020 0.01855941 0.01803958 0.00005079 0.01881078 0.00117957 0.01733586 0.01900710 0.00004935 0.00007789 0.01757880 0.00005493 0.01727136 0.00010094 0.00005182 0.01872216 0.02008079 0.00004150 0.01771110 0.01895812 0.01858238 0.00006356 0.01734659 0.00055760 0.00005042 0.01751440 0.00010950 0.01717457 0.01720541 0.00004474 0.01770070 0.00056519 0.01868427 0.01723054 0.01730824 0.01755857 0.01748926 0.00008068 0.01725856 0.00052827 0.01724299 0.01749411 0.01727329 0.01751242 0.01995156 0.01697840 0.01727616 0.02031198 0.01719012 0.00005773 0.02001994 0.00008727 0.00004190 0.01721909 0.00006070 0.01819721 0.01819057 0.01726460 0.01691256 0.01723104 0 0.00006089 0.00004324 0.01747315 0.01720353 0.00007174 0.01726414 0.01753071 0.01695602 0.01713937 0.01764872 0.01759393 0.01724081 0.01726968 0.02050249 0.00005642 0.01980821 0.01816522 0.01878343 0.01757541 0.01893276 0.01725906 0.01718233 0.01722509 0.00058223 0.00004499 0.01713377 0.01781638 0.01718946 0.00010292 0.01688319 0.01776293 0.00006245 0.01894993 0.01898403 0.01775095 0.01721510 0.01778054 0.01882200 0.01934491 0.01873431 0.00048327 0.01976626 0.01728427 0.00004267 0.02003379 0.00117576 0.01753521 0.01679735 0.00005013 0.00014528 0.01786493 0.01870132 0.01732543 0.01797003 0.01731549 0.01721228 0.01719016 0.01882960 0.01928109 0.00004911 0.01884953 0.01710089 0.00005194 0.01716311 0.00004790 0.01746069 0.01723119 0.01713198 0.01810319 0.01729322 0.00005505
s_311 0.01809047 0.00120902 0.01726545 0.01770634 0.02020008 0.01731271 0.00080366 0.01801836 0.01978002 0.01778914 0.01873499 0.00011432 0.00009934 0.00005437 0.00078492 0.01725613 0.01783259 0.01746874 0.00006230 0.00027003 0.00004378 0.00005347 0.01732446 0.01729343 0.00006657 0.02048651 0.01805324 0.00012947 0.01732191 0.01714067 0.01701867 0.01765887 0.00006006 0.01799097 0.01732057 0.00134458 0.00006579 0.01722203 0.01756919 0.01738347 0.01774175 0.01827321 0.00004653 0.01878703 0.00117063 0.01732708 0.01841945 0.00007046 0.00009762 0.01759025 0.00004939 0.01744383 0.00009287 0.00004807 0.01848581 0.01970621 0.00005585 0.01775685 0.01865111 0.01873097 0.00008410 0.01737519 0.00056841 0.00007155 0.01770610 0.00010513 0.01723184 0.01733273 0.00006360 0.01770364 0.00058728 0.01859042 0.01729730 0.01740559 0.01761510 0.01763656 0.00010074 0.01728369 0.00082700 0.01731970 0.01735637 0.01738391 0.01759771 0.01957022 0.01680906 0.01731172 0.02014371 0.01714635 0.00005025 0.02008681 0.00007051 0.00006592 0.01741916 0.00009237 0.01800007 0.01824307 0.01725928 0.01676715 0.01721428 0.00006089 0 0.00006200 0.01752511 0.01731493 0.00009137 0.01744756 0.01731596 0.01689972 0.01726223 0.01780082 0.01767053 0.01724250 0.01727389 0.02057897 0.00004952 0.02005102 0.01839148 0.01901139 0.01727760 0.01917141 0.01724409 0.01726438 0.01730763 0.00088588 0.00006983 0.01704445 0.01787180 0.01735148 0.00008945 0.01617944 0.01775958 0.00004784 0.01906316 0.01925758 0.01785010 0.01728272 0.01784754 0.01858648 0.01890701 0.01879710 0.00078850 0.01948975 0.01727980 0.00007056 0.01977031 0.00116501 0.01731080 0.01681604 0.00007427 0.00012982 0.01788499 0.01826608 0.01733943 0.01813770 0.01737844 0.01700017 0.01720023 0.01882494 0.01906117 0.00006523 0.01875587 0.01719990 0.00007611 0.01715766 0.00006513 0.01754382 0.01735541 0.01726608 0.01823678 0.01729400 0.00007885
