	Acinetobacter_lwoffii_N199_BC07	Acinetobacter_pittii_N104_BC09	Acinetobacter_pittii_N214_BC03	Aerococcus_viridans_N127_BC12	Bacillus_cereus_N128_BC08	Bacillus_cereus_N204_BC03	Bacillus_thuringiensis_N101_BC05	Bacillus_thuringiensis_N118_BC06	Bacillus_thuringiensis_N128_BC08	Bacillus_thuringiensis_N162_BC02	Bacillus_thuringiensis_N183_BC12	Bacillus_thuringiensis_N219_BC01	Bacillus_thuringiensis_N221_BC09	Bacillus_thuringiensis_N236_BC05	Bacillus_thuringiensis_N238_BC12	Burkholderia_cenocepacia_N139_BC07	Burkholderia_cenocepacia_N209_BC12	Burkholderia_contaminans_N151_BC06	Burkholderia_lata_N104_BC06	Burkholderia_lata_N127_BC08	Burkholderia_lata_N127_BC10	Burkholderia_lata_N139_BC07	Burkholderia_lata_N139_BC08	Burkholderia_lata_N150_BC11	Burkholderia_lata_N151_BC06	Burkholderia_lata_N200_BC05	Candida_albicans_N235_BC07	Candida_dubliniensis_N235_BC07	Candida_dubliniensis_N239_BC02	Chromobacterium_vaccinii_N175_BC04	Chromobacterium_vaccinii_N183_BC04	Chromobacterium_vaccinii_N187_BC02	Chromobacterium_vaccinii_N196_BC09	Chromobacterium_vaccinii_N208_BC01	Chromobacterium_vaccinii_N227_BC02	Chromobacterium_vaccinii_N228_BC06	Chromobacterium_violaceum_N196_BC11	Chromobacterium_violaceum_N221_BC06	Comamonas_testosteroni_N114_BC09	Corynebacterium_striatum_N230_BC07	Elizabethkingia_anophelis_N109_BC09	Elizabethkingia_anophelis_N167_BC01	Elizabethkingia_anophelis_N221_BC03	Elizabethkingia_genomosp._N155_BC09	Elizabethkingia_genomosp._N221_BC03	Elizabethkingia_miricola_N109_BC06	Elizabethkingia_miricola_N109_BC10	Elizabethkingia_miricola_N138_BC07	Elizabethkingia_miricola_N161_BC04	Elizabethkingia_miricola_N161_BC05	Elizabethkingia_miricola_N161_BC06	Elizabethkingia_miricola_N167_BC02	Elizabethkingia_miricola_N167_BC04	Elizabethkingia_miricola_N171_BC04	Elizabethkingia_miricola_N194_BC10	Elizabethkingia_miricola_N217_BC08	Elizabethkingia_miricola_N239_BC03	Enterococcus_sp._N233_BC08	Lysinibacillus_sp._N170_BC01	Lysinibacillus_sp._N220_BC01	Lysinibacillus_sp._N234_BC11	Macrococcus_sp._N125_BC08	Paenibacillus_sp._N132_BC08	Paenibacillus_sp._N143_BC11	Paenibacillus_sp._N173_BC04	Paenibacillus_sp._N190_BC10	Paenibacillus_sp._N198_BC04	Paenibacillus_sp._N220_BC06	Paenibacillus_xylanexedens_N101_BC06	Paenibacillus_xylanexedens_N195_BC10	Pantoea_rwandensis_N156_BC03	Plautia_stali_N105_BC01	Pseudomonas_oryzihabitans_N112_BC11	Pseudomonas_putida_N188_BC01	Pseudomonas_putida_N192_BC11	Pseudomonas_putida_N198_BC03	Pseudomonas_putida_N227_BC03	Pseudomonas_resinovorans_N133_BC12	Pseudomonas_sp._N104_BC04	Sphingomonas_sp._N156_BC01	Sphingomonas_sp._N156_BC02	Sphingomonas_sp._N162_BC07	Sphingomonas_sp._N182_BC07	Sphingomonas_sp._N182_BC08	Sphingomonas_sp._N215_BC02	Sphingomonas_sp._N216_BC07	Sphingomonas_sp._N223_BC05	Staphylococcus_capitis_N103_BC08	Staphylococcus_capitis_N108_BC10	Staphylococcus_capitis_N113_BC01	Staphylococcus_capitis_N113_BC02	Staphylococcus_capitis_N113_BC03	Staphylococcus_capitis_N114_BC03	Staphylococcus_capitis_N116_BC10	Staphylococcus_capitis_N121_BC07	Staphylococcus_capitis_N125_BC06	Staphylococcus_capitis_N125_BC07	Staphylococcus_capitis_N125_BC08	Staphylococcus_capitis_N128_BC08	Staphylococcus_capitis_N128_BC10	Staphylococcus_capitis_N128_BC11	Staphylococcus_capitis_N131_BC08	Staphylococcus_capitis_N131_BC09	Staphylococcus_capitis_N131_BC10	Staphylococcus_capitis_N135_BC02	Staphylococcus_capitis_N135_BC03	Staphylococcus_capitis_N136_BC10	Staphylococcus_capitis_N140_BC11	Staphylococcus_capitis_N154_BC02	Staphylococcus_capitis_N165_BC06	Staphylococcus_capitis_N169_BC03	Staphylococcus_capitis_N176_BC05	Staphylococcus_capitis_N176_BC06	Staphylococcus_capitis_N178_BC01	Staphylococcus_capitis_N181_BC06	Staphylococcus_capitis_N188_BC05	Staphylococcus_capitis_N200_BC09	Staphylococcus_capitis_N202_BC02	Staphylococcus_capitis_N203_BC06	Staphylococcus_capitis_N209_BC03	Staphylococcus_capitis_N210_BC05	Staphylococcus_capitis_N212_BC03	Staphylococcus_capitis_N217_BC06	Staphylococcus_capitis_N218_BC02	Staphylococcus_capitis_N220_BC11	Staphylococcus_capitis_N221_BC07	Staphylococcus_capitis_N225_BC11	Staphylococcus_capitis_N233_BC04	Staphylococcus_capitis_N235_BC02	Staphylococcus_capitis_N237_BC11	Staphylococcus_capitis_N238_BC04	Staphylococcus_cohnii_N101_BC08	Staphylococcus_cohnii_N129_BC02	Staphylococcus_kloosii_N232_BC10	Staphylococcus_piscifermentans_N233_BC03	Staphylococcus_succinus_N168_BC08	Staphylococcus_succinus_N176_BC09	Staphylococcus_succinus_N176_BC11	Staphylococcus_succinus_N176_BC12	Staphylococcus_succinus_N202_BC08	Staphylococcus_succinus_N225_BC07	Stenotrophomonas_maltophilia_N116_BC12	Stenotrophomonas_maltophilia_N117_BC02	Stenotrophomonas_maltophilia_N131_BC06	Stenotrophomonas_maltophilia_N178_BC12	Stenotrophomonas_maltophilia_N188_BC07	Stenotrophomonas_maltophilia_N188_BC09	Stenotrophomonas_maltophilia_N188_BC10	Stenotrophomonas_maltophilia_N201_BC07	Stenotrophomonas_maltophilia_N203_BC03	Stenotrophomonas_maltophilia_N216_BC11	Stenotrophomonas_maltophilia_N228_BC08	Streptococcus_salivarius_N174_BC07	
Staphylococcus_capitis_N116_BC10	0.405585	0.405585	0.328965	0.295981	0.339586	0.328965	0.35328	0.35328	0.320287	0.339586	0.328965	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.35328	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.35328	0.339586	0.339586	0.295981	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0115941	0.0205992	0.0120987	0.0126299	0.0146574	0.0315385	0	0.0148814	0.0352608	0.0123487	0.0154919	0.0147926	0.0129677	0.01361	0.0261097	0.02416	0.0374978	0.013112	0.0118653	0.0135016	0.0152191	0.0139285	0.0110663	0.0125358	0.026118	0.0115134	0.015422	0.0113662	0.0472248	0.0125687	0.0244475	0.0158608	0.0119657	0.0119383	0.0117564	0.0252815	0.013233	0.0237309	0.0116525	0.0143129	0.0215486	0.0124046	0.0178969	0.01177	0.240698	0.248764	0.224525	0.232543	0.248764	0.242205	0.243761	0.242205	0.250557	0.239237	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.339586	
Staphylococcus_capitis_N121_BC07	1.0	1.0	0.339586	0.312952	0.35328	0.339586	0.35328	0.372583	0.339586	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.35328	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.372583	0.339586	0.35328	0.328965	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00743143	0.0184108	0.0079113	0.00893977	0.0120482	0.0266314	0.0148814	0	0.0282879	0.00800873	0.0113707	0.0111453	0.00859606	0.00877107	0.0229527	0.0225724	0.0323853	0.00874374	0.00763667	0.008818	0.0111717	0.0098715	0.00729702	0.00850335	0.0234212	0.00762194	0.0111541	0.00720674	0.0438163	0.00854579	0.0200691	0.0116525	0.00772531	0.00769202	0.00757046	0.0224855	0.00980554	0.0202533	0.00728616	0.00952763	0.0140946	0.006974	0.0142365	0.00815958	0.25242	0.260703	0.232543	0.245371	0.258493	0.25242	0.254359	0.250557	0.254359	0.25242	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	
Staphylococcus_capitis_N125_BC06	1.0	1.0	0.372583	0.306598	0.320287	0.312952	0.372583	0.320287	0.312952	0.328965	0.312952	0.320287	0.306598	0.320287	0.306598	0.372583	0.372583	0.35328	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.372583	0.405585	0.405585	0.405585	0.405585	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.339586	0.35328	0.35328	0.35328	0.273629	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.35328	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0288728	0.0377739	0.0285788	0.0293105	0.0291421	0.0475501	0.0352608	0.0282879	0	0.0287714	0.0316506	0.0317324	0.0291608	0.0302075	0.0332257	0.0403787	0.0473785	0.0295841	0.0288451	0.0302657	0.0318248	0.0298797	0.0284876	0.0294895	0.0424514	0.0284421	0.0311044	0.0281887	0.0627658	0.0291981	0.038398	0.0310544	0.028753	0.0285697	0.0286154	0.0419852	0.0291981	0.036782	0.0284239	0.0293199	0.0330427	0.027813	0.0281437	0.0284421	0.240698	0.243761	0.22668	0.240698	0.26803	0.256381	0.256381	0.250557	0.276697	0.254359	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.328965	
Staphylococcus_capitis_N125_BC07	0.405585	1.0	0.35328	0.295981	0.339586	0.328965	0.405585	0.35328	0.328965	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.35328	0.339586	0.339586	0.300994	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0038308	0.0147041	0.0042582	0.00504221	0.00930564	0.0226087	0.0123487	0.00800873	0.0287714	0	0.00762194	0.00759986	0.00490808	0.00604033	0.0182888	0.0183986	0.02948	0.00472448	0.00378892	0.00507429	0.00763299	0.00665291	0.00357808	0.00481921	0.0214513	0.00394798	0.00753377	0.00345747	0.0392463	0.00479706	0.0164371	0.00756679	0.00395703	0.00392087	0.0039842	0.0182828	0.00598962	0.0166627	0.00380387	0.00661097	0.0138385	0.00432891	0.00991283	0.00341941	0.242205	0.243761	0.219531	0.236445	0.247037	0.235108	0.23782	0.239237	0.250557	0.236445	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	
Staphylococcus_capitis_N125_BC08	1.0	1.0	0.35328	0.300994	0.35328	0.328965	0.372583	0.372583	0.320287	0.35328	0.35328	0.372583	0.35328	0.372583	0.35328	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.372583	0.339586	0.35328	0.295981	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00712406	0.0169536	0.00754477	0.00819369	0.0113796	0.0260597	0.0154919	0.0113707	0.0316506	0.00762194	0	0.0107577	0.0081558	0.00929761	0.0206797	0.0215347	0.0319587	0.00812176	0.00733325	0.00840725	0.0107319	0.00970292	0.00696333	0.00792626	0.0238833	0.00708822	0.0102803	0.00681453	0.0433749	0.00789635	0.0202269	0.0113485	0.00750814	0.00736592	0.00728255	0.0220695	0.00879061	0.0190804	0.00704174	0.00929761	0.0170976	0.00817094	0.0131265	0.00717794	0.240698	0.242205	0.231311	0.240698	0.25242	0.239237	0.245371	0.243761	0.254359	0.243761	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	
Staphylococcus_capitis_N128_BC08	0.405585	1.0	0.35328	0.306598	0.35328	0.328965	0.372583	0.372583	0.328965	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.328965	0.35328	0.339586	0.35328	0.306598	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00664242	0.0167251	0.00743507	0.00789262	0.0110051	0.0264282	0.0147926	0.0111453	0.0317324	0.00759986	0.0107577	0	0.00771051	0.00909007	0.0213613	0.0217866	0.0335187	0.00789262	0.00680042	0.0080727	0.0103605	0.00965793	0.00634754	0.00705245	0.0237157	0.00653781	0.00959675	0.00626855	0.0408353	0.00746061	0.0203128	0.0114374	0.00698824	0.00688878	0.00661097	0.0221907	0.00884936	0.0198993	0.00652738	0.00917761	0.0180168	0.00758883	0.0134329	0.00776237	0.22668	0.22668	0.215016	0.235108	0.25242	0.23782	0.245371	0.245371	0.254359	0.23011	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	
Staphylococcus_capitis_N128_BC10	0.405585	1.0	0.35328	0.306598	0.35328	0.339586	0.405585	0.372583	0.339586	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.35328	0.339586	0.339586	0.300994	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00411762	0.0156431	0.00469616	0.00543101	0.00949519	0.0231301	0.0129677	0.00859606	0.0291608	0.00490808	0.0081558	0.00771051	0	0.00655173	0.0190113	0.0190867	0.0298222	0.004991	0.00427355	0.00544739	0.00807647	0.00714559	0.00384578	0.00489536	0.0222838	0.00416029	0.00769202	0.00378594	0.0390879	0.00516443	0.0171496	0.00836129	0.00426741	0.00424593	0.00418472	0.0190301	0.00630285	0.0173648	0.00398722	0.00674058	0.0143333	0.00495587	0.010458	0.00495268	0.233808	0.236445	0.216771	0.236445	0.243761	0.235108	0.23782	0.236445	0.248764	0.232543	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	
Staphylococcus_capitis_N128_BC11	0.405585	1.0	0.339586	0.295981	0.35328	0.328965	0.372583	0.372583	0.328965	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.328965	0.35328	0.339586	0.339586	0.291447	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00547692	0.0159321	0.00585842	0.00687108	0.0113396	0.0246831	0.01361	0.00877107	0.0302075	0.00604033	0.00929761	0.00909007	0.00655173	0	0.0200494	0.0198993	0.0315588	0.00676872	0.00562195	0.00695977	0.00899106	0.00826969	0.00525826	0.0059795	0.0237233	0.00555259	0.00882584	0.00515153	0.0423196	0.0064096	0.0181373	0.00937399	0.00570154	0.00569822	0.00561864	0.0199709	0.00750814	0.018083	0.00532326	0.00813688	0.0150549	0.00541464	0.0111409	0.00595926	0.242205	0.247037	0.220489	0.240698	0.245371	0.236445	0.239237	0.236445	0.248764	0.235108	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	
Staphylococcus_capitis_N131_BC08	0.405585	1.0	0.372583	0.320287	0.35328	0.328965	0.35328	0.372583	0.328965	0.328965	0.328965	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.35328	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.35328	0.35328	0.328965	0.35328	0.295981	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0180228	0.0267165	0.0184414	0.0187991	0.0239982	0.0337047	0.0261097	0.0229527	0.0332257	0.0182888	0.0206797	0.0213613	0.0190113	0.0200494	0	0.0247937	0.0321556	0.0181494	0.0181071	0.019576	0.0210045	0.0201544	0.0180108	0.018737	0.0333447	0.0181131	0.0207268	0.0177716	0.0536915	0.0186813	0.0261347	0.0160642	0.0183254	0.018095	0.0180288	0.0254678	0.0198018	0.0279912	0.0179029	0.0199709	0.0228644	0.0183558	0.0201676	0.017653	0.245371	0.248764	0.22668	0.23782	0.256381	0.243761	0.247037	0.248764	0.258493	0.250557	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	
Staphylococcus_capitis_N131_BC09	0.405585	1.0	0.372583	0.320287	0.372583	0.339586	0.35328	0.372583	0.328965	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.35328	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.35328	0.35328	0.339586	0.339586	0.287309	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0183375	0.025894	0.0184597	0.0192952	0.0221621	0.035505	0.02416	0.0225724	0.0403787	0.0183986	0.0215347	0.0217866	0.0190867	0.0198993	0.0247937	0	0.0280539	0.0185272	0.0182828	0.0196017	0.0216883	0.0196339	0.018095	0.0191056	0.0339473	0.0181675	0.0209229	0.017861	0.0525338	0.0189424	0.0272243	0.0149969	0.0185272	0.018368	0.0181494	0.0283241	0.0183254	0.0274951	0.0177716	0.0211343	0.024315	0.0183132	0.0209093	0.0179988	0.243761	0.240698	0.221466	0.235108	0.25242	0.239237	0.240698	0.243761	0.25242	0.239237	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	
Staphylococcus_capitis_N131_BC10	0.405585	1.0	0.405585	0.339586	0.372583	0.35328	0.35328	0.372583	0.312952	0.35328	0.339586	0.35328	0.35328	0.35328	0.339586	0.372583	0.372583	0.35328	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.372583	0.372583	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.339586	0.35328	0.339586	0.339586	0.295981	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0290211	0.0372862	0.0294517	0.0300431	0.0362262	0.0461195	0.0374978	0.0323853	0.0473785	0.02948	0.0319587	0.0335187	0.0298222	0.0315588	0.0321556	0.0280539	0	0.0294234	0.0292543	0.0308055	0.0327546	0.0307758	0.0288636	0.0303241	0.0393789	0.0290025	0.0314268	0.0287714	0.0695792	0.0295368	0.0375103	0.0262015	0.0293387	0.0290675	0.0289932	0.0394055	0.0302075	0.0369654	0.028524	0.0308253	0.0336061	0.0292449	0.0298605	0.028652	0.256381	0.260703	0.239237	0.247037	0.258493	0.250557	0.25242	0.250557	0.25242	0.254359	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	
Staphylococcus_capitis_N135_BC02	0.405585	1.0	0.35328	0.320287	0.35328	0.328965	0.405585	0.372583	0.328965	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.35328	0.35328	0.339586	0.339586	0.300994	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00404775	0.0157353	0.00454274	0.00534932	0.00956419	0.0230857	0.013112	0.00874374	0.0295841	0.00472448	0.00812176	0.00789262	0.004991	0.00676872	0.0181494	0.0185272	0.0294234	0	0.00266677	0.00518381	0.00794497	0.00706318	0.00400536	0.00516766	0.0225579	0.00435665	0.00802752	0.00383379	0.03974	0.00508714	0.0168676	0.00798245	0.00322164	0.00352208	0.00445255	0.0178312	0.00641305	0.0166854	0.00423061	0.0071133	0.0138085	0.004924	0.0100582	0.00513219	0.235108	0.23782	0.222464	0.236445	0.248764	0.240698	0.242205	0.242205	0.25242	0.240698	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	
Staphylococcus_capitis_N135_BC03	0.405585	1.0	0.35328	0.295981	0.35328	0.328965	0.405585	0.372583	0.328965	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.35328	0.339586	0.339586	0.300994	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00281299	0.0145953	0.00349856	0.00420306	0.0083078	0.0230412	0.0118653	0.00763667	0.0288451	0.00378892	0.00733325	0.00680042	0.00427355	0.00562195	0.0181071	0.0182828	0.0292543	0.00266677	0	0.00379191	0.00682512	0.00586513	0.00282429	0.00401746	0.0211411	0.00319563	0.00689941	0.00256071	0.0394588	0.00388178	0.0162861	0.00753744	0.00199164	0.00232584	0.00325058	0.0173941	0.00532651	0.0169593	0.00292348	0.00577481	0.0138985	0.00386677	0.00992525	0.0041359	0.236445	0.23782	0.221466	0.236445	0.248764	0.236445	0.240698	0.239237	0.250557	0.235108	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	
