s_2377	s_2405	F_28	s_2393	F_47	F_17	F_12	s_2384	F_53	F_35	s_2373	F_51	s_2382	F_58	F_13	s_2370	F_37	s_2366	s_2414	s_2399	s_2368	F_39	s_2344	s_2371	F_44	s_2408	s_2401	s_2364	F_64	F_31	s_2387	F_61	G_2	s_2367	F_26	F_19	s_2390	F_21	s_2337	s_2360	G_5	s_2396	F_32	s_2391	s_2349	s_2336	F_56	s_2410	F_59	s_2412	F_41	s_2379	F_27	F_54	F_15	s_2340	s_2356	F_45	s_2361	s_2389	s_2335	F_24	s_2345	s_2397	s_2354	G_9	s_2403	G_4	s_2369	F_52	F_34	s_2363	F_25	F_11	F_18	F_62	s_2404	s_2378	F_43	F_29	s_2347	s_2409	F_42	F_40	s_2406	F_14	F_60	s_2353	F_48	F_20	s_2376	F_23	F_57	s_2343	s_2372	s_2388	s_2386	s_2400	F_36	F_66	F_38	G_7	s_2385	s_2338	s_2380	F_55	s_2398	s_2413	F_67	F_46	F_65	s_2350	G_8	s_2362	s_2381	F_63	s_2395	F_16	G_1	s_2355	F_22	s_2407	s_2415	G_6	F_30	s_2392	s_2411	s_2374	s_2348	s_2394	G_3	s_2351	s_2402	F_33	F_50	s_2383	F_49	s_2359	s_2365	s_2346
F_48 0.00508522 0.00580356 0.00507782 0.00554127 0.00515660 0.00515760 0.00542018 0.00573258 0.00541645 0.00497069 0.00512206 0.00513041 0.00512718 0.00530825 0.00518254 0.00510114 0.00537670 0.00510102 0.00511844 0.00581109 0.00510459 0.00511399 0.00572211 0.00510616 0.07455754 0.00586551 0.00581073 0.00520562 0.15118085 0.00000493 0.00510238 0.00509529 0.00547966 0.00508903 0.00523782 0.00510447 0.00508568 0.00506944 0.00508618 0.00510669 0.00506077 0.00580506 0.00529370 0.00508568 0.00508579 0.00510107 0.00546041 0.00510383 0.00507321 0.00580268 0.00517218 0.00587374 0.00511641 0.00000341 0.00549548 0.00503168 0.00512630 0.00000543 0.00524886 0.00509568 0.08157478 0.00547990 0.00587675 0.00579132 0.00513241 0.00500598 0.00578246 0.00508292 0.00511626 0.00509615 0.00498709 0.00520526 0.00511034 0.00541429 0.00516969 0.00000000 0.00580882 0.08010560 0.00501729 0.00000292 0.00581624 0.00580438 0.00539961 0.00494076 0.00586070 0.00510234 0.07449895 0.00518327 0 0.00548126 0.00579890 0.00509259 0.00577791 0.00578858 0.00508208 0.00507949 0.00510806 0.00581008 0.00509312 0.00509894 0.00487393 0.00496863 0.00510163 0.00579708 0.07730272 0.00511358 0.00581063 0.00577906 0.00510480 0.00509266 0.00534367 0.00501838 0.00547894 0.00516430 0.00511429 0.00513539 0.00578734 0.00511730 0.00533813 0.00516410 0.00502626 0.00580307 0.00516122 0.00501041 0.00528348 0.00509886 0.00508807 0.00520168 0.00510481 0.00580662 0.00539318 0.05622048 0.00580998 0.00542125 0.15083399 0.00512411 0.00508036 0.00510462 0.00525003 0.00527486
F_20 0.00507591 0.00533901 0.00527470 0.00510924 0.00514562 0.00516700 0.00564216 0.00533604 0.00565150 0.00490948 0.00083232 0.00484965 0.00513733 0.00579797 0.00556007 0.00508064 0.00563362 0.00513469 0.00086272 0.00533338 0.00513012 0.00513354 0.00533507 0.00513570 0.07495221 0.00536303 0.00533372 0.00088937 0.15175505 0.00547560 0.00508005 0.00527541 0.00558197 0.00504530 0.00560245 0.00520318 0.00516373 0.00526809 0.00513163 0.00504880 0.00480705 0.00532898 0.00566368 0.00511814 0.00514301 0.00516149 0.00571617 0.00516475 0.00513427 0.00534037 0.00520358 0.00536247 0.00513061 0.00551544 0.00009040 0.00079997 0.00083542 0.00548018 0.00079297 0.00508931 0.08209916 0.00008631 0.00535951 0.00533374 0.00084106 0.00471659 0.00533887 0.00523987 0.00515566 0.00485449 0.00548522 0.00094078 0.00524154 0.00008626 0.00515545 0.00000000 0.00534224 0.07841544 0.00489995 0.00541837 0.00533713 0.00533629 0.00564716 0.00547839 0.00536397 0.00523857 0.07484083 0.00083036 0.00548126 0 0.00533654 0.00521600 0.00543784 0.00533951 0.00086445 0.00516765 0.00513606 0.00533106 0.00523869 0.00524792 0.00553146 0.00474912 0.00516744 0.00534475 0.07737688 0.00492293 0.00533702 0.00533978 0.00487997 0.00527483 0.00588723 0.00509234 0.00552961 0.00080990 0.00513099 0.00519033 0.00533358 0.00516969 0.00009625 0.00080843 0.00487528 0.00533760 0.00523233 0.00479197 0.00526489 0.00508829 0.00508651 0.00087944 0.00505156 0.00534728 0.00007118 0.05650277 0.00533103 0.00565041 0.15023869 0.00513960 0.00512280 0.00516447 0.00091077 0.00490530
s_2376 0.00537037 0.00000882 0.00535602 0.00000763 0.00537553 0.00536970 0.00477438 0.00000834 0.00477269 0.00508888 0.00560134 0.00507665 0.00537781 0.00503163 0.00497644 0.00528678 0.00503683 0.00537039 0.00558976 0.00000762 0.00536603 0.00535625 0.00000786 0.00537326 0.07602966 0.00000684 0.00000905 0.00556324 0.15211860 0.00574414 0.00536556 0.00535982 0.00494738 0.00536980 0.00509861 0.00535950 0.00535808 0.00537620 0.00528458 0.00536789 0.00507241 0.00000524 0.00475836 0.00535300 0.00527308 0.00528481 0.00447161 0.00535903 0.00535645 0.00000596 0.00538774 0.00000464 0.00536664 0.00576931 0.00532817 0.00543818 0.00561170 0.00574476 0.00559540 0.00536863 0.08230993 0.00534380 0.00001142 0.00000500 0.00560583 0.00506685 0.00000524 0.00535866 0.00536116 0.00569798 0.00492370 0.00547230 0.00537116 0.00533952 0.00536256 1.00000000 0.00001143 0.07907507 0.00508042 0.00572259 0.00000357 0.00000858 0.00478088 0.00498922 0.00000635 0.00536833 0.07603570 0.00555002 0.00579890 0.00533654 0 0.00537019 0.00003075 0.00000167 0.00483903 0.00535712 0.00537572 0.00000953 0.00537573 0.00536862 0.00498365 0.00505721 0.00536494 0.00005807 0.08082789 0.00507982 0.00000572 0.00000429 0.00507022 0.00535649 0.00519792 0.00518601 0.00491097 0.00561467 0.00536270 0.00538409 0.00000477 0.00535945 0.00547459 0.00561460 0.00507422 0.00000691 0.00537986 0.00507306 0.00569909 0.00535864 0.00535867 0.00553909 0.00530803 0.00000600 0.00532470 0.02962973 0.00001048 0.00477690 0.15165339 0.00537591 0.00534276 0.00536497 0.00553914 0.00000427
F_23 0.00003270 0.00531862 0.00002000 0.00514684 0.00001869 0.00001850 0.00532007 0.00522903 0.00532290 0.00004597 0.00479123 0.00004101 0.00004188 0.00557853 0.00539447 0.00003223 0.00541703 0.00003344 0.00480589 0.00530915 0.00003078 0.00001970 0.00531871 0.00004020 0.07538523 0.00537627 0.00530805 0.00481102 0.15227759 0.00508245 0.00003278 0.00001858 0.00539448 0.00003409 0.00548810 0.00000616 0.00003251 0.00003041 0.00003056 0.00003274 0.00003936 0.00528253 0.00530796 0.00003233 0.00003043 0.00003318 0.00552614 0.00003183 0.00002911 0.00539655 0.00001099 0.00546650 0.00001896 0.00509951 0.00528638 0.00474606 0.00482780 0.00508256 0.00487372 0.00003282 0.08363789 0.00527627 0.00545607 0.00540102 0.00481050 0.00003086 0.00537082 0.00000543 0.00004929 0.00524973 0.00523390 0.00480427 0.00000260 0.00528562 0.00001943 0.00000000 0.00534709 0.07978602 0.00003467 0.00510227 0.00537067 0.00531490 0.00531877 0.00520204 0.00537578 0.00002347 0.07536712 0.00487117 0.00509259 0.00521600 0.00537019 0 0.00537010 0.00540020 0.00472393 0.00003284 0.00004216 0.00530764 0.00001559 0.00002098 0.00538748 0.00002507 0.00004268 0.00537051 0.07896245 0.00003282 0.00533952 0.00531996 0.00003070 0.00001976 0.00570516 0.00002584 0.00539337 0.00482725 0.00004210 0.00003074 0.00534669 0.00002130 0.00542624 0.00483513 0.00002872 0.00537126 0.00003687 0.00003181 0.00522931 0.00003184 0.00003333 0.00481113 0.00003079 0.00537434 0.00521699 0.05680907 0.00528452 0.00532300 0.15197293 0.00004218 0.00003084 0.00003272 0.00481703 0.00499454
F_57 0.00531852 0.00003385 0.00538483 0.00003068 0.00540407 0.00531505 0.00478435 0.00003401 0.00477798 0.00502886 0.00560225 0.00495324 0.00540757 0.00502555 0.00497179 0.00531063 0.00503286 0.00539460 0.00559963 0.00003451 0.00539021 0.00537178 0.00003290 0.00539811 0.07571860 0.00003396 0.00003523 0.00556719 0.15177547 0.00578539 0.00532414 0.00529123 0.00479428 0.00538619 0.00511007 0.00532844 0.00539044 0.00536745 0.00530773 0.00539207 0.00501693 0.00003119 0.00473199 0.00539311 0.00526559 0.00530889 0.00449218 0.00542004 0.00528065 0.00003098 0.00539527 0.00003137 0.00536083 0.00578440 0.00532577 0.00543933 0.00561363 0.00572655 0.00559730 0.00541914 0.08230920 0.00534571 0.00003626 0.00003077 0.00560697 0.00494492 0.00003026 0.00537252 0.00538593 0.00569225 0.00497058 0.00548207 0.00534071 0.00534373 0.00538002 0.00000000 0.00003930 0.07913932 0.00498581 0.00579768 0.00003004 0.00003195 0.00475434 0.00501990 0.00003178 0.00539699 0.07587075 0.00555160 0.00577791 0.00543784 0.00003075 0.00537010 0 0.00003125 0.00484201 0.00539700 0.00540623 0.00003476 0.00536504 0.00530277 0.00500138 0.00489405 0.00532676 0.00006522 0.07750748 0.00499035 0.00003100 0.00002979 0.00501580 0.00536186 0.00520117 0.00518706 0.00474320 0.00561604 0.00532594 0.00530809 0.00002983 0.00530047 0.00546869 0.00561681 0.00503249 0.00003170 0.00533239 0.00497314 0.00572673 0.00542252 0.00539702 0.00554763 0.00533177 0.00003194 0.00533242 0.02878649 0.00003596 0.00478307 0.15097746 0.00534721 0.00527337 0.00538946 0.00554900 0.00003010
s_2343 0.00540082 0.00000740 0.00538626 0.00000668 0.00540529 0.00539968 0.00476304 0.00000739 0.00475975 0.00512104 0.00559643 0.00510475 0.00540813 0.00503467 0.00497881 0.00539195 0.00501086 0.00539197 0.00559235 0.00000882 0.00539022 0.00538585 0.00000692 0.00539492 0.07604342 0.00000734 0.00000763 0.00556268 0.15213391 0.00577757 0.00539786 0.00539018 0.00495824 0.00539147 0.00510451 0.00538974 0.00539220 0.00540667 0.00530613 0.00538977 0.00510021 0.00000453 0.00475697 0.00538706 0.00536786 0.00530632 0.00449772 0.00539341 0.00538636 0.00000453 0.00539820 0.00000440 0.00539630 0.00577778 0.00532920 0.00543716 0.00560704 0.00577797 0.00558657 0.00540095 0.08215949 0.00534445 0.00001118 0.00000525 0.00560470 0.00509465 0.00000406 0.00538888 0.00539715 0.00567948 0.00495175 0.00562018 0.00540089 0.00534054 0.00539278 1.00000000 0.00001193 0.07905978 0.00510821 0.00578109 0.00000239 0.00000740 0.00476710 0.00501971 0.00000612 0.00539869 0.07605160 0.00553297 0.00578858 0.00533951 0.00000167 0.00540020 0.00003125 0 0.00505685 0.00539124 0.00540604 0.00000787 0.00540580 0.00539898 0.00501069 0.00508495 0.00539525 0.00005934 0.08082212 0.00510722 0.00000644 0.00000382 0.00509805 0.00538673 0.00522744 0.00533055 0.00491893 0.00561338 0.00539298 0.00541490 0.00000501 0.00538940 0.00547390 0.00560637 0.00510222 0.00000549 0.00541017 0.00510092 0.00573405 0.00539277 0.00539302 0.00557898 0.00538909 0.00000792 0.00532582 0.61271594 0.00000954 0.00476034 0.15167413 0.00540624 0.00537222 0.00538696 0.00561038 0.00000358
s_2372 0.00466865 0.00483043 0.00473142 0.00484983 0.00467612 0.00467722 0.00539161 0.00480765 0.00540028 0.00458756 0.00005999 0.00463025 0.00468093 0.00530449 0.00529062 0.00485239 0.00446684 0.00485149 0.00005283 0.00483825 0.00485140 0.00466856 0.00505046 0.00485635 0.07328535 0.00483928 0.00483903 0.00005592 0.14968110 0.00508663 0.00470212 0.00473090 0.00535998 0.00485004 0.00532340 0.00471343 0.00470187 0.00473336 0.00482163 0.00488090 0.00461653 0.00483376 0.00539993 0.00470207 0.00482800 0.00484883 0.00540395 0.00470654 0.00466911 0.00483633 0.00472171 0.00484724 0.00467286 0.00509945 0.00087976 0.00007677 0.00005940 0.00508979 0.00000812 0.00470195 0.07674047 0.00090882 0.00506833 0.00483723 0.00005785 0.00460546 0.00483715 0.00471132 0.00486735 0.00486151 0.00518400 0.00015278 0.00472129 0.00090877 0.00467163 1.00000000 0.00484330 0.07069911 0.00464109 0.00514374 0.00504995 0.00483246 0.00539762 0.00525216 0.00484414 0.00473468 0.07321384 0.00000491 0.00508208 0.00086445 0.00483903 0.00472393 0.00484201 0.00505685 0 0.00470320 0.00467608 0.00483336 0.00472741 0.00473368 0.00532331 0.00459968 0.00467898 0.00507192 0.07217558 0.00464121 0.00483472 0.00483718 0.00460516 0.00473184 0.00527249 0.00475136 0.00532007 0.00005931 0.00467589 0.00465170 0.00483563 0.00473449 0.00090003 0.00005599 0.00460976 0.00483239 0.00465289 0.00460536 0.00519252 0.00470276 0.00470345 0.00006742 0.00484950 0.00484607 0.00084206 0.24117974 0.00483281 0.00540388 0.14535994 0.00467938 0.00466381 0.00488475 0.00011206 0.00472977
s_2388 0.00000512 0.00536800 0.00003414 0.00537021 0.00001520 0.00001446 0.00532527 0.00522286 0.00532901 0.00005706 0.00476073 0.00005378 0.00001720 0.00551742 0.00542451 0.00000484 0.00541936 0.00000509 0.00478934 0.00537637 0.00000363 0.00002869 0.00530644 0.00001454 0.07517149 0.00546545 0.00537259 0.00479902 0.15274774 0.00507120 0.00000144 0.00003390 0.00557840 0.00000557 0.00550940 0.00003071 0.00000216 0.00004335 0.00000339 0.00000509 0.00004830 0.00537111 0.00531013 0.00000120 0.00000630 0.00000533 0.00546027 0.00000096 0.00000532 0.00538594 0.00001643 0.00545448 0.00002796 0.00508395 0.00520009 0.00467914 0.00480036 0.00506932 0.00481894 0.00000120 0.08326098 0.00523384 0.00543947 0.00538736 0.00478987 0.00004144 0.00536402 0.00003092 0.00002463 0.00522445 0.00529249 0.00480233 0.00003285 0.00520349 0.00001371 1.00000000 0.00536637 0.07954358 0.00003123 0.00509402 0.00535879 0.00536443 0.00532379 0.00522406 0.00543132 0.00003879 0.07518748 0.00483083 0.00507949 0.00516765 0.00535712 0.00003284 0.00539700 0.00539124 0.00470320 0 0.00001793 0.00537176 0.00002406 0.00003490 0.00536756 0.00003824 0.00001771 0.00532474 0.07852038 0.00004380 0.00538817 0.00537093 0.00003921 0.00003439 0.00562622 0.00001020 0.00552055 0.00481275 0.00001744 0.00002974 0.00538925 0.00003561 0.00536736 0.00481898 0.00004123 0.00536203 0.00003705 0.00004266 0.00523458 0.00000144 0.00000096 0.00480150 0.00000267 0.00541025 0.00512339 0.05603330 0.00537068 0.00532842 0.15242432 0.00001696 0.00000896 0.00000533 0.00479154 0.00498220
s_2386 0.00001800 0.00538853 0.00004534 0.00538158 0.00002196 0.00002245 0.00533570 0.00523693 0.00534028 0.00006631 0.00476883 0.00006018 0.00000072 0.00553392 0.00541105 0.00001739 0.00543230 0.00001835 0.00479189 0.00539033 0.00001668 0.00003778 0.00532305 0.00000314 0.07541801 0.00545674 0.00539029 0.00480323 0.15276386 0.00510071 0.00001744 0.00004438 0.00553482 0.00001860 0.00551586 0.00004126 0.00001720 0.00005126 0.00001595 0.00001764 0.00005544 0.00538723 0.00532041 0.00001744 0.00001662 0.00001907 0.00546552 0.00001696 0.00001544 0.00540577 0.00002614 0.00547299 0.00003756 0.00511187 0.00520453 0.00466112 0.00480645 0.00509581 0.00482616 0.00001792 0.08327324 0.00520913 0.00546062 0.00540502 0.00479610 0.00004884 0.00538252 0.00004051 0.00003358 0.00523840 0.00525308 0.00482171 0.00004291 0.00523792 0.00002292 1.00000000 0.00538733 0.07954074 0.00003850 0.00511911 0.00537620 0.00538607 0.00531889 0.00522525 0.00545254 0.00004927 0.07537784 0.00479310 0.00510806 0.00513606 0.00537572 0.00004216 0.00540623 0.00540604 0.00467608 0.00001793 0 0.00539090 0.00003390 0.00004611 0.00539679 0.00004541 0.00000121 0.00531124 0.07847771 0.00005195 0.00540322 0.00538785 0.00004589 0.00004510 0.00563812 0.00002003 0.00553376 0.00481942 0.00000097 0.00003678 0.00540729 0.00004559 0.00533921 0.00482482 0.00004791 0.00538265 0.00004457 0.00005006 0.00524680 0.00001696 0.00001768 0.00480739 0.00001595 0.00540870 0.00512573 0.05611056 0.00539020 0.00533846 0.15235008 0.00000145 0.00001762 0.00001788 0.00480783 0.00499903
s_2400 0.00530183 0.00001024 0.00529694 0.00001084 0.00530985 0.00531021 0.00477434 0.00000975 0.00477182 0.00502398 0.00559595 0.00502123 0.00539047 0.00502734 0.00496701 0.00529422 0.00502410 0.00537722 0.00557831 0.00000714 0.00537319 0.00530177 0.00001098 0.00538071 0.07574558 0.00001001 0.00000619 0.00555662 0.15208978 0.00571046 0.00531723 0.00530063 0.00494932 0.00537697 0.00508929 0.00530225 0.00537326 0.00531195 0.00529202 0.00537506 0.00501689 0.00001237 0.00475467 0.00536775 0.00527911 0.00529225 0.00447548 0.00530729 0.00530216 0.00000953 0.00532638 0.00000808 0.00530383 0.00574003 0.00532428 0.00543089 0.00560485 0.00577548 0.00558951 0.00540414 0.08239439 0.00533830 0.00001493 0.00000883 0.00560001 0.00501179 0.00000834 0.00530492 0.00536444 0.00570646 0.00492831 0.00548882 0.00531481 0.00533408 0.00529910 1.00000000 0.00000952 0.07917332 0.00502436 0.00569090 0.00000835 0.00000882 0.00478215 0.00489818 0.00000806 0.00530221 0.07575471 0.00554501 0.00581008 0.00533106 0.00000953 0.00530764 0.00003476 0.00000787 0.00483336 0.00537176 0.00539090 0 0.00531390 0.00530250 0.00498375 0.00500649 0.00531866 0.00005807 0.07760740 0.00501290 0.00000811 0.00000810 0.00500947 0.00529793 0.00518136 0.00519542 0.00491356 0.00560956 0.00531679 0.00531900 0.00000837 0.00529509 0.00546573 0.00560731 0.00501756 0.00000905 0.00532267 0.00501717 0.00570486 0.00539762 0.00530632 0.00553904 0.00531477 0.00000865 0.00531669 0.03040439 0.00000595 0.00477837 0.15158440 0.00533071 0.00528751 0.00537244 0.00553780 0.00000877
F_36 0.00002463 0.00532483 0.00001824 0.00515209 0.00000969 0.00000948 0.00531240 0.00523427 0.00531565 0.00004250 0.00482565 0.00003805 0.00003384 0.00556986 0.00539403 0.00002422 0.00540631 0.00002494 0.00480813 0.00531446 0.00002226 0.00001198 0.00532465 0.00003171 0.07534586 0.00538316 0.00531396 0.00481312 0.15221520 0.00510011 0.00002450 0.00001619 0.00540283 0.00002537 0.00549983 0.00001399 0.00002400 0.00002818 0.00002254 0.00002423 0.00003232 0.00528844 0.00529286 0.00002381 0.00002219 0.00002493 0.00551850 0.00002305 0.00002114 0.00540284 0.00001386 0.00547305 0.00001199 0.00509996 0.00528059 0.00471783 0.00482687 0.00508183 0.00487411 0.00002430 0.08367171 0.00528429 0.00546339 0.00540664 0.00481024 0.00002675 0.00537696 0.00001397 0.00004191 0.00524809 0.00525419 0.00480636 0.00001633 0.00524827 0.00001043 0.00000000 0.00535329 0.07983254 0.00003189 0.00512150 0.00537618 0.00532084 0.00531070 0.00522033 0.00538263 0.00002252 0.07532298 0.00487162 0.00509312 0.00523869 0.00537573 0.00001559 0.00536504 0.00540580 0.00472741 0.00002406 0.00003390 0.00531390 0 0.00001954 0.00537959 0.00002268 0.00003417 0.00537732 0.07900561 0.00002961 0.00534601 0.00532587 0.00002385 0.00001713 0.00570528 0.00001786 0.00539997 0.00483121 0.00003361 0.00002870 0.00535269 0.00001869 0.00541591 0.00483653 0.00002581 0.00537769 0.00003414 0.00002747 0.00522360 0.00002356 0.00002306 0.00481214 0.00002253 0.00538042 0.00521092 0.05689425 0.00529013 0.00531397 0.15188999 0.00003416 0.00002212 0.00002446 0.00481437 0.00499943
F_66 0.00003539 0.00531289 0.00000164 0.00514442 0.00002107 0.00002059 0.00531355 0.00522242 0.00531385 0.00003325 0.00463809 0.00003654 0.00004587 0.00556722 0.00540974 0.00003466 0.00540690 0.00003540 0.00467823 0.00530274 0.00003347 0.00002183 0.00531346 0.00004271 0.07524046 0.00536964 0.00530257 0.00469604 0.15191917 0.00509415 0.00003461 0.00000329 0.00532421 0.00003559 0.00548459 0.00001887 0.00003437 0.00001608 0.00003297 0.00003515 0.00003215 0.00527701 0.00529275 0.00003443 0.00003408 0.00003514 0.00554520 0.00003345 0.00003184 0.00539050 0.00001906 0.00546538 0.00002158 0.00506038 0.00508372 0.00470192 0.00469702 0.00508333 0.00486310 0.00003442 0.08030178 0.00508364 0.00545453 0.00539833 0.00468667 0.00002646 0.00536956 0.00001885 0.00005109 0.00519909 0.00524474 0.00466121 0.00002077 0.00508400 0.00002279 0.00000000 0.00534165 0.07618850 0.00002253 0.00511460 0.00536942 0.00530912 0.00529914 0.00521870 0.00537453 0.00000752 0.07539710 0.00485888 0.00509894 0.00524792 0.00536862 0.00002098 0.00530277 0.00539898 0.00473368 0.00003490 0.00004611 0.00530250 0.00001954 0 0.00539766 0.00002186 0.00004592 0.00537007 0.07532594 0.00002110 0.00533855 0.00531377 0.00002351 0.00000399 0.00572232 0.00002801 0.00532310 0.00471285 0.00004581 0.00001746 0.00534057 0.00000493 0.00521155 0.00471743 0.00002426 0.00536998 0.00002516 0.00002694 0.00521931 0.00003417 0.00003393 0.00468841 0.00003395 0.00536821 0.00500606 0.72065045 0.00527841 0.00531231 0.15169487 0.00004543 0.00003281 0.00003540 0.00469996 0.00497045
F_38 0.00537458 0.00498202 0.00538198 0.00477608 0.00537783 0.00535884 0.00493988 0.00498471 0.00493986 0.00530946 0.00547693 0.00539519 0.00540031 0.00470671 0.00438676 0.00537476 0.00494331 0.00536962 0.00547436 0.00498450 0.00539048 0.00538096 0.00498596 0.00539648 0.07577437 0.00502513 0.00498417 0.00545094 0.15165546 0.00485922 0.00538598 0.00539847 0.00493311 0.00536738 0.00440882 0.00541282 0.00538265 0.00537972 0.00537608 0.00537380 0.00539684 0.00498107 0.00492238 0.00537070 0.00537339 0.00536909 0.00491006 0.00538984 0.00538543 0.00500086 0.00540827 0.00505099 0.00538258 0.00486828 0.00555459 0.00540432 0.00548725 0.00487884 0.00551591 0.00537459 0.08454793 0.00554303 0.00505643 0.00500905 0.00548686 0.00538079 0.00498230 0.00539038 0.00537675 0.00549232 0.00445513 0.00548264 0.00541568 0.00554228 0.00538350 0.00000000 0.00499149 0.08225195 0.00540307 0.00484942 0.00499618 0.00498413 0.00493761 0.00442062 0.00502446 0.00540555 0.07580767 0.00549307 0.00487393 0.00553146 0.00498365 0.00538748 0.00500138 0.00501069 0.00532331 0.00536756 0.00539679 0.00498375 0.00537959 0.00539766 0 0.00535661 0.00539324 0.00499602 0.08026775 0.00540371 0.00500722 0.00498342 0.00539141 0.00539956 0.00455529 0.00530387 0.00493262 0.00550904 0.00539172 0.00539109 0.00500679 0.00539646 0.00555230 0.00550842 0.00540889 0.00498091 0.00539121 0.00538107 0.00556065 0.00539269 0.00536952 0.00547223 0.00539073 0.00500854 0.00553827 0.05595221 0.00498470 0.00493954 0.15123653 0.00539980 0.00537874 0.00537087 0.00553523 0.00463891
G_7 0.00003666 0.00500593 0.00002133 0.00486406 0.00001945 0.00001993 0.00527057 0.00493671 0.00526945 0.00003285 0.00489101 0.00001284 0.00004518 0.00551404 0.00534852 0.00003616 0.00535502 0.00003592 0.00488412 0.00501581 0.00003423 0.00002119 0.00500533 0.00004346 0.07449238 0.00504345 0.00500868 0.00486162 0.15019857 0.00495477 0.00003793 0.00002110 0.00533098 0.00003584 0.00544622 0.00002417 0.00003769 0.00001862 0.00003531 0.00003591 0.00001133 0.00498317 0.00525657 0.00003777 0.00004433 0.00003688 0.00544399 0.00003751 0.00003218 0.00508974 0.00002246 0.00514233 0.00001998 0.00498940 0.00481124 0.00465932 0.00489182 0.00495767 0.00481952 0.00003801 0.08312000 0.00481819 0.00513586 0.00509675 0.00488873 0.00000801 0.00505924 0.00002486 0.00005152 0.00520146 0.00518866 0.00496726 0.00002558 0.00481361 0.00002113 0.00000000 0.00503789 0.07934865 0.00002109 0.00500007 0.00505768 0.00500344 0.00524701 0.00516029 0.00505603 0.00002474 0.07447933 0.00481060 0.00496863 0.00474912 0.00505721 0.00002507 0.00489405 0.00508495 0.00459968 0.00003824 0.00004541 0.00500649 0.00002268 0.00002186 0.00535661 0 0.00004544 0.00501912 0.07840620 0.00001849 0.00502921 0.00501484 0.00000458 0.00002133 0.00542150 0.00004123 0.00541783 0.00490648 0.00004462 0.00001905 0.00503991 0.00002181 0.00506609 0.00490998 0.00000689 0.00507272 0.00002915 0.00000878 0.00518573 0.00003775 0.00003775 0.00487934 0.00003202 0.00506631 0.00486894 0.05589234 0.00499430 0.00527130 0.14913483 0.00004522 0.00003339 0.00003592 0.00489730 0.00472064
s_2385 0.00001804 0.00531656 0.00004538 0.00530980 0.00002347 0.00002396 0.00533125 0.00522565 0.00533534 0.00006424 0.00477112 0.00005973 0.00000145 0.00552679 0.00540925 0.00001695 0.00542706 0.00001718 0.00479423 0.00531770 0.00001573 0.00003830 0.00531213 0.00000218 0.07522932 0.00538004 0.00531766 0.00480624 0.15221083 0.00509549 0.00001598 0.00004441 0.00551950 0.00001715 0.00551136 0.00004154 0.00001622 0.00005056 0.00001597 0.00001768 0.00005498 0.00531560 0.00531759 0.00001651 0.00001616 0.00001864 0.00545824 0.00001699 0.00001472 0.00533369 0.00002863 0.00545982 0.00003758 0.00511150 0.00522687 0.00466577 0.00480972 0.00509188 0.00483004 0.00001650 0.08326888 0.00523162 0.00544677 0.00533319 0.00479929 0.00004838 0.00531094 0.00004126 0.00003292 0.00522763 0.00526244 0.00481085 0.00004318 0.00522989 0.00002540 0.00000000 0.00531550 0.07952461 0.00003753 0.00511780 0.00536570 0.00531420 0.00531510 0.00523594 0.00537589 0.00004908 0.07522986 0.00482645 0.00510163 0.00516744 0.00536494 0.00004268 0.00532676 0.00539525 0.00467898 0.00001771 0.00000121 0.00531866 0.00003417 0.00004592 0.00539324 0.00004544 0 0.00531204 0.07846054 0.00005125 0.00533141 0.00531601 0.00004543 0.00004490 0.00563777 0.00001957 0.00551091 0.00482265 0.00000072 0.00003556 0.00533542 0.00004563 0.00536533 0.00482761 0.00004844 0.00530943 0.00004367 0.00004960 0.00524135 0.00001723 0.00001748 0.00480925 0.00001501 0.00533673 0.00511407 0.05604787 0.00531828 0.00533389 0.15187435 0.00000048 0.00001811 0.00001719 0.00479628 0.00498819
