s_129	G_20	s_133	s_112	s_194	s_201	s_228	s_142	s_158	G_18	s_205	s_172	s_115	s_222	s_145	s_226	G_31	s_168	s_106	G_22	s_215	s_135	s_138	s_199	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_121	s_118	s_196	s_183	s_164	s_178	s_102	G_2	s_213	G_27	s_136	G_14	G_10	s_182	s_156	G_5	s_144	s_117	s_192	G_16	s_100	s_220	s_203	s_111	s_187	G_25	s_184	s_154	G_21	s_124	s_131	s_159	s_97	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	s_101	G_12	s_218	G_4	s_114	s_202	s_225	s_104	s_108	s_132	s_127	s_212	s_227	s_214	s_99	s_134	s_148	s_198	s_221	s_191	s_162	s_120	s_185	G_32	s_171	s_126	s_143	s_149	s_107	s_150	s_197	s_179	G_36	G_34	s_137	s_152	G_23	s_169	s_177	s_176	s_223	s_103	s_146	s_140	s_113	s_122	G_7	s_147	s_207	s_119	s_105	s_189	s_180	G_8	s_110	G_35	s_116	s_170	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_200	s_217	s_109	s_130	s_175	s_193	G_6	s_141	G_30	G_29	s_173	G_3	s_98	s_211	s_206	s_210	s_157	s_186	s_190	G_24	s_161	G_13
s_198 0.00006591 0.00732937 0.00006755 0.00760130 0.00005272 0.00721307 0.00717430 0.00727023 0.00006787 0.00723273 0.00745424 0.00742070 0.00005451 0.00713538 0.00006935 0.00719311 0.00718603 0.00027910 0.00722561 0.00723812 0.00739386 0.00000367 0.00725408 0.00721846 0.00721677 0.00720665 0.00709859 0.00719507 0.00004863 0.00734718 0.00722783 0.00005406 0.00005344 0.00005549 0.00745215 0.00722688 0.00755198 0.00722220 0.00731330 0.00755675 0.00721067 0.00000682 0.00724845 0.00736601 0.00734405 0.00733751 0.00720692 0.00720034 0.00005474 0.00759323 0.00730046 0.00005064 0.00004808 0.00006930 0.00758615 0.00723789 0.00721639 0.00743996 0.00722759 0.00723473 0.00702170 0.00006781 0.00006873 0.00004935 0.00730602 0.00720507 0.00027832 0.00720692 0.00724917 0.00005374 0.00719871 0.00720396 0.00721952 0.00006681 0.00720806 0.00719826 0.00730874 0.00721445 0.00004974 0.00723433 0.00731578 0.00721882 0.00005199 0.00722812 0.00711319 0.00005797 0.00770515 0.00007165 0.00723182 0.00720067 0.00717716 0.00734112 0.00005610 0.00000945 0.00006511 0 0.00005162 0.00756923 0.00646073 0.00005468 0.00785492 0.00724606 0.00738557 0.00005253 0.00727234 0.00006483 0.00734090 0.00008166 0.00006950 0.00734753 0.00723558 0.00719727 0.00000629 0.00720601 0.00718017 0.00742344 0.00749273 0.00722955 0.00713654 0.00005523 0.00006567 0.00719738 0.00759320 0.00005577 0.00722831 0.00006701 0.00708844 0.00005301 0.00005549 0.00752982 0.00734192 0.00723787 0.00756507 0.00724611 0.00005641 0.00741946 0.00726263 0.00733544 0.00006814 0.00719570 0.00728576 0.00681830 0.00725747 0.00722417 0.00740980 0.00766071 0.00726160 0.00743275 0.00006700 0.00720072 0.00005557 0.00724883 0.00723636 0.00721108 0.00721174 0.00733659 0.00736343 0.00005178 0.00751567 0.00722291 0.00741104 0.00725815 0.00724463 0.00005196 0.00724792 0.00705779 0.00720122
s_221 0.00000876 0.00735187 0.00000906 0.00765084 0.00000584 0.00720693 0.00716208 0.00725341 0.00000877 0.00726549 0.00744549 0.00748717 0.00000632 0.00712410 0.00000928 0.00719035 0.00718493 0.00028972 0.00722598 0.00728400 0.00744305 0.00005266 0.00724882 0.00719630 0.00720142 0.00721091 0.00708300 0.00723743 0.00000605 0.00734555 0.00723652 0.00000608 0.00000765 0.00001199 0.00744903 0.00724162 0.00756892 0.00722586 0.00733132 0.00759330 0.00721508 0.00005429 0.00721562 0.00739790 0.00733911 0.00737851 0.00721182 0.00721788 0.00000501 0.00763919 0.00727047 0.00000567 0.00000395 0.00000875 0.00760276 0.00723845 0.00727772 0.00743914 0.00721853 0.00722107 0.00702388 0.00000642 0.00001170 0.00000264 0.00682335 0.00725177 0.00028902 0.00720824 0.00721873 0.00000527 0.00720442 0.00731078 0.00718210 0.00001037 0.00714629 0.00720413 0.00736626 0.00722026 0.00000317 0.00722972 0.00738803 0.00722779 0.00000821 0.00724997 0.00711546 0.00001243 0.00770912 0.00001062 0.00722209 0.00722937 0.00716656 0.00734913 0.00000476 0.00005759 0.00000797 0.00005162 0 0.00758300 0.00647063 0.00000553 0.00791334 0.00719784 0.00742578 0.00000559 0.00726414 0.00000638 0.00734291 0.00001911 0.00000796 0.00734527 0.00729567 0.00725550 0.00005509 0.00722095 0.00715449 0.00746043 0.00751113 0.00723850 0.00714404 0.00000609 0.00000611 0.00720969 0.00764297 0.00000737 0.00721847 0.00000558 0.00709812 0.00000819 0.00000899 0.00754692 0.00733677 0.00726241 0.00758424 0.00729631 0.00000676 0.00745966 0.00726109 0.00734476 0.00000903 0.00719515 0.00734278 0.00669577 0.00725147 0.00718444 0.00742290 0.00770782 0.00735167 0.00748805 0.00000982 0.00721622 0.00000685 0.00726868 0.00723876 0.00718104 0.00721955 0.00738105 0.00740044 0.00000685 0.00752452 0.00724347 0.00745824 0.00726536 0.00723971 0.00000425 0.00721346 0.00704169 0.00718022
s_191 0.00754984 0.00756579 0.00765667 0.00353428 0.00758640 0.00746650 0.00680610 0.00746926 0.00755014 0.00747965 0.00316958 0.00710256 0.00757742 0.00772760 0.00753870 0.00691697 0.00748558 0.00749205 0.00698749 0.00753884 0.00326640 0.00755273 0.00747412 0.00746110 0.00745388 0.00750075 0.00668009 0.00654731 0.00759054 0.00257956 0.00747769 0.00756907 0.00756688 0.00757792 0.00326090 0.00746533 0.00779529 0.00696275 0.00750141 0.00781754 0.00747142 0.00754466 0.00744805 0.00723234 0.00257932 0.00699796 0.00749855 0.00743796 0.00755691 0.00354565 0.00751722 0.00727892 0.00759130 0.00753980 0.00000239 0.00745059 0.00748584 0.00326167 0.00653453 0.00751821 0.00644945 0.00754048 0.00755412 0.00757400 0.00688068 0.00749707 0.00749210 0.00744687 0.00744528 0.00758187 0.00749146 0.00666935 0.00638629 0.00754081 0.00650411 0.00744225 0.00345055 0.00750650 0.00758019 0.00746528 0.00340908 0.00750957 0.00757779 0.00745745 0.00773327 0.00757404 0.00783042 0.00755972 0.00746618 0.00723975 0.00680186 0.00257616 0.00755619 0.00753973 0.00755292 0.00756923 0.00758300 0 0.00604030 0.00757449 0.00808345 0.00747860 0.00733623 0.00755438 0.00747526 0.00754214 0.00703115 0.00763264 0.00757012 0.00258418 0.00756444 0.00750191 0.00754433 0.00743728 0.00748331 0.00754612 0.00777519 0.00747698 0.00773936 0.00757997 0.00755635 0.00743324 0.00353689 0.00756815 0.00745833 0.00756337 0.00665356 0.00757580 0.00757441 0.00779367 0.00258326 0.00747208 0.00000106 0.00750304 0.00741158 0.00736428 0.00747605 0.00749632 0.00755631 0.00747831 0.00748602 0.00749990 0.00747139 0.00751627 0.00667839 0.00000124 0.00349689 0.00735526 0.00755339 0.00744163 0.00759337 0.00750479 0.00747211 0.00748544 0.00749446 0.00340099 0.00721126 0.00756578 0.00779443 0.00744218 0.00730972 0.00746818 0.00745086 0.00756789 0.00745969 0.00663294 0.00748888
s_162 0.00714826 0.00685991 0.00732111 0.00693975 0.00646424 0.00677236 0.00426274 0.00744831 0.00714780 0.00674893 0.00601841 0.00368514 0.00714992 0.00667650 0.00713436 0.00390898 0.00675051 0.00631610 0.00400210 0.00677229 0.00609756 0.00714041 0.00743407 0.00678035 0.00676731 0.00675752 0.00369798 0.00353052 0.00646626 0.00625703 0.00747323 0.00714793 0.00715043 0.00647141 0.00608590 0.00675674 0.00683671 0.00400097 0.00675902 0.00688215 0.00672554 0.00714125 0.00677666 0.00677384 0.00625768 0.00444517 0.00674361 0.00748208 0.00716244 0.00620364 0.00677754 0.00685675 0.00646983 0.00643895 0.00668704 0.00675579 0.00676438 0.00608947 0.00383883 0.00676799 0.00237945 0.00714676 0.00714227 0.00713639 0.00001811 0.00675289 0.00630864 0.00676603 0.00676529 0.00646918 0.00672501 0.00306366 0.00291671 0.00714571 0.00252690 0.00748874 0.00587838 0.00674433 0.00714558 0.00673173 0.00605360 0.00674983 0.00714750 0.00676257 0.00669234 0.00714955 0.00771369 0.00715081 0.00750551 0.00673160 0.00426371 0.00625896 0.00714570 0.00714811 0.00714973 0.00646073 0.00647063 0.00604030 0 0.00714775 0.00692706 0.00677144 0.00675517 0.00713988 0.00743718 0.00714746 0.00379104 0.00735079 0.00646827 0.00625367 0.00678678 0.00672775 0.00714069 0.00747931 0.00673648 0.00676113 0.00683477 0.00676033 0.00670012 0.00714650 0.00714780 0.00748009 0.00695043 0.00714825 0.00672993 0.00714716 0.00342086 0.00715013 0.00715711 0.00688254 0.00625562 0.00675878 0.00667740 0.00677656 0.00701098 0.00675504 0.00675424 0.00677212 0.00714918 0.00671950 0.00670951 0.00671884 0.00735239 0.00674898 0.00367835 0.00627789 0.00593358 0.00735964 0.00714974 0.00675692 0.00646943 0.00673722 0.00747911 0.00676380 0.00673648 0.00605504 0.00678109 0.00713627 0.00688319 0.00675942 0.00675935 0.00748122 0.00675111 0.00647137 0.00674728 0.00373601 0.00673183
s_120 0.00000662 0.00734501 0.00000871 0.00764726 0.00000478 0.00723505 0.00715910 0.00722897 0.00000451 0.00729043 0.00749509 0.00747555 0.00000421 0.00715695 0.00001316 0.00719128 0.00719008 0.00028902 0.00722621 0.00727613 0.00742145 0.00005437 0.00722218 0.00722842 0.00723245 0.00720874 0.00705362 0.00723174 0.00000579 0.00733769 0.00722807 0.00000449 0.00000343 0.00001249 0.00743384 0.00722966 0.00756213 0.00722688 0.00734986 0.00757355 0.00721560 0.00005247 0.00722849 0.00739152 0.00733217 0.00736586 0.00721339 0.00723096 0.00000764 0.00761118 0.00726116 0.00000618 0.00000579 0.00000763 0.00760052 0.00722838 0.00729924 0.00742162 0.00722526 0.00721996 0.00697239 0.00000400 0.00000875 0.00000290 0.00731148 0.00725095 0.00028834 0.00722093 0.00722824 0.00000342 0.00720278 0.00730853 0.00714364 0.00001060 0.00713898 0.00722028 0.00728129 0.00721237 0.00000581 0.00722506 0.00735177 0.00722665 0.00000344 0.00722048 0.00714913 0.00000899 0.00770928 0.00001086 0.00722313 0.00719387 0.00715994 0.00733580 0.00000291 0.00005553 0.00000477 0.00005468 0.00000553 0.00757449 0.00714775 0 0.00780286 0.00724010 0.00743790 0.00000797 0.00723931 0.00000610 0.00734424 0.00001843 0.00000742 0.00733578 0.00728272 0.00724698 0.00005330 0.00723146 0.00718374 0.00744543 0.00753162 0.00723068 0.00717762 0.00000793 0.00000902 0.00723972 0.00763995 0.00000921 0.00720722 0.00000716 0.00706306 0.00000475 0.00001084 0.00754366 0.00733031 0.00727698 0.00759424 0.00731647 0.00000805 0.00744246 0.00722690 0.00736636 0.00000689 0.00719682 0.00734453 0.00670510 0.00723424 0.00717586 0.00740919 0.00767067 0.00729870 0.00748857 0.00001218 0.00723014 0.00000316 0.00726885 0.00723890 0.00720347 0.00721297 0.00733619 0.00739824 0.00000342 0.00752885 0.00722489 0.00744125 0.00724247 0.00722807 0.00000213 0.00722899 0.00704817 0.00720726
s_185 0.00786731 0.00791167 0.00800642 0.00774620 0.00792794 0.00784256 0.00783849 0.00774752 0.00781422 0.00784727 0.00767380 0.00788361 0.00781632 0.00799254 0.00786884 0.00790797 0.00784195 0.00753464 0.00789127 0.00787495 0.00806228 0.00780334 0.00781387 0.00784229 0.00784181 0.00784787 0.00775471 0.00810801 0.00791359 0.00799998 0.00779153 0.00786577 0.00780317 0.00792894 0.00802677 0.00779994 0.00800146 0.00787764 0.00794012 0.00811030 0.00784451 0.00780783 0.00785346 0.00792035 0.00801189 0.00791553 0.00785045 0.00779494 0.00786981 0.00777069 0.00787304 0.00753388 0.00791360 0.00792729 0.00793718 0.00784148 0.00783428 0.00802169 0.00810961 0.00788704 0.00777097 0.00786547 0.00783606 0.00782477 0.00786445 0.00785652 0.00754966 0.00783323 0.00787860 0.00790735 0.00783734 0.00806600 0.00776851 0.00787648 0.00809857 0.00773878 0.00770869 0.00785090 0.00788304 0.00783916 0.00797573 0.00785251 0.00781857 0.00784575 0.00800576 0.00781735 0.00000082 0.00780340 0.00780511 0.00776977 0.00783593 0.00804568 0.00779486 0.00780387 0.00786267 0.00785492 0.00791334 0.00808345 0.00692706 0.00780286 0 0.00785546 0.00768992 0.00781993 0.00774768 0.00786632 0.00782744 0.00786435 0.00791135 0.00801670 0.00789422 0.00783366 0.00780180 0.00779809 0.00783703 0.00768393 0.00793058 0.00779329 0.00800002 0.00781981 0.00786373 0.00780170 0.00773157 0.00786590 0.00785441 0.00781432 0.00778479 0.00788199 0.00781640 0.00809971 0.00799600 0.00784424 0.00801994 0.00789359 0.00778213 0.00768917 0.00767645 0.00794361 0.00783120 0.00782907 0.00790892 0.00772782 0.00768251 0.00787814 0.00854187 0.00815818 0.00791074 0.00000116 0.00786829 0.00779316 0.00792893 0.00783931 0.00772452 0.00784604 0.00786257 0.00790724 0.00792556 0.00781421 0.00810040 0.00783974 0.00782223 0.00767587 0.00783892 0.00793272 0.00786326 0.00771235 0.00785484
G_32 0.00720164 0.00108964 0.00718443 0.00752283 0.00723153 0.00010827 0.00742813 0.00010447 0.00721840 0.00009792 0.00742139 0.00740338 0.00722460 0.00746723 0.00718208 0.00748391 0.00008916 0.00701477 0.00749710 0.00011332 0.00748953 0.00721116 0.00010751 0.00010771 0.00010674 0.00008724 0.00741746 0.00761955 0.00719550 0.00744901 0.00010491 0.00720081 0.00720984 0.00723413 0.00748634 0.00010415 0.00730303 0.00749243 0.00101223 0.00735032 0.00008620 0.00720626 0.00011821 0.00736471 0.00746878 0.00758959 0.00008625 0.00010593 0.00718582 0.00753563 0.00011263 0.00696890 0.00724516 0.00720788 0.00750188 0.00010546 0.00010045 0.00748516 0.00764243 0.00013142 0.00737183 0.00720444 0.00725804 0.00724540 0.00716726 0.00008204 0.00708739 0.00010523 0.00009757 0.00721653 0.00009604 0.00758211 0.00749093 0.00721916 0.00751742 0.00010600 0.00740739 0.00009752 0.00722135 0.00008054 0.00742839 0.00009559 0.00725965 0.00010466 0.00737349 0.00723516 0.00756559 0.00718477 0.00010966 0.00010527 0.00744475 0.00747661 0.00720898 0.00722089 0.00721989 0.00724606 0.00719784 0.00747860 0.00677144 0.00724010 0.00785546 0 0.00729052 0.00723701 0.00010524 0.00720905 0.00762425 0.00740012 0.00721385 0.00747397 0.00015562 0.00009350 0.00721141 0.00010416 0.00008392 0.00728713 0.00730162 0.00010649 0.00743314 0.00721940 0.00720897 0.00010617 0.00753101 0.00720569 0.00008610 0.00722940 0.00744721 0.00721046 0.00727011 0.00731557 0.00744653 0.00007648 0.00747555 0.00012779 0.00706886 0.00729646 0.00010625 0.00107580 0.00724541 0.00008945 0.00104324 0.00014854 0.00010719 0.00010543 0.00775555 0.00762397 0.00736210 0.00715232 0.00720174 0.00010584 0.00721729 0.00008804 0.00010500 0.00008902 0.00010614 0.00743255 0.00731029 0.00723228 0.00729179 0.00010472 0.00728544 0.00010473 0.00010414 0.00720153 0.00008650 0.00739455 0.00008111
s_171 0.00740589 0.00738775 0.00762910 0.00767747 0.00741843 0.00723772 0.00730558 0.00720392 0.00740700 0.00728491 0.00737788 0.00732843 0.00743671 0.00750066 0.00740953 0.00723510 0.00728698 0.00712470 0.00733107 0.00729003 0.00754782 0.00737597 0.00720587 0.00724135 0.00708381 0.00729294 0.00734820 0.00740638 0.00742495 0.00747677 0.00721814 0.00740634 0.00740285 0.00742412 0.00753824 0.00722766 0.00764985 0.00733212 0.00726860 0.00766249 0.00727996 0.00741033 0.00730488 0.00753883 0.00747377 0.00743495 0.00729057 0.00721561 0.00740888 0.00769978 0.00731121 0.00713500 0.00742095 0.00742429 0.00751154 0.00725267 0.00728469 0.00754181 0.00739886 0.00729942 0.00721496 0.00743550 0.00742934 0.00743422 0.00755544 0.00727879 0.00712177 0.00725174 0.00729860 0.00742427 0.00729654 0.00741833 0.00738579 0.00740360 0.00744243 0.00723177 0.00730606 0.00730078 0.00743557 0.00727924 0.00717517 0.00728925 0.00743801 0.00723872 0.00750539 0.00740358 0.00758771 0.00740757 0.00723284 0.00722569 0.00729988 0.00747239 0.00740314 0.00737749 0.00740537 0.00738557 0.00742578 0.00733623 0.00675517 0.00743790 0.00768992 0.00729052 0 0.00743446 0.00720764 0.00740548 0.00757978 0.00752881 0.00742692 0.00747345 0.00733794 0.00728261 0.00737519 0.00723021 0.00728288 0.00000270 0.00764254 0.00725791 0.00750277 0.00741870 0.00740490 0.00720256 0.00766699 0.00740460 0.00728368 0.00743515 0.00735254 0.00740657 0.00743606 0.00764697 0.00747521 0.00727051 0.00730176 0.00731645 0.00727915 0.00000243 0.00721560 0.00729038 0.00744736 0.00728119 0.00721402 0.00716420 0.00720617 0.00730855 0.00759798 0.00759659 0.00718048 0.00717815 0.00740624 0.00725288 0.00738367 0.00728541 0.00721571 0.00730042 0.00728647 0.00733861 0.00752783 0.00740283 0.00764351 0.00725187 0.00000189 0.00720546 0.00725417 0.00736248 0.00728772 0.00731424 0.00728174
s_126 0.00000744 0.00735813 0.00000560 0.00763994 0.00000751 0.00724531 0.00714370 0.00724537 0.00000770 0.00730561 0.00745780 0.00745886 0.00000798 0.00709692 0.00000701 0.00717783 0.00720156 0.00028704 0.00720681 0.00729001 0.00740666 0.00005415 0.00724012 0.00723570 0.00723975 0.00721589 0.00704432 0.00721378 0.00000586 0.00734328 0.00723398 0.00000880 0.00000746 0.00000691 0.00741838 0.00723881 0.00755660 0.00720524 0.00736251 0.00756356 0.00721697 0.00005606 0.00725364 0.00739047 0.00733775 0.00736766 0.00722478 0.00723977 0.00000798 0.00759539 0.00727323 0.00000729 0.00000373 0.00000710 0.00757550 0.00724530 0.00730912 0.00740129 0.00720678 0.00723873 0.00697648 0.00000723 0.00000877 0.00000479 0.00729540 0.00725712 0.00028753 0.00722966 0.00725465 0.00000745 0.00721757 0.00730672 0.00710214 0.00000956 0.00712988 0.00722936 0.00728413 0.00723096 0.00000533 0.00724006 0.00735578 0.00722596 0.00000988 0.00723454 0.00710398 0.00001148 0.00768851 0.00000797 0.00723612 0.00721315 0.00714743 0.00734058 0.00000828 0.00005832 0.00000584 0.00005253 0.00000559 0.00755438 0.00713988 0.00000797 0.00781993 0.00723701 0.00743446 0 0.00725552 0.00000478 0.00732083 0.00001850 0.00000771 0.00734144 0.00730592 0.00726179 0.00005660 0.00723992 0.00716724 0.00744184 0.00754033 0.00723679 0.00711682 0.00000855 0.00000505 0.00724748 0.00763110 0.00000930 0.00722116 0.00000531 0.00705100 0.00000934 0.00000908 0.00754156 0.00733621 0.00728800 0.00756906 0.00733121 0.00000918 0.00743899 0.00724337 0.00738788 0.00000584 0.00721341 0.00733655 0.00676027 0.00725302 0.00719176 0.00738960 0.00764574 0.00730505 0.00747616 0.00000637 0.00723908 0.00000772 0.00727534 0.00724511 0.00718802 0.00723635 0.00734493 0.00739508 0.00000691 0.00752351 0.00724235 0.00743742 0.00725893 0.00724204 0.00000779 0.00724274 0.00703589 0.00718533
s_143 0.00720982 0.00108552 0.00719153 0.00749731 0.00726188 0.00000888 0.00741159 0.00000261 0.00726498 0.00008235 0.00740856 0.00737348 0.00724241 0.00739429 0.00721646 0.00744466 0.00007464 0.00706532 0.00745822 0.00009862 0.00742688 0.00720603 0.00000861 0.00001125 0.00000732 0.00007403 0.00739243 0.00761179 0.00726188 0.00746281 0.00000522 0.00720985 0.00720831 0.00726679 0.00742414 0.00000575 0.00730030 0.00746123 0.00096853 0.00731441 0.00007330 0.00723147 0.00011042 0.00735352 0.00746093 0.00759032 0.00007489 0.00000470 0.00721274 0.00748183 0.00010895 0.00699343 0.00725541 0.00723408 0.00743771 0.00000548 0.00008338 0.00742344 0.00761701 0.00011770 0.00733893 0.00724372 0.00725234 0.00724994 0.00762336 0.00007203 0.00706228 0.00000522 0.00009242 0.00725322 0.00008042 0.00751454 0.00746091 0.00722093 0.00755152 0.00000914 0.00735394 0.00008365 0.00724987 0.00007517 0.00737863 0.00008563 0.00725870 0.00000261 0.00737532 0.00722705 0.00756623 0.00721591 0.00001021 0.00000558 0.00740605 0.00746147 0.00720359 0.00721163 0.00726847 0.00727234 0.00726414 0.00747526 0.00743718 0.00723931 0.00774768 0.00010524 0.00720764 0.00725552 0 0.00725790 0.00758796 0.00730997 0.00726530 0.00745925 0.00014533 0.00008105 0.00720567 0.00000574 0.00006880 0.00720507 0.00732794 0.00000678 0.00739350 0.00724675 0.00725690 0.00000730 0.00751333 0.00721011 0.00007356 0.00726619 0.00739439 0.00723761 0.00725810 0.00730606 0.00745926 0.00007035 0.00744765 0.00011215 0.00708545 0.00720654 0.00000809 0.00102330 0.00726562 0.00007669 0.00097900 0.00004541 0.00001122 0.00009284 0.00773425 0.00758425 0.00730302 0.00721135 0.00720653 0.00000601 0.00726335 0.00007709 0.00000313 0.00007333 0.00009304 0.00737270 0.00733301 0.00722129 0.00730396 0.00000549 0.00720788 0.00000366 0.00000444 0.00725447 0.00007909 0.00738505 0.00007010
s_149 0.00000737 0.00734324 0.00000648 0.00765529 0.00000991 0.00721291 0.00715098 0.00725667 0.00000394 0.00726070 0.00743828 0.00744615 0.00000531 0.00710646 0.00000890 0.00719166 0.00717932 0.00028558 0.00723023 0.00727195 0.00741229 0.00006294 0.00725622 0.00721303 0.00721719 0.00720128 0.00704133 0.00721432 0.00000478 0.00734162 0.00719195 0.00000798 0.00000797 0.00000769 0.00740693 0.00719807 0.00756026 0.00722711 0.00733772 0.00757155 0.00720552 0.00006759 0.00720760 0.00739774 0.00733271 0.00736922 0.00720329 0.00720448 0.00000876 0.00763466 0.00726156 0.00000416 0.00000637 0.00000838 0.00758073 0.00720298 0.00726593 0.00739551 0.00720691 0.00722290 0.00699167 0.00000345 0.00000868 0.00000398 0.00731581 0.00724470 0.00028613 0.00719426 0.00720918 0.00000716 0.00719019 0.00730014 0.00711469 0.00000685 0.00716626 0.00719802 0.00727367 0.00718151 0.00000559 0.00722134 0.00734885 0.00720710 0.00000720 0.00720317 0.00712317 0.00001173 0.00770041 0.00000605 0.00723895 0.00717580 0.00715267 0.00733904 0.00000773 0.00007127 0.00000473 0.00006483 0.00000638 0.00754214 0.00714746 0.00000610 0.00786632 0.00720905 0.00740548 0.00000478 0.00725790 0 0.00734834 0.00001533 0.00000817 0.00733932 0.00728874 0.00724730 0.00006841 0.00719987 0.00717627 0.00741127 0.00753064 0.00721810 0.00712750 0.00000746 0.00000315 0.00721647 0.00764826 0.00000822 0.00720329 0.00000105 0.00706117 0.00000719 0.00000960 0.00754238 0.00733115 0.00725544 0.00756234 0.00729138 0.00000838 0.00741063 0.00720285 0.00734320 0.00000737 0.00718965 0.00734337 0.00675680 0.00725797 0.00721663 0.00739163 0.00764918 0.00729717 0.00748704 0.00000684 0.00719841 0.00000770 0.00726690 0.00723199 0.00720576 0.00720515 0.00733869 0.00739345 0.00000850 0.00752704 0.00719898 0.00740906 0.00721882 0.00719949 0.00000778 0.00720311 0.00704684 0.00719564
s_107 0.00734228 0.00771776 0.00755207 0.00729102 0.00734066 0.00758473 0.00448500 0.00758592 0.00734665 0.00758897 0.00712287 0.00422914 0.00734399 0.00769379 0.00733140 0.00000414 0.00757070 0.00704581 0.00000836 0.00762275 0.00704281 0.00733783 0.00758270 0.00758419 0.00758729 0.00759020 0.00459611 0.00412862 0.00734092 0.00750670 0.00758276 0.00734548 0.00734573 0.00734408 0.00704242 0.00758298 0.00799947 0.00000536 0.00756680 0.00799269 0.00758536 0.00733947 0.00759213 0.00777386 0.00750467 0.00394837 0.00757571 0.00759078 0.00733712 0.00728954 0.00761312 0.00703269 0.00734038 0.00732870 0.00703030 0.00758114 0.00761244 0.00704903 0.00411600 0.00759002 0.00353501 0.00734459 0.00733265 0.00729601 0.00375548 0.00757563 0.00704438 0.00758301 0.00758124 0.00733904 0.00756982 0.00305356 0.00387683 0.00733722 0.00331666 0.00758292 0.00691263 0.00757160 0.00730702 0.00757456 0.00701706 0.00759313 0.00734147 0.00758500 0.00769637 0.00730847 0.00787815 0.00734301 0.00761192 0.00756143 0.00445426 0.00749641 0.00731052 0.00733867 0.00734544 0.00734090 0.00734291 0.00703115 0.00379104 0.00734424 0.00782744 0.00762425 0.00757978 0.00732083 0.00758796 0.00734834 0 0.00750826 0.00734176 0.00751376 0.00762895 0.00757875 0.00733620 0.00758278 0.00755937 0.00758228 0.00798678 0.00759247 0.00769624 0.00730162 0.00734663 0.00758607 0.00728976 0.00734204 0.00757033 0.00734614 0.00459328 0.00734423 0.00730892 0.00799687 0.00750632 0.00760049 0.00702837 0.00763556 0.00734538 0.00757708 0.00757986 0.00757239 0.00734065 0.00759246 0.00754284 0.00750992 0.00758508 0.00759658 0.00389067 0.00723549 0.00691075 0.00727725 0.00734045 0.00758678 0.00733164 0.00758567 0.00758864 0.00759110 0.00759910 0.00700897 0.00778505 0.00729547 0.00799656 0.00758351 0.00757746 0.00758480 0.00758177 0.00734728 0.00758879 0.00458821 0.00757975
