Genome_ID	Nanopore_ID	Species	Sequence_size	N50	AR_gene_list	Genome_quality	Illumina_Library_ID	Sample_ID.x	Culturing_Sample_ID	Antibiotics	Sample_ID.y	Cubicle_room	Sample_type	Material	Human_Traffic	timept	Room_type	bed_number
s_3685	N126_BC04	Klebsiella_pneumoniae	5211635	5159908	SHV-OKP-LEN;OqxB;AmpH;OqxA;	HIGH_QUAL	WEE086	HMBL064	HMBL066	AMP	HMBL064	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	2
s_220	N126_BC05	Acinetobacter_baumannii	3919913	3880976	MsrE;OXA-23;OXA-51;CARB-5;MphE;ArmA;Zn-dependent;BlaA2;Mbl;ADC;ADC;BlaA1;	HIGH_QUAL	WEE086	HMBL064	HMBL066	KAN	HMBL064	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	2
s_3686	N126_BC05	Klebsiella_pneumoniae	5177184	3966778	OqxB;AmpH;OqxA;SHV-OKP-LEN;	HIGH_QUAL	WEE086	HMBL064	HMBL066	KAN	HMBL064	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	2
s_221	N126_BC06	Acinetobacter_baumannii	4072014	2969974	MsrE;OXA-23;ArmA;OXA-51;ADC;MphE;Mbl;Zn-dependent;BlaA2;BlaA1;StrB;OXA-23;StrA;TetB;	HIGH_QUAL	WEE086	HMBL064	HMBL066	STREP	HMBL064	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	2
s_3687	N126_BC07	Klebsiella_pneumoniae	5168145	1243348	SHV-OKP-LEN;OqxB;OqxA;AmpH;	HIGH_QUAL	WEE086	HMBL064	HMBL066	TET	HMBL064	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	2
s_222	N126_BC07	Acinetobacter_baumannii	3892401	3853735	OXA-51;MsrE;OXA-23;CARB-5;ArmA;MphE;Zn-dependent;BlaA2;Mbl;ADC;ADC;BlaA1;	HIGH_QUAL	WEE086	HMBL064	HMBL066	TET	HMBL064	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	2
s_7239	N126_BC08	Staphylococcus_warneri	1974924	145704		MEDIUM_QUAL	WEE156	HMBL121	HMBL123	AMP	HMBL121	Room_1	Bedside_Locker	Metal_and_Wood	Low_(less_than_2)	1	Isolation_rooms	NA
s_7240	N126_BC09	Staphylococcus_warneri	1374956	767084	MsrA;Aac6-Aph2;AadD;LnuA;Dfr;Aac6-Aph2;LnuA;AadD;	MEDIUM_QUAL	WEE156	HMBL121	HMBL123	KAN	HMBL121	Room_1	Bedside_Locker	Metal_and_Wood	Low_(less_than_2)	1	Isolation_rooms	NA
s_6088	N126_BC09	Staphylococcus_haemolyticus	2823589	2476510	Dfr;Aac6-Aph2;BlaZ;Aac6-Aph2;BlaZ;	MEDIUM_QUAL	WEE156	HMBL121	HMBL123	KAN	HMBL121	Room_1	Bedside_Locker	Metal_and_Wood	Low_(less_than_2)	1	Isolation_rooms	NA
s_7241	N126_BC10	Staphylococcus_warneri	2559840	2534369	AadD;LnuA;MsrA;Aac6-Aph2;Dfr;Far1;	HIGH_QUAL	WEE156	HMBL121	HMBL123	TET	HMBL121	Room_1	Bedside_Locker	Metal_and_Wood	Low_(less_than_2)	1	Isolation_rooms	NA
s_4739	N126_BC11	Staphylococcus_aureus	2848771	2820438	MECA;Dha1;Aac3-Ik;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	WEE268	HMCT025	HMCT027	AMP	HMCT025	Ward_2	Cardiac_Table	Wood	Empty	1	MDRO_wards	4
s_5583	N126_BC12	Staphylococcus_epidermidis	2466838	1507746	MECA;DfrC;DfrC;BlaZ;	HIGH_QUAL	WEE268	HMCT025	HMCT027	KAN	HMCT025	Ward_2	Cardiac_Table	Wood	Empty	1	MDRO_wards	4
s_6090	N126_BC12	Staphylococcus_haemolyticus	2581805	2556116	Aac6-Aph2;MECA;Dfr;BlaZ;BlaZ;AadD;	HIGH_QUAL	WEE268	HMCT025	HMCT027	KAN	HMCT025	Ward_2	Cardiac_Table	Wood	Empty	1	MDRO_wards	4
s_4740	N127_BC01	Staphylococcus_aureus	2812017	2784048	Aac3-Ik;Dha1;MECA;Tet-38;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	WEE268	HMCT025	HMCT027	STREP	HMCT025	Ward_2	Cardiac_Table	Wood	Empty	1	MDRO_wards	4
s_6091	N127_BC02	Staphylococcus_haemolyticus	2581953	2556262	BlaZ;MECA;TetK;	HIGH_QUAL	WEE309	HMBR007	HMBR009	CHLOR	HMBR007	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	3
s_6092	N127_BC03	Staphylococcus_haemolyticus	2587959	2534423	MECA;Aac6-Aph2;MECA;Dfr;BlaZ;	HIGH_QUAL	WEE309	HMBR007	HMBR009	KAN	HMBR007	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	3
s_4742	N127_BC04	Staphylococcus_aureus	2899838	1648763	MECA;Dha1;Tet-38;Aac3-Ik;APH-Stph;BlaZ;NorA;	HIGH_QUAL	WEE309	HMBR007	HMBR009	TET	HMBR007	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	3
s_889	N127_BC04	Bacillus_cereus	4655806	568914	BLA;	HIGH_QUAL	WEE309	HMBR007	HMBR009	TET	HMBR007	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	3
s_6093	N127_BC05	Staphylococcus_haemolyticus	2626663	2600529	Aac6-Aph2;MECA;Dfr;BlaZ;MphC;MsrA;	HIGH_QUAL	WEE084	HMCT061	HMCT063	AMP	HMCT061	Ward_1	Cardiac_Table	Metal	Empty	1	Standard_wards	1
s_6094	N127_BC06	Staphylococcus_haemolyticus	2668602	2619406	Aac6-Aph2;Dfr;MECA;BlaZ;MphC;MsrA;	HIGH_QUAL	WEE084	HMCT061	HMCT063	KAN	HMCT061	Ward_1	Cardiac_Table	Metal	Empty	1	Standard_wards	1
s_6095	N127_BC07	Staphylococcus_haemolyticus	2625128	2599009	Aac6-Aph2;MECA;Dfr;BlaZ;MphC;MsrA;	HIGH_QUAL	WEE084	HMCT061	HMCT063	TET	HMCT061	Ward_1	Cardiac_Table	Metal	Empty	1	Standard_wards	1
s_2518	N127_BC08	Burkholderia_lata	7914240	3113755	AacAad;	HIGH_QUAL	WEE214	HMA010_02	HMA012_02	STREP	HMA010	Ward_4	Aerator	Metal	Empty	2	MDRO_wards	NA
s_33	N127_BC09	Achromobacter_sp.	6769871	6702715		HIGH_QUAL	WEE214	HMA010_02	HMA012_02	AMP	HMA010	Ward_4	Aerator	Metal	Empty	2	MDRO_wards	NA
s_2519	N127_BC10	Burkholderia_lata	5467564	3350646	AacAad;	HIGH_QUAL	WEE214	HMA010_02	HMA012_02	KAN	HMA010	Ward_4	Aerator	Metal	Empty	2	MDRO_wards	NA
s_34	N127_BC11	Achromobacter_sp.	6785379	6718070		HIGH_QUAL	WEE214	HMA010_02	HMA012_02	TET	HMA010	Ward_4	Aerator	Metal	Empty	2	MDRO_wards	NA
s_574	N127_BC12	Aerococcus_viridans	2246468	2224099	Aac6-Aph2;Dfr;TetM;	MEDIUM_QUAL	WEE164	HMCT085	HMCT087	STREP	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	4
s_890	N128_BC01	Bacillus_cereus	4849356	822478		HIGH_QUAL	WEE164	HMCT085	HMCT087	TET	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	4
s_6097	N128_BC02	Staphylococcus_haemolyticus	1509761	48791	BlaZ;Dfr;MECA;Aac6-Aph2;	MEDIUM_QUAL	WEE164	HMCT085	HMCT087	AMP	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	4
s_539	N128_BC02	Acinetobacter_sp.	3323088	3290060	SulII;	HIGH_QUAL	WEE164	HMCT085	HMCT087	AMP	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	4
s_6743	N128_BC03	Staphylococcus_hominis	2322022	2298904	MECA;	HIGH_QUAL	WEE265	HMP004	HMP006	CHLOR	HMP004	Ward_2	Pulse_Oxymeter	Rubber	Empty	1	MDRO_wards	NA
s_6099	N128_BC05	Staphylococcus_haemolyticus	2188962	351656	Aac6-Aph2;BlaZ;	MEDIUM_QUAL	WEE265	HMP004	HMP006	TET	HMP004	Ward_2	Pulse_Oxymeter	Rubber	Empty	1	MDRO_wards	NA
s_6745	N128_BC05	Staphylococcus_hominis	3251236	521024	MECA;Aph3-III;BlaZ;Aac6-Aph2;TetK;BlaZ;	MEDIUM_QUAL	WEE265	HMP004	HMP006	TET	HMP004	Ward_2	Pulse_Oxymeter	Rubber	Empty	1	MDRO_wards	NA
s_5586	N128_BC06	Staphylococcus_epidermidis	2466394	2441847	DfrC;Aph3-III;Aac6-Aph2;MECA;	HIGH_QUAL	WEE280	HMBL010	HMBL012	CHLOR	HMBL010	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	4
s_6100	N128_BC07	Staphylococcus_haemolyticus	2633559	2607359	Aac6-Aph2;MECA;Dfr;MphC;BlaZ;MsrA;	HIGH_QUAL	WEE280	HMBL010	HMBL012	KAN	HMBL010	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	4
s_5587	N128_BC07	Staphylococcus_epidermidis	2463991	2439470	DfrC;Aph3-III;MECA;Aac6-Aph2;	HIGH_QUAL	WEE280	HMBL010	HMBL012	KAN	HMBL010	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	4
s_5211	N128_BC07	Staphylococcus_capitis	2292426	180764		HIGH_QUAL	WEE280	HMBL010	HMBL012	KAN	HMBL010	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	4
s_1868	N128_BC08	Bacillus_thuringiensis	2967169	105803		MEDIUM_QUAL	WEE239	HMBR055	HMBR057	AMP	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_5212	N128_BC08	Staphylococcus_capitis	2624212	211302	MECA;Aac6-Aph2;	HIGH_QUAL	WEE239	HMBR055	HMBR057	AMP	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_6101	N128_BC08	Staphylococcus_haemolyticus	2128089	75786	TetK;BlaZ;BlaZ;	MEDIUM_QUAL	WEE239	HMBR055	HMBR057	AMP	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_892	N128_BC08	Bacillus_cereus	3992006	83164		MEDIUM_QUAL	WEE239	HMBR055	HMBR057	AMP	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_6746	N128_BC09	Staphylococcus_hominis	2384770	2361031	AadD;MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE239	HMBR055	HMBR057	CHLOR	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_6102	N128_BC10	Staphylococcus_haemolyticus	2630649	574475	TetK;TetK;BlaZ;MECA;TetK;Aac6-Aph2;MECA;BlaZ;Far1;MphC;MsrA;	HIGH_QUAL	WEE239	HMBR055	HMBR057	KAN	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_5589	N128_BC10	Staphylococcus_epidermidis	2449954	2181592	MECA;DfrC;Aac6-Aph2;Aph3-III;	HIGH_QUAL	WEE239	HMBR055	HMBR057	KAN	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_5213	N128_BC10	Staphylococcus_capitis	2677376	1396896	MECA;	HIGH_QUAL	WEE239	HMBR055	HMBR057	KAN	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_5590	N128_BC11	Staphylococcus_epidermidis	2502362	1475140	DfrC;Aph3-III;Aac6-Aph2;MECA;	HIGH_QUAL	WEE239	HMBR055	HMBR057	TET	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_6103	N128_BC11	Staphylococcus_haemolyticus	2816042	1762850	MECA;TetK;Far1;TetK;BlaZ;BlaZ;MECA;Aac6-Aph2;TetK;BlaZ;	HIGH_QUAL	WEE239	HMBR055	HMBR057	TET	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_5214	N128_BC11	Staphylococcus_capitis	2566893	1605886	Aac6-Aph2;	HIGH_QUAL	WEE239	HMBR055	HMBR057	TET	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_4745	N128_BC12	Staphylococcus_aureus	3041046	3010810	BlaZ;BlaZ;MECA;APH-Stph;TetK;Aac6-Aph2;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	WEE361	HMBR088	HMBR090	KAN	HMBR088	Ward_2	Bed_Rail	Metal	Empty	1	Standard_wards	5
s_4746	N129_BC01	Staphylococcus_aureus	3049189	3018874	BlaZ;BlaZ;Aac6-Aph2;MECA;APH-Stph;TetK;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	WEE361	HMBR088	HMBR090	TET	HMBR088	Ward_2	Bed_Rail	Metal	Empty	1	Standard_wards	5
s_5442	N129_BC02	Staphylococcus_cohnii	3258042	2578302		MEDIUM_QUAL	WEE161	HMBR073	HMBR075	CHLOR	HMBR073	Ward_1	Bed_Rail	Plastic	Empty	1	Standard_wards	5
s_5592	N129_BC03	Staphylococcus_epidermidis	2523147	865140	DfrC;AadD;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE161	HMBR073	HMBR075	KAN	HMBR073	Ward_1	Bed_Rail	Plastic	Empty	1	Standard_wards	5
s_5593	N129_BC04	Staphylococcus_epidermidis	2362829	206296	BlaZ;DfrC;	HIGH_QUAL	WEE161	HMBR073	HMBR075	TET	HMBR073	Ward_1	Bed_Rail	Plastic	Empty	1	Standard_wards	5
s_6105	N129_BC04	Staphylococcus_haemolyticus	2488818	2464050	BlaZ;	HIGH_QUAL	WEE161	HMBR073	HMBR075	TET	HMBR073	Ward_1	Bed_Rail	Plastic	Empty	1	Standard_wards	5
s_223	N129_BC05	Acinetobacter_baumannii	3921440	3882488	MsrE;MphE;ArmA;CARB-5;OXA-51;OXA-23;Zn-dependent;Mbl;BlaA2;ADC;ADC;BlaA1;	HIGH_QUAL	WEE107	HMBR070	HMBR072	AMP	HMBR070	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	4
s_224	N129_BC06	Acinetobacter_baumannii	3915256	3876365	MsrE;OXA-51;CARB-5;OXA-23;ArmA;MphE;Zn-dependent;Mbl;BlaA2;ADC;ADC;BlaA1;	HIGH_QUAL	WEE107	HMBR070	HMBR072	CHLOR	HMBR070	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	4
s_225	N129_BC07	Acinetobacter_baumannii	3904698	3865911	MsrE;OXA-23;OXA-51;MphE;CARB-5;ArmA;Zn-dependent;BlaA2;Mbl;ADC;ADC;BlaA1;	HIGH_QUAL	WEE107	HMBR070	HMBR072	KAN	HMBR070	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	4
s_226	N129_BC08	Acinetobacter_baumannii	3906536	3867731	MsrE;OXA-23;CARB-5;MphE;ArmA;OXA-51;Zn-dependent;Mbl;BlaA2;ADC;BlaA1;ADC;	HIGH_QUAL	WEE107	HMBR070	HMBR072	TET	HMBR070	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	4
s_6109	N129_BC08	Staphylococcus_haemolyticus	1380302	47898		MEDIUM_QUAL	WEE107	HMBR070	HMBR072	TET	HMBR070	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	4
s_3181	N129_BC09	Enterobacter_hormaechei	4847672	4799548	ACT-MIR;FosA2;	HIGH_QUAL	WEE175	HMCT001_02	HMCT003_02	AMP	HMCT001	Ward_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	1
s_5215	N129_BC10	Staphylococcus_capitis	2572845	2547245	MECA;Aac6-Aph2;	HIGH_QUAL	WEE175	HMCT001_02	HMCT003_02	CHLOR	HMCT001	Ward_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	1
s_4748	N129_BC10	Staphylococcus_aureus	1454125	26659	APH-Stph;	MEDIUM_QUAL	WEE175	HMCT001_02	HMCT003_02	CHLOR	HMCT001	Ward_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	1
s_5595	N129_BC11	Staphylococcus_epidermidis	2269781	181638	DfrC;DfrC;MECA;BlaZ;	HIGH_QUAL	WEE175	HMCT001_02	HMCT003_02	KAN	HMCT001	Ward_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	1
s_4749	N129_BC11	Staphylococcus_aureus	3178389	2838804	MECA;TetK;BlaZ;APH-Stph;Aac6-Aph2;TetK;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	WEE175	HMCT001_02	HMCT003_02	KAN	HMCT001	Ward_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	1
s_6110	N129_BC12	Staphylococcus_haemolyticus	2645571	2523429	Dfr;MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE269	HMBR001	HMBR003	AMP	HMBR001	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	1
s_2908	N130_BC01	Elizabethkingia_anophelis	3716360	103066	GOB-1;B-1;	HIGH_QUAL	WEE074	HMA004_02	HMA006_02	AMP	HMA004	Ward_2	Aerator	Metal	Empty	2	MDRO_wards	NA
s_35	N130_BC01	Achromobacter_sp.	6621695	6556006		HIGH_QUAL	WEE074	HMA004_02	HMA006_02	AMP	HMA004	Ward_2	Aerator	Metal	Empty	2	MDRO_wards	NA
s_6752	N130_BC02	Staphylococcus_hominis	2364580	562480	AadD;TetL;BlaZ;Far1;ErmC;MECA;	HIGH_QUAL	WEE312	HMCT022	HMCT024	CHLOR	HMCT022	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	3
s_4750	N130_BC03	Staphylococcus_aureus	2960894	2916640	BlaZ;APH-Stph;MECA;TetK;Aac6-Aph2;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	WEE095	HMBL097	HMBL099	TET	HMBL097	Ward_3	Bedside_Locker	Wood	Empty	1	Standard_wards	3
s_6112	N130_BC05	Staphylococcus_haemolyticus	2450131	115280	BlaZ;BlaZ;	HIGH_QUAL	WEE308	HMBL025	HMBL027	TET	HMBL025	Ward_2	Bedside_Locker	Wood	Empty	1	MDRO_wards	4
s_4752	N130_BC05	Staphylococcus_aureus	2927053	2875550	Dha1;Tet-38;NorA;MECA;Dfr;APH-Stph;FosB;Aac3-Ik;BlaZ;	HIGH_QUAL	WEE308	HMBL025	HMBL027	TET	HMBL025	Ward_2	Bedside_Locker	Wood	Empty	1	MDRO_wards	4
s_6113	N130_BC06	Staphylococcus_haemolyticus	2738203	1703211	MECA;TetK;Aph3-III;BlaZ;Sat4A;	HIGH_QUAL	WEE278	HMBL013	HMBL015	TET	HMBL013	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	5
s_6753	N130_BC06	Staphylococcus_hominis	2313026	1785917	Ant6-Ia;Aph3-III;BlaZ;Sat4A;MECA;Aac6-Aph2;DfrC;	HIGH_QUAL	WEE278	HMBL013	HMBL015	TET	HMBL013	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	5
s_6114	N130_BC07	Staphylococcus_haemolyticus	2734270	694600	MECA;BlaZ;Dfr;Aac6-Aph2;Aac6-Aph2;Aac6-Aph2;MphC;MsrA;	HIGH_QUAL	WEE381	HMBR124	HMBR126	AMP	HMBR124	Room_2	Bed_Rail	Plastic	Empty	1	Isolation_rooms	NA
s_5598	N130_BC08	Staphylococcus_epidermidis	2526851	2487754	Dfr;DfrC;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE381	HMBR124	HMBR126	CHLOR	HMBR124	Room_2	Bed_Rail	Plastic	Empty	1	Isolation_rooms	NA
s_3291	N131_BC02	Enterococcus_faecalis	2920294	2891255	MphD;TetM;LsaA;	HIGH_QUAL	WEE184	HMBR064	HMBR066	KAN	HMBR064	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	2
s_6115	N131_BC02	Staphylococcus_haemolyticus	2618917	2592861	Aac6-Aph2;MECA;Dfr;BlaZ;MphC;MsrA;	HIGH_QUAL	WEE184	HMBR064	HMBR066	KAN	HMBR064	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	2
s_3292	N131_BC03	Enterococcus_faecalis	3044259	3013991	Aac6-Aph2;TetM;MphD;LsaA;	HIGH_QUAL	WEE271	HMBR013	HMBR015	TET	HMBR013	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	5
s_5600	N131_BC03	Staphylococcus_epidermidis	2499069	1357255	DfrC;DfrC;Far1;BlaZ;	HIGH_QUAL	WEE271	HMBR013	HMBR015	TET	HMBR013	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	5
s_4755	N131_BC03	Staphylococcus_aureus	2864738	532424	Aac3-Ik;APH-Stph;NorA;Tet-38;MECA;Dha1;BlaZ;	HIGH_QUAL	WEE271	HMBR013	HMBR015	TET	HMBR013	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	5
s_5217	N131_BC04	Staphylococcus_capitis	2563709	2465643	Aac6-Aph2;MECA;	HIGH_QUAL	WEE283	HMBL022	HMBL024	KAN	HMBL022	Ward_2	Bedside_Locker	Wood	Empty	1	MDRO_wards	3
s_5601	N131_BC04	Staphylococcus_epidermidis	2212829	280096	MECA;ErmC;DfrC;DfrC;Far1;BlaZ;	MEDIUM_QUAL	WEE283	HMBL022	HMBL024	KAN	HMBL022	Ward_2	Bedside_Locker	Wood	Empty	1	MDRO_wards	3
s_4402	N131_BC05	Serratia_marcescens	5326816	5273949	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	WEE054	HMST033	HMST035	KAN	HMST033	Room_2	Sink_Trap	Metal	Empty	1	Isolation_rooms	NA
s_6116	N131_BC06	Staphylococcus_haemolyticus	2681684	2655006	Aph3-III;BlaZ;MECA;Aac6-Aph2;TetK;TetM;	HIGH_QUAL	WEE085	HMCT091	HMCT093	AMP	HMCT091	Ward_3	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	1
s_7300	N131_BC06	Stenotrophomonas_maltophilia	3642565	138098		MEDIUM_QUAL	WEE085	HMCT091	HMCT093	AMP	HMCT091	Ward_3	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	1
s_4264	N131_BC06	Pseudomonas_stutzeri	4108963	155328		HIGH_QUAL	WEE085	HMCT091	HMCT093	AMP	HMCT091	Ward_3	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	1
s_6117	N131_BC07	Staphylococcus_haemolyticus	2679057	516939	Aac6-Aph2;BlaZ;Dfr;	HIGH_QUAL	WEE297	HMBL004	HMBL006	KAN	HMBL004	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	2
s_5218	N131_BC07	Staphylococcus_capitis	2565011	2539490	Aac6-Aph2;MECA;	HIGH_QUAL	WEE297	HMBL004	HMBL006	KAN	HMBL004	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	2
s_3293	N131_BC07	Enterococcus_faecalis	3088532	3057827	LsaA;MphD;	HIGH_QUAL	WEE297	HMBL004	HMBL006	KAN	HMBL004	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	2
s_4756	N131_BC07	Staphylococcus_aureus	2667662	157820	APH-Stph;Tet-38;Aac3-Ik;NorA;Dha1;Aac6-Aph2;	HIGH_QUAL	WEE297	HMBL004	HMBL006	KAN	HMBL004	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	2
s_5219	N131_BC08	Staphylococcus_capitis	1986327	95863		MEDIUM_QUAL	WEE323	HMP001	HMP003	AMP	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_wards	NA
s_6118	N131_BC08	Staphylococcus_haemolyticus	2685398	720697	Sat4A;Aph3-III;BlaZ;	HIGH_QUAL	WEE323	HMP001	HMP003	AMP	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_wards	NA
s_5602	N131_BC08	Staphylococcus_epidermidis	2716256	793307	MECA;DfrC;DfrC;DfrC;Far1;MECA;Aac6-Aph2;	HIGH_QUAL	WEE323	HMP001	HMP003	AMP	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_wards	NA
s_5220	N131_BC09	Staphylococcus_capitis	2044167	69580		MEDIUM_QUAL	WEE323	HMP001	HMP003	CHLOR	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_wards	NA
s_2635	N131_BC09	Candida_albicans	13187907	152052		HIGH_QUAL	WEE323	HMP001	HMP003	CHLOR	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_wards	NA
s_5221	N131_BC10	Staphylococcus_capitis	1483510	40483		MEDIUM_QUAL	WEE323	HMP001	HMP003	STREP	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_wards	NA
s_2636	N131_BC10	Candida_albicans	13169397	197920		HIGH_QUAL	WEE323	HMP001	HMP003	STREP	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_wards	NA
s_6119	N131_BC11	Staphylococcus_haemolyticus	2772153	2591997	MphC;Aph3-III;BlaZ;Aac6-Aph2;Sat4A;MsrA;MECA;Far1;	HIGH_QUAL	WEE314	HMCT007	HMCT009	AMP	HMCT007	Ward_1	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	3
s_227	N131_BC12	Acinetobacter_baumannii	3898781	3860052	OXA-51;MsrE;MphE;ArmA;OXA-23;CARB-5;Zn-dependent;BlaA2;Mbl;ADC;ADC;BlaA1;	HIGH_QUAL	WEE086	HMBL064	HMBL066	CHLOR	HMBL064	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	2
s_6120	N131_BC12	Staphylococcus_haemolyticus	2498924	1317382		HIGH_QUAL	WEE086	HMBL064	HMBL066	CHLOR	HMBL064	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	2
s_6121	N132_BC01	Staphylococcus_haemolyticus	2130854	86415	Aac6-Aph2;Dfr;	MEDIUM_QUAL	WEE309	HMBR007	HMBR009	AMP	HMBR007	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	3
s_4760	N132_BC01	Staphylococcus_aureus	2915598	1810507	APH-Stph;BlaZ;Aac3-Ik;NorA;Dha1;MECA;Tet-38;	HIGH_QUAL	WEE309	HMBR007	HMBR009	AMP	HMBR007	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	3
s_6122	N132_BC02	Staphylococcus_haemolyticus	2611103	1454531	MsrA;Aac6-Aph2;BlaZ;MECA;Dfr;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE164	HMCT085	HMCT087	KAN	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	4
s_1873	N132_BC04	Bacillus_thuringiensis	4725589	264529	BLA;	HIGH_QUAL	WEE161	HMBR073	HMBR075	AMP	HMBR073	Ward_1	Bed_Rail	Plastic	Empty	1	Standard_wards	5
s_5607	N132_BC04	Staphylococcus_epidermidis	1771816	32051	DfrC;BlaZ;	MEDIUM_QUAL	WEE161	HMBR073	HMBR075	AMP	HMBR073	Ward_1	Bed_Rail	Plastic	Empty	1	Standard_wards	5
